hgnc_symbol	agilent_gpl6848
RPL19P16	
CBLIF	A_23_P52974
CBLIF	
OTUD4P1	
RAB11FIP2	A_23_P127140
RAB11FIP2	A_24_P363953
RAB11FIP2	
HNRNPABP1	
LINC00937	
LINC00937	A_32_P221305
HCFC1	A_23_P125771
HCFC1	
MTCYBP16	
LINC02240	
LINC01507	
RPSAP51	
GOLGA1	A_23_P258972
GOLGA1	A_23_P258978
GOLGA1	
	A_24_P280953
ZFHX2-AS1	A_23_P54041
ZFHX2-AS1	
PRB2	
DEFB132	
CLOCK	A_23_P419038
CLOCK	A_24_P166168
CLOCK	
	A_24_P918214
SRSF3P2	
RPS8P4	A_23_P63953
RPL12P26	
HMX3	
OR5D16	
UBE2HP1	
HCN1	A_23_P113019
HCN1	A_32_P123143
HCN1	A_32_P16138
HCN1	
C20orf96	
RPS17P5	A_24_P229066
SIM1-AS1	
LINC02842	A_32_P161464
LINC02842	
CD2AP	A_24_P329152
CD2AP	A_32_P155811
CD2AP	
THTPA	A_23_P54041
THTPA	
SCGB2A1	
LINC02598	
FHIP2A	A_24_P325107
FHIP2A	A_32_P26895
FHIP2A	
TSPYL5	A_23_P417951
ABHD8	A_23_P50857
ABHD8	
A2ML1	A_23_P372962
A2ML1	
ZCCHC3	A_23_P210686
ZCCHC3	A_24_P399694
FIBIN	
NRSN2-AS1	A_24_P896326
NRSN2	A_23_P143274
NRSN2	A_24_P416837
NRSN2	
SCGB1D4	
	A_32_P5205
KCNS2	A_24_P46911
OR5B19P	
RPL23AP75	
LINC02687	
AP1G2	A_23_P2967
AP1G2	
PRPF19	
MRPS35P2	
C5orf64-AS1	A_32_P336294
C5orf64-AS1	
DYM-AS1	
MIR4744	
TBC1D20	A_23_P354187
TBC1D20	A_23_P354193
TBC1D20	A_24_P392958
CDO1	A_23_P30294
CDO1	
PRR13P4	
CYP4F9P	
RPL17-C18orf32	A_24_P271049
RPL17-C18orf32	A_32_P186981
MIR548AR	
MIR4502	
LRRCC1	A_23_P157527
LRRCC1	A_24_P307695
LRRCC1	
UPF3A	A_23_P99473
UPF3A	A_24_P81968
UPF3A	
UBE2E1-AS1	
CYCSP12	
DUX4L24	
EPM2AIP1	A_23_P415622
EPM2AIP1	A_24_P627984
EPM2AIP1	
HSPE1P28	
LDHAP5	A_32_P231391
CDRT15L2	
FAM53B	A_23_P104509
FAM53B	A_24_P406814
ZNF385D-AS2	
CAMSAP1	A_23_P32054
CAMSAP1	A_24_P175460
CAMSAP1	
LINC00620	
RAB9BP1	
HCFC1-AS1	
MIR3936HG	
TMEM187	A_23_P85180
FBXL4	A_23_P214739
FBXL4	A_24_P129205
FBXL4	A_32_P67610
EPS15L1	
EPS15L1	A_23_P38941
PRADC1P1	
MRPS21P6	
LINC02681	
MIR3202-1	
MIR3202-2	
MIR718	
RNU6-934P	
LINC01980	A_24_P459937
NANOGNBP3	
HMGN1P15	
RPL21P132	
RPL26P29	
XIAPP1	
FAM24B	A_23_P52531
FAM24B	
H3P18	
TIMM8A	A_23_P358417
LINC01946	
RPS16P2	
MIR1539	
SNORD58C	A_32_P186981
SNORD58A	
LINC01822	
SNORD58B	
NOS2P3	
SRP72P1	
LINC02837	
EGFLAM	A_23_P144911
EGFLAM	
LIPG	
LIPG	A_23_P78405
LIPG	A_24_P125469
GEN1	A_24_P177585
GEN1	A_24_P920968
GEN1	A_32_P203836
GEN1	
GJD3	A_23_P427754
RPL36A	A_23_P217609
RPL36A	A_24_P417209
RPL36A	A_24_P224998
RPL36A	
FBXL20	A_23_P141146
FBXL20	
R3HDM2P2	
UBE2J1	A_23_P214185
PRLHR	A_23_P97947
GRIP2	A_32_P380675
GRIP2	A_32_P463538
GRIP2	
RPS26P42	
BTBD16	A_23_P383915
BTBD16	
CLCP2	
CSTF3	
CSTF3	A_23_P98310
CSTF3	A_24_P256552
CHAMP1	
CHAMP1	A_23_P164559
RPL36A-HNRNPH2	
ARMC2	A_23_P254140
ARMC2	A_24_P320604
ARMC2	
HNRNPH2	A_23_P11286
VSNL1	
VSNL1	A_23_P209978
PPIAP90	
LINC01054	
RPL23AP97	
OAT	A_23_P98092
OAT	
LINC00539	
CCNQ	A_23_P404005
CCNQ	A_32_P75122
CCNQ	
CSNK2A1	A_23_P502575
CSNK2A1	A_24_P57324
CSNK2A1	
CYP7A1	A_23_P146198
ZDHHC20	A_23_P99397
ZDHHC20	A_23_P341418
ZDHHC20	A_24_P155603
ZDHHC20	
	A_24_P135579
	A_32_P137382
DYM	A_23_P170518
DYM	A_23_P66924
DYM	A_32_P58491
DYM	
LINC00598	
LINC00598	A_24_P162273
LINC00598	A_24_P153701
LINC01616	
MTCO2P4	
COX20P1	A_32_P106646
	A_23_P158481
	A_23_P158484
ADAM3A	
RPS13P4	
CKAP5	A_23_P135977
CKAP5	A_24_P300841
CKAP5	
LINC01985	
LINC01866	
MGMT	
MGMT	A_23_P104323
LINC02923	
	A_24_P302584
CRTC1P1	
GRM7-AS2	
RFC3P1	
PAICSP2	
HACE1	A_23_P250002
HACE1	
COL5A1	A_23_P158593
COL5A1	
ZNF385D-AS1	A_24_P520935
MRFAP1P1	A_24_P307963
MRFAP1P1	A_32_P125525
MRFAP1P1	
CYP1B1	
CYP1B1	A_23_P209625
LINC00354	
SFXN2	
SFXN2	A_24_P175612
SFXN2	A_32_P225052
KRT18P48	
SLC6A8	A_23_P159937
SLC6A8	A_24_P23400
SLC6A8	
UBE2E2	A_32_P155506
UBE2E2	
LINC00391	
LINC00551	
DIP2A-IT1	
RNU6-396P	
ACOX3	A_23_P316381
ACOX3	A_24_P354451
ACOX3	
SRSF10P1	
SOX21-AS1	
RNU1-46P	
PLEKHM2	A_23_P351342
PLEKHM2	
MEX3C	A_23_P50137
MEX3C	A_24_P416543
MEX3C	
LINC00571	
LINC00571	A_32_P81696
TEX26-AS1	
LDAH	
LDAH	A_23_P420256
GART	A_24_P239140
GART	A_24_P301846
LINC01929	
RNA5SP459	
	A_32_P192594
	A_24_P324250
LINC01986	
STYK1	A_23_P13822
STYK1	
DNAJC3-DT	
DNAJC3-DT	A_32_P37461
DNAJC3-DT	A_32_P64716
TUSC8	
PANX2	A_23_P155162
PANX2	A_24_P160202
TCF4	A_23_P27332
TCF4	
TCF4	A_24_P918527
TCF4	A_32_P75399
RB1-DT	
OBI1-AS1	
LRRC3B-AS1	
KAT2B	A_23_P41128
KAT2B	A_32_P159651
KAT2B	
MTCYBP22	
HSPE1P10	
NUTF2P7	
RNU1-56P	
DTWD2	A_32_P373557
DTWD2	
SOCS5P4	
SNX12	A_23_P368896
SNX12	A_32_P72028
SNX12	A_32_P112881
SNX12	A_23_P10699
SNX12	A_32_P140228
TRABD	A_23_P166548
TRABD	A_24_P684721
MTG1	A_23_P113728
MTG1	A_24_P386419
MTG1	
MIR4500HG	
BCAT1	A_23_P87528
BCAT1	A_24_P52921
BCAT1	A_24_P935986
BCAT1	
MIEN1	A_23_P3982
CBX3P3	
TMEM251P1	
LINC02216	
LINC01055	
BCL9P1	
TPTE2P1	
TPTE2P1	A_32_P154835
KLHL3	A_23_P133543
KLHL3	A_24_P374709
KLHL3	
UBAC2-AS1	A_32_P115122
UBAC2-AS1	
FBXO47	
FOXO4	A_23_P217487
FOXO4	A_24_P379165
FOXO4	
	A_32_P35433
TPT1-AS1	A_23_P326987
TPT1-AS1	A_24_P110914
TPT1-AS1	A_24_P143758
TPT1-AS1	
CMC1	A_24_P408740
CMC1	
CXorf65	A_32_P101352
CXorf65	
MATN3	A_23_P102058
MATN3	
	A_23_P148473
	A_32_P101352
FKBP10	
FRG2B	
GJB1	A_23_P250444
GJB1	A_24_P404840
HSPA8P18	A_24_P684119
	A_32_P230148
IKZF5	A_23_P35667
IKZF5	A_24_P124325
IKZF5	
THRAP3P1	A_24_P161345
CA6	
CA6	A_24_P376760
CA6	A_23_P407905
HS1BP3	
HS1BP3	A_23_P165548
HS1BP3	A_24_P139943
HS1BP3	A_24_P42564
RDH10-AS1	
MIR98	
MIRLET7F2	
TRABD-AS1	A_32_P223488
RLIM	A_23_P148484
RLIM	A_32_P152673
SELENOO-AS1	
TUBGCP6	A_23_P6546
TUBGCP6	
RPL12P27	
ATP2B2	A_23_P18152
ATP2B2	
RAD54B	A_23_P82738
RAD54B	
RAD54B	A_23_P94141
WBP1L	A_23_P1248
WBP1L	A_24_P64362
WBP1L	
ITGA2-AS1	
NCOA7-AS1	
PABPC1P3	A_32_P152673
KATNBL1P4	
LYPLA1P3	
RNU6-330P	
TENT5A	
TENT5A	A_23_P70660
NEXMIF	A_24_P66350
NEXMIF	A_32_P169505
TSSK1B	A_23_P427136
SLC25A18P1	
DUX4L28	
ASS1P9	A_24_P306814
BCCIP	A_24_P30206
BCCIP	A_24_P1255
BCCIP	A_24_P779258
BCCIP	
GUSBP19	A_32_P39003
PA2G4P5	A_24_P827491
RAP1BP3	
RPSAP61	
RN7SL291P	
RPL23AP48	
LINC02214	
SLC25A6P6	
DUSP21	A_23_P256077
ATAD2B	A_32_P191004
ATAD2B	
FAM135A-AS1	
MTND3P19	
DIPK2B	A_23_P346390
DIPK2B	A_24_P288848
DIPK2B	A_24_P940411
DIPK2B	A_23_P217168
DIPK2B	A_24_P160225
DIPK2B	
BVES	A_23_P502783
BVES	A_32_P181638
EPB41L4A	A_24_P944378
EPB41L4A	
EPB41L4A	A_24_P943026
AP1G2-AS1	
SLC6A4	A_23_P152995
SLC6A4	A_32_P182812
DLEU2	
DLEU2	A_23_P22072
RPL22P3	A_24_P289477
NMNAT1	
NMNAT1	A_24_P139742
LINC00891	
KLRK1	A_24_P193093
CT45A11P	
GAPDHP67	A_24_P676216
E2F6P4	
KRT18P49	A_24_P230057
FRMPD3-AS1	
PRPS1	
PRPS1	A_23_P95764
UBR5	A_32_P159400
UBR5	
HDAC10	A_23_P368740
HDAC10	
HDAC10	A_23_P211673
MTATP6P1	A_24_P350196
MTATP6P1	A_24_P350200
MFFP1	
ULK3	A_23_P206103
ULK3	A_23_P206107
ULK3	
LINC02501	
PGAM1P11	
BTF3L4P3	A_24_P195327
RPL22P13	
NTAN1P1	
CCDC27	
CCDC27	A_23_P381478
	A_23_P7827
INPP5A	A_23_P202307
INPP5A	A_24_P26897
INPP5A	
FAM229B	A_24_P756657
CENPC	A_23_P167194
CENPC	A_24_P240338
CENPC	
SOGA3	
SUGT1-DT	
FGF14-AS2	A_32_P79483
SLC25A5P2	
SLC25A39P2	
CHD5	A_23_P385263
CHD5	
RPL37P11	
HIGD1AP8	
LINC00621	
PCCA-DT	A_32_P151782
SRBD1	A_23_P39517
SRBD1	
STK38L	
STK38L	A_23_P64743
STK38L	A_24_P99046
CNTF	A_23_P36100
MIPEPP3	
LRP4	A_24_P403561
LRP4	
SMIM2-AS1	
SMIM2-AS1	A_32_P151747
AR	A_23_P113111
AR	
GZMAP1	
FAM184A	A_23_P167818
FAM184A	
FGF10-AS1	
LINC00458	
TRIM36-IT1	
MSNP1	A_32_P151102
CKAP2-DT	A_32_P126832
LINC00545	A_24_P804951
LINC00545	
	A_24_P765975
NDFIP2-AS1	
LINC01068	
RAD50	
RAD50	A_23_P250404
RAD50	A_24_P226198
RAD50	A_24_P930707
NDFIP2	A_23_P363472
NDFIP2	A_24_P264909
NDFIP2	A_32_P196072
NDFIP2	
CISD1P1	A_24_P229250
SLC15A5	
CAPN13	A_23_P101972
CAPN13	A_24_P336983
CAPN13	
CAPN13	A_23_P345068
LINC00905	A_24_P14403
LINC00905	
RORB	A_23_P71699
RORB	A_32_P175935
RORB	A_32_P80455
GYS2	A_23_P36621
LINC01153	
TRAJ38	
CHST15	A_23_P383986
CHST15	
SCGB2A2	A_23_P161940
SCGB2A2	
TCL1A	
PCDH19	A_24_P419039
PCDH19	
METTL8P1	A_24_P901084
LINC02353	
PTPN3	A_23_P403898
PTPN3	A_24_P138091
PTPN3	A_24_P928969
PTPN3	
LINC01913	
TBC1D3P5	A_24_P838947
BTF3P6	
MTCO3P28	
METTL15	A_24_P118111
METTL15	A_32_P19887
METTL15	
TECRL	A_23_P251815
TECRL	
SON	A_23_P211099
SON	A_24_P67142
SON	
SON	A_23_P402733
LINC01841	
PLVAP	A_23_P56328
PLVAP	A_24_P245589
PLVAP	
MGST1	A_23_P36658
MGST1	
LTBP1	A_23_P43810
LTBP1	
DOCK9-AS1	
MSL1	A_24_P500476
MSL1	A_24_P332837
MSL1	
RPL7L1P12	
RNU6-83P	
DOCK9-DT	A_32_P231493
RPS6P23	
GAPDHP22	
DOCK9	A_23_P162766
DOCK9	
BMP15	A_23_P11103
TXNP1	
GAGE2E	A_24_P228796
ARL5AP2	
OR7A15P	
CASP14	A_23_P90407
CASP14	
LINC00474	A_23_P123704
LINC00474	A_24_P201258
DISP3	
DISP3	A_32_P232411
TACC2	A_24_P462656
TACC2	A_23_P127186
TACC2	A_32_P12169
TACC2	
MELK	A_23_P94422
MELK	
LINC02483	
SNX18P24	
BDNF	A_23_P127891
BDNF	A_32_P7316
GAGE12B	
VDAC1P2	
SALL1P1	
PAGE1	A_24_P314337
ANKLE1	A_23_P142497
ANKLE1	
RPS27P22	
RPL21P44	A_24_P41629
RPL21P44	A_32_P94087
CLEC6A	
EXOC5P1	A_24_P392265
LINC02360	
PAGE4	A_24_P254506
PAGE4	
LDHAP1	A_24_P170283
SRIP1	
THAP12P9	
CDRT15P2	
	A_23_P36621
RARA-AS1	A_24_P551302
UGT2B24P	
DPPA3	
MIR2114	
XRCC6P2	A_23_P120942
RPS23P3	
RPL7P56	A_24_P384539
RANP4	
RAB28P5	A_23_P256903
RARA	
RARA	A_23_P207842
RARA	A_32_P5251
FIP1L1	A_24_P265162
FIP1L1	A_23_P58337
FIP1L1	A_24_P20623
FIP1L1	
GNAI2P1	
RBMX	A_23_P96420
RBMX	
EEF1A1P16	
LDLRAD3	A_24_P391574
LDLRAD3	
SUPT4H1P2	
TIMM17BP1	
SLCO1B7	
PATL1-DT	
CTBP2P6	A_24_P489639
LRRC34P1	
MRPL16	A_23_P47497
MRPL16	
LINC02406	
KNOP1P1	
SYT10	A_23_P13866
SYT10	
OR5L1	
CCDC86	A_23_P161918
CCDC86	A_24_P38944
CSPG4	A_23_P21976
NPM1P35	
LGR4-AS1	A_24_P643601
LGR4-AS1	
RPL22P23	
MAN2A1-DT	
SRRM1P3	
GPR101	A_23_P148389
LINC01033	
TCEAL3-AS1	
TCEAL1	A_23_P73801
LINC00301	A_23_P322691
LINC00301	A_32_P163805
CNEP1R1P1	A_24_P349428
C15orf39	
C15orf39	A_23_P37514
PCBP2P3	
EPS8	A_23_P136347
EPS8	
LINC02865	
RPSAP37	
MORF4L2	A_23_P114405
MORF4L2	A_24_P333445
MORF4L2	
RPEP1	
VTA1	A_23_P42368
VTA1	A_24_P294982
VTA1	A_32_P190316
VTA1	
MTCO2P24	
OR1AB1P	
AP3S1	A_23_P69958
AP3S1	
OR10B1P	
MS4A10	
RFXANK	
RFXANK	A_23_P165180
ATP5MGP8	
NEU3	A_23_P203716
NEU3	A_32_P125820
NEU3	
LIPC	A_23_P88559
LIPC	
MIR6501	
DONSON	
DONSON	A_23_P425502
DONSON	A_23_P500390
FCF1P10	
NT5DC1	A_23_P219004
NT5DC1	A_23_P382043
NT5DC1	
	A_32_P67014
GRM7-AS3	
TMEM51	
	A_32_P165907
LIN7C	A_23_P139277
LIN7C	A_24_P107257
LIN7C	A_24_P98723
MORF4L2-AS1	
TMEM31	A_23_P352717
XYLB	
XYLB	A_23_P121340
XYLB	A_23_P212423
ARRDC3	A_24_P274615
ARRDC3	A_24_P414553
ARRDC3	
SLC25A53	
PLP2	A_24_P74932
TESMIN	A_23_P161507
TESMIN	
TESMIN	A_24_P25234
WASH9P	A_23_P11742
WASH9P	A_23_P11744
TPD52L1	
TPD52L1	A_23_P31143
PRICKLE3	A_23_P348684
PRICKLE3	
LIMCH1	A_23_P83403
LIMCH1	A_32_P117354
LIMCH1	
TTLL10	
SNORD3B-2	
CCR7	A_23_P343398
CCR7	
SLC25A46	
SLC25A46	A_23_P133375
KRT8P34	
SYT12	A_23_P421306
SYT12	A_23_P424648
SYT12	
COX6CP11	
ALKBH1	A_23_P14543
ALKBH1	
SYP-AS1	
EYA1	A_23_P502363
EYA1	
CACNA1F	A_23_P148327
CACNA1F	
STOML1	A_23_P48910
STOML1	A_23_P54376
STOML1	
FBXO42	A_24_P333494
FBXO42	
RPL21P10	
ZMYND19P1	
SLIRP	A_23_P128991
SLIRP	
ALDH4A1	A_23_P170337
ALDH4A1	A_24_P263036
ALDH4A1	A_32_P192970
CAPN14	A_24_P935235
CAPN14	A_32_P167076
SLC25A1P1	
MAPK12	A_23_P29347
MAPK12	A_23_P368740
MAPK12	
CSNK1A1P3	
PSMA2P1	
MUC15	A_23_P24332
MUC15	
LMNB1-DT	
RPL37P25	
CCT7P2	
LINC01848	
	A_32_P145051
SEPTIN7P10	
LMNB1	A_23_P258493
LMNB1	
ADCK1	A_23_P25945
ADCK1	
RPL36AP14	
IL10RB	A_24_P322741
IL10RB	
OR10H4	A_23_P5258
	A_23_P27538
	A_23_P142403
	A_23_P430839
	A_23_P430842
	A_24_P378794
PLEKHB1	A_23_P53211
PLEKHB1	A_24_P56073
PLEKHB1	
SLC52A3	A_23_P57110
SLC52A3	
MSH2	A_23_P102471
MSH2	
GTPBP3	A_23_P28068
GTPBP3	
ARFGEF2	A_23_P5995
ARFGEF2	
INIP	A_23_P397899
INIP	
RERE	A_23_P85414
RERE	
ETV4	A_23_P431776
ETV4	A_24_P416346
ETV4	
CNTN6	A_23_P155404
CNTN6	
AP4E1	
AP4E1	A_23_P413131
AP4E1	A_24_P929369
LINC02914	A_32_P741217
LINC02914	
	A_32_P170436
NREP	
NREP	A_24_P149124
	A_32_P120791
TMEM151B	
SNRPGP1	
SAV1	A_23_P65555
SAV1	A_24_P287473
SAV1	
RPL32P15	A_24_P315440
RPL21P66	
PSMC1P8	
ADGRF1	A_23_P214267
ADGRF1	A_23_P365218
ADGRF1	A_24_P183544
ADGRF1	A_24_P252155
ADGRF1	
RN7SL452P	
ZFP64P1	
	A_32_P191648
EHMT1	A_23_P20894
EHMT1	A_23_P217120
EHMT1	
EHMT1	A_24_P93736
PRICKLE1	A_23_P408285
PRICKLE1	
PYGL	
PYGL	A_23_P48676
MAPK11	A_23_P502274
MAPK11	
TTC3-AS1	
DSCR9	A_23_P430691
RN7SL678P	
VPS26C	A_23_P154874
VPS26C	A_24_P254346
VPS26C	A_24_P164894
VPS26C	
	A_23_P430691
HSPB1P2	A_24_P178167
CCDC22	A_23_P114144
CCDC22	
TRMT11	A_23_P134191
TRMT11	A_24_P89509
TRMT11	
TTC3	A_23_P120710
TTC3	A_24_P84984
TTC3	
LINC02568	
FAM210B	A_23_P68486
FAM210B	A_24_P399680
FAM210B	
	A_32_P10894
MYRIP	
MYRIP	A_23_P326760
AURKA	A_23_P131866
AURKA	
ATP8B4	A_23_P163216
ATP8B4	
ABHD12B	A_23_P366035
ABHD12B	
C22orf39	
C22orf39	A_24_P922357
PPP1R3F	A_23_P125533
PPP1R3F	A_23_P125541
PPP1R3F	A_24_P177604
	A_23_P317854
TILRLS	
LINC02242	
EPB41L4A-DT	A_23_P69941
EPB41L4A-DT	A_24_P188975
	A_24_P857452
ZNF182	A_32_P43465
IL9	A_24_P320410
MEI1	A_23_P211561
MEI1	A_32_P136516
MEI1	
KCNK17	A_23_P42128
KCNK17	A_24_P112032
KCNK17	
PNMT	A_23_P100642
PNMT	
	A_24_P111019
ANO8	A_32_P73452
ANO8	
ZNF630	
ZNF630	A_23_P390384
ZNF630	A_32_P199767
CLCN6	A_24_P302374
CLCN6	
LASP1	A_23_P89187
LASP1	
LASP1	A_24_P936010
MIR583HG	
TGFBI	A_23_P156327
TGFBI	
COL21A1	
DLST	
DLST	A_24_P13572
GDF7	A_23_P39746
GDF7	A_32_P129265
BNIP3P18	
SREBF2-AS1	
XDH	A_23_P39590
XDH	
SREBF2	A_23_P166502
SREBF2	A_23_P419602
SREBF2	
PARP11	A_23_P343837
PARP11	A_24_P188056
PARP11	A_24_P59494
PARP11	
	A_23_P119627
LINC02720	
CDK5R1	A_23_P141467
ZNF630-AS1	
SSX6P	
SSX6P	A_23_P33881
FAM32A	A_23_P50331
FAM32A	
UBTFL10	
MSANTD3P1	A_32_P122754
FGF3	A_23_P113204
ZSWIM5P2	
RNU6-707P	
SSXP3	
S100A11P5	
RNA5SP503	
S100A11P7	
S100A11P6	
TRIM53BP	A_24_P16353
	A_23_P141329
	A_24_P387179
OR2AT2P	
CSTF2	A_23_P148372
CSTF2	
NPM1P50	
LINC02748	
MS4A19P	
VAV2	A_23_P146468
VAV2	A_24_P84419
VAV2	
GSDMA	A_23_P152605
GSDMA	
GOLGA6GP	
GOLGA6GP	A_24_P546375
GOLGA6GP	A_24_P823096
POLD3	
POLD3	A_24_P75056
POLD3	A_32_P182439
BABAM1	A_23_P119714
BABAM1	
MAP1A	A_23_P163455
TUFMP1	
LINC00672	A_32_P226678
CELA2A	
CELA2A	A_23_P46238
	A_32_P81092
CRACR2A	A_23_P128351
CRACR2A	A_32_P462013
CRACR2A	
ORMDL3	A_23_P129829
ORMDL3	A_23_P38190
ORMDL3	
LIPC-AS1	
LOXL1	A_23_P124084
LOXL1	
FTH1P6	
ITGB2	A_23_P329573
ITGB2	A_23_P430411
ITGB2	
SATL1	
PRKCE	
PRKCE	A_23_P250564
PRKCE	A_23_P348194
RPS6KL1	A_24_P153547
RPS6KL1	A_24_P219108
RPS6KL1	
BHMT2	A_23_P92983
BHMT2	A_24_P231829
BHMT2	A_24_P924764
BHMT2	
IGDCC4	A_23_P14673
IGDCC4	A_24_P202025
IGDCC4	
CELA2B	
CELA2B	A_23_P51711
UBQLN2	A_23_P114164
SLITRK2	A_23_P217277
SLITRK2	A_23_P430747
SLITRK2	A_24_P305824
SLITRK2	A_24_P66605
GTF2IP6	
HSPA8P5	
MRPS18CP4	
P3H4	A_24_P407866
P3H4	
PRRG1	A_23_P254363
PRRG1	A_24_P31929
PRRG1	A_24_P370557
PRRG1	
MIR33A	
TNFRSF13C	A_23_P91764
TNFRSF13C	A_24_P621701
MIR378I	A_24_P621701
RERG	A_24_P321525
RERG	
CENPM	
CENPM	A_24_P399888
DNAJC5B	A_24_P355145
SMIM32	A_24_P289665
EDIL3	A_23_P401606
EDIL3	
NDUFB10P1	
LINC02204	
RER1	A_23_P85392
RER1	A_24_P79591
RER1	
RFTN1	
RFTN1	A_23_P315571
PRPS2	
PRPS2	A_23_P96641
PRPS2	A_24_P117528
BTF3P1	
TUBB8P5	
PTDSS1	A_23_P168868
PTDSS1	
PGF	A_23_P76992
PGF	
KLRK1-AS1	
KLRK1-AS1	A_32_P40433
PHAX	A_23_P213908
PHAX	A_24_P191884
PHAX	A_24_P573484
PHAX	
DERA	A_23_P25253
DERA	
LMAN1L	
LMAN1L	A_23_P140630
LHCGR	A_23_P102286
LHCGR	
TNS4	A_23_P207850
TNS4	
NIM1K	
NIM1K	A_23_P254863
SMIM45	
WBP2NL	
WBP2NL	A_23_P410128
TMEM250	
TMEM250	A_23_P398372
TAF1D	A_24_P261383
TAF1D	
	A_24_P332902
ATRX	A_23_P136874
ATRX	A_24_P348660
ATRX	
SETX	A_24_P940921
SETX	A_24_P95273
SETX	A_24_P917261
SETX	
KRT18P45	
COPRS	A_23_P152858
COPRS	A_24_P130296
LINC01340	
LINC02161	
RNF138P1	
MTND6P22	
RIOK2	A_24_P234822
RIOK2	
EIF2B2	A_23_P25929
EIF2B2	
SLC25A5P1	A_32_P123
NAGA	A_24_P408457
NAGA	
MTND5P40	
GPATCH8	A_24_P359117
GPATCH8	
MNS1	
MNS1	A_23_P3302
LINC01884	
LINC01318	
LINC00211	
ZFYVE9P2	A_23_P33768
RPL11P1	
KCNG3	A_32_P800799
LINC02468	
NPM1P52	
REXO1L9P	
PTGES	A_24_P403417
RPL30P10	
TNFRSF11B	A_23_P71530
TNFRSF11B	A_24_P192485
TNFRSF11B	
MLH3	A_24_P61520
MLH3	
GJA1P1	
TAF11L14	
GALK2	
GALK2	A_23_P48807
GALK2	A_32_P179706
RMDN2-AS1	
TSSK6	A_23_P108221
TTF1	A_23_P254031
CMTM8	A_23_P40880
NDUFA13	A_23_P119627
IRX1	A_23_P133457
STRN	A_23_P165521
STRN	A_32_P174398
STRN	A_32_P78904
STRN	A_32_P92536
STRN	
CSTF1	
CSTF1	A_23_P362824
SRSF6P2	A_24_P418386
SRSF6P2	A_32_P11786
USP32P3	
	A_24_P41180
RPS27AP11	
PRR16	A_23_P92929
PRR16	A_24_P20746
LINC02880	A_24_P403150
CHCHD4	A_23_P428849
	A_32_P44349
GUSBP16	A_24_P332739
GUSBP16	A_32_P92654
AOC3	A_23_P426305
AOC3	
	A_24_P93874
TPT1P5	A_24_P255252
RPS26P6	
ERRFI1-DT	
LECT2	
LECT2	A_23_P110777
HBS1L	A_23_P254379
HBS1L	A_24_P29594
HBS1L	
HBS1L	A_23_P429092
SUMO2P18	
PHETA2	A_32_P218228
NASPP1	
SDCBPP2	A_32_P191895
NCAN	A_23_P153797
NCAN	
LINC02247	
BRD3OS	A_24_P833067
BRD3OS	A_32_P116058
BRD3OS	
GRM7	
GRM7	A_23_P22364
GRM7	A_32_P165974
LINC02847	
SDR16C6P	
SNORD13P1	
CCDC134	
CCDC134	A_23_P155106
CCDC134	A_24_P194420
CCDC134	A_24_P943843
VPS13D	A_23_P364837
VPS13D	A_32_P20582
VPS13D	
VPS13D	A_23_P251216
LINC01288	
PICALM	A_23_P203658
PICALM	
SNAI2	A_23_P169039
SNAI2	
LINC02661	
NPAP1P4	
LIX1-AS1	
HABP2	A_23_P1173
HABP2	
RALGPS1	A_23_P390148
RALGPS1	A_24_P53824
RALGPS1	A_32_P221991
RALGPS1	
FAM83G	
TICAM2-AS1	
CENPA	A_24_P413884
CENPA	
RNU7-167P	
HMGXB4	
HMGXB4	A_23_P431981
RPS12P15	
CDH6	
CDH6	A_23_P214011
CDH6	A_24_P687
CDH6	A_32_P134764
CDH6	A_32_P148322
CDH6	A_23_P426681
MTBP	A_23_P21278
MTBP	
MTBP	A_23_P357794
PCED1B	A_23_P36888
PCED1B	
RPL39P	
RTF2	A_23_P210619
RTF2	A_24_P914590
RTF2	
RTF2	A_24_P59506
SUGP1	A_23_P119617
SUGP1	
RPS27P18	
KCNK18	A_23_P115932
	A_24_P751247
NT5C3B	
NT5C3B	A_23_P49924
NKX1-2	A_24_P256155
NKX1-2	A_32_P104334
LHPP	A_24_P355493
LHPP	A_23_P75299
LHPP	
B4GALNT3	A_23_P403443
B4GALNT3	A_24_P306892
B4GALNT3	A_32_P49748
B4GALNT3	
RNU6-689P	
DBIL5P2	A_24_P921906
ACYP1	A_23_P163143
ACYP1	
FBXL12P1	
MEIS1-AS2	
HOMER1	A_23_P41917
EFEMP1	A_23_P501007
EFEMP1	
RPL31P41	
LINC01609	
ZC2HC1C	
ZC2HC1C	A_24_P261904
DHX32	A_23_P47004
DHX32	
RPSAP48	
MTERF3	A_24_P243834
MTERF3	
HIF1AP1	
LINC01547	A_23_P211196
LINC01547	A_23_P309198
TMED10	A_23_P14537
TMED10	A_24_P917833
TMED10	
LINC02386	
MIR3909	
MIR6069	
MCM5	
MCM5	A_23_P132277
SLC38A4	A_23_P25487
SLC38A4	
KRTAP26-1	
KRTAP27-1	
KRTAP13-6P	
KRTAP13-2	A_24_P314534
MIR4327	
KRTAP13-1	A_24_P383019
COX6CP10	
	A_24_P359942
KRTAP13-5P	
KRTAP15-1	A_24_P348845
RNU4ATAC14P	
KRTAP19-1	A_23_P143461
KRTAP19-1	A_24_P367242
KRTAP19-1	A_24_P367247
	A_24_P76575
	A_32_P406028
