hgnc_symbol	agilent_cgh_44b
HPDL	A_14_P118536
OR2L5	
MAN1C1	A_14_P112254
MAN1C1	A_14_P134302
MAN1C1	
ALOX12-AS1	
CASR	
RPL31P60	
FAAP24	
	A_14_P115377
DYRK4	
DYRK4	A_14_P104938
SELENON	
BRCA1	
OR7C1	
HNRNPA1P23	
CSTA	
MIX23	
PCSK4	
MAB21L3	A_14_P131129
MAB21L3	
FAM162A	A_14_P119720
FAM162A	A_14_P121388
FAM162A	
NFASC	
AKAP3	
WDR5B	
KPNA1	
NDUFA9	
ERVK3-1	A_14_P126534
ERVK3-1	
BAZ2B	
PDE4C	
GAU1	
GALNT8	
GALNT8	A_14_P118047
PARP9	
INSIG2	
INSIG2	A_14_P201254
KCNA6	A_14_P128312
KCNA1	A_14_P102348
KCNA1	
DPY19L2	
THSD7B	
KCNH7	
SELENOI	
DTX3L	A_14_P110980
DTX3L	
ZSCAN5C	
PINLYP	A_14_P135035
PINLYP	
CNTN2	
CBWD2	
PARP15	
SRGAP1	
SELENOV	
SELENOV	A_14_P126098
DPRX	
NLRP11	
EIF4BP8	
EMC3	
RPL36AP41	
RNU6-87P	
CCDC194	
RNU6-1273P	
RNU6-199P	
VN1R4	
METTL7A	
SMIM44	
ARHGAP35	A_14_P128858
ARHGAP35	
SRPRB	A_14_P127462
SRPRB	A_14_P107072
SRPRB	
ATF1	A_14_P134649
ATF1	
NPAS1	
NPAS1	A_14_P117669
RN7SL519P	
TMPRSS12	
WWP1P1	
ST3GAL6-AS1	
HIGD1C	
POU5F1P3	
GCSHP4	
DEFB109F	
PDLIM1P4	
DCBLD2	
FAM90A1	
ALG1L10P	
FAM86FP	
LINC02449	
MYL6B	
MYL6B	A_14_P113460
MYL6B	A_14_P115597
DBI	
DBI	A_14_P128275
RNU6-26P	
RNU6-1263P	
ST3GAL6	A_14_P202274
ST3GAL6	A_14_P115176
ST3GAL6	
ST3GAL6	A_14_P134306
HADHAP2	
AICDA	
SPAG16	A_14_P200765
SPAG16	A_14_P105102
SPAG16	A_14_P109451
SPAG16	A_14_P139956
SPAG16	A_14_P122216
SPAG16	A_14_P136723
SPAG16	A_14_P202167
SPAG16	
KCTD21	
USP35	
USP35	A_14_P130342
TMEM160	
ZC3H4	
SYPL2	A_14_P129961
SYPL2	
CCSAP	
CPS1	A_14_P111051
CPS1	A_14_P121491
CPS1	A_14_P109326
CPS1	
CPS1	A_14_P108650
RNU6-180P	
RN7SKP276	
GAB2	
ACTA1	
SAE1	
SAE1	A_14_P101357
ZFP69	
HSPD1P12	
EXO5-DT	
FOXJ2	
ZNF684	A_14_P103713
ZNF684	
ZNF75CP	
LINC02728	
RNU6-311P	
COPS8P3	
	A_14_P110968
ATP5MG	A_14_P139887
ATP5MG	A_14_P115231
ATP5MG	
FYCO1	
RNU6ATAC27P	
SNHG3	
SNHG3	A_14_P113587
SNORA73A	
SNORA73B	A_14_P113587
PRDX3P2	
C3AR1	
TRNAU1AP	A_14_P105789
TRNAU1AP	A_14_P112459
TRNAU1AP	
TRNAU1AP	A_14_P139591
BBC3	
NECAP1	
NARS2	
MIR3190	
MIR3191	
CCDC9	
CCDC9	A_14_P138433
SNORD99	
SNORA61	
SNORA44	
SNORA16A	
RAB42	A_14_P133030
TAF12-DT	
TTLL3	
TTLL3	A_14_P102554
RNU11	
AMY2B	A_14_P127777
AMY2B	
INAFM1	
MZF1-AS1	
MZF1-AS1	A_14_P108154
ACSF2	
LINC01836	A_14_P120885
LINC01836	
NACC1	A_14_P126268
NACC1	
PSMD8	
PSMD8	A_14_P131224
AMY2A	A_14_P130443
AMY2A	
CDK18	
AP3D1	
CLEC4A	
EMSY	A_14_P114913
EMSY	A_14_P131832
EMSY	A_14_P108351
EMSY	A_14_P123158
EMSY	
PDCL3P4	
MICOS10P3	
RNU6-342P	
RPS20P15	
RNU1-96P	
ZNF705A	
NEK10	
ENPP7P5	
MRPS21P9	
PUS7L	
CHAD	
	A_14_P102584
RSAD1	
RSAD1	A_14_P102584
GOLT1A	
PLEKHA6	
FAIM	A_14_P107328
FAIM	
MYCBPAP	
TWF1	
LINC00628	
PPP1R15B-AS1	
RNA5SP74	
	A_14_P116727
ZMYM1	A_14_P112339
ZMYM1	A_14_P119084
ZMYM1	
ZNF75BP	
CCND2-AS1	
ANGPTL6	
IRAK4	
IRAK4	A_14_P122539
RELB	A_14_P132612
RELB	
EPN3	
CLASRP	
CLASRP	A_14_P115502
CLASRP	A_14_P137503
INS-IGF2	
RPL12P45	
EFCAB14P1	
RN7SL503P	
MIR483	
IGF2-AS	
IGF2-AS	A_14_P134182
C1orf146	
INS	
ACTBP12	
SPATA20	A_14_P130485
SPATA20	
SPATA20	A_14_P134723
GLMN	
TH	
CCT7	
CCT7	A_14_P137418
FAR2	
FAR2	A_14_P107617
FAR2	A_14_P130119
RNU6-611P	
ZNF296	
GEMIN7-AS1	
RPAP2	A_14_P111864
RPAP2	
GEMIN7	
EIF5AP3	
TBC1D17	
ERGIC2	
RN7SL824P	
HMGB3P9	
RNU4-59P	
H3P3	
CCNJP2	
OR10X1	
OR2T27	
OR6K1P	
OR6K3	
OR6K4P	
OR6K5P	
OR2AQ1P	
OR10AA1P	
MNDA	A_14_P111064
MNDA	
ROPN1	
OR10J3	
OR14A16	
HSD17B7P1	
EFHD1	A_14_P130121
EFHD1	
EFHD1	A_14_P104859
OR6R1P	
OR11L1	
TRIM58	A_14_P105489
OR2W3	A_14_P121873
OR2AJ1	
CLK3P2	
OR2X1P	
OR2L8	
SLC4A7	
OR6Y1	
TLR12P	
ZSCAN20	A_14_P136718
ZSCAN20	A_14_P135006
ZSCAN20	
NUP62	
POTEI	
FAM234B	
OR2M1P	
MIR4686	
OR2M5	
ASCL2	
C11orf21	
OR2M2	
GM2AP2	
CYCSP53	
MYOC	
TSPAN32	
CACNA1G-AS1	
OR7E47P	
ANKFN1	A_14_P116324
ANKFN1	A_14_P128316
ANKFN1	A_14_P129884
ANKFN1	A_14_P122760
ANKFN1	
GABRD	
FOXN2	
FOXN2	A_14_P134815
LINC00592	
KCNK3	
KRT80	
IZUMO2	
RPL39P33	
NRXN1	
NOG	A_14_P127865
KCNJ12	A_14_P100220
U2AF2	
PDLIM1P2	
RPL21P120	
PRKCZ-DT	
	A_14_P109091
ZBTB17	
LINC02874	
KCNJ18	
KPNB1-DT	
METTL7AP1	
KRT7	
KRT7	A_14_P119925
MAP3K10	
MAP3K10	A_14_P103985
MAP3K10	A_14_P200541
MAP3K10	A_14_P109337
CACNA1G	A_14_P115418
CACNA1G	A_14_P107121
CACNA1G	A_14_P107575
CACNA1G	
RNU6-878P	
CD81-AS1	
RPL26P30	
KRT7-AS	
KRT86	
DGKZ	
DGKZ	A_14_P118043
DGKZ	A_14_P136277
KRT87P	
TTC9B	
CCNP	
TBC1D3P6	
SRARP	
KRT81	
HSPB7	
AKT2	
KRT83	
CLCNKA	
CLCNKA	A_14_P103301
KRT89P	
KRT85	
KRT84	
KRT82	
KRT90P	
KRT75	
FAM131C	
KRT6B	
KRT6C	
OR2T8	
ZBTB2P1	
FHAD1-AS1	
EFHD2-AS1	
CCDC88A	
EFHD2	A_14_P125729
KRT6A	
CTRC	
OR6F1	
KRT5	
OR14A2	
OR14K1	
OR9H1P	
OR10K1	
OR2T12	
OR2T33	
ZBTB8A	A_14_P102947
ZBTB8A	
ZBTB8OS	
KRT71	
KRT74	
KRT72	
RN7SL432P	
NRAS	
RNY1P13	
SIKE1	
MIR641	
RNU6-945P	
C19orf47	
KRT73-AS1	
OR2T29	
KRT73	
DDX11L1	
CD3D	
WASH7P	
MIR6859-1	
MIR1302-2HG	
MIR1302-2	
FAM138A	
OR4G4P	
OR4G11P	
OR4F5	
KRT128P	
CD3G	
CICP27	
GRIP1	
RNU6-1100P	
	A_14_P116491
OR2G6	
BLVRB	
ACTN2	
CASP1	
PLD3	
PLD3	A_14_P115554
PLD3	A_14_P116491
CLPB	
OR13G1	
OR1C1	
OR2M3	
OR2T10	
OR6N1	
OR2T11	
CFAP20DC	
OR10Z1	A_14_P124018
SPTA1	
LINC01788	
CFAP92	
ZRANB2-AS1	
ZRANB2	
NXPE2	
NXPE1	
DCLK3	
CCR5	
SETMAR	A_14_P200634
SETMAR	
SETMAR	A_14_P123044
ARL2-SNX15	A_14_P113945
SNX15	
SNX15	A_14_P200303
MIR186	
ZRANB2-DT	
ZRANB2-DT	A_14_P103412
IQCJ-SCHIP1	
IQCJ-SCHIP1	A_14_P107279
IQCJ-SCHIP1	A_14_P202194
IQCJ-SCHIP1	A_14_P131659
CNOT3	A_14_P120931
TXNRD1	A_14_P132701
TXNRD1	A_14_P119962
TXNRD1	
SAC3D1	
NAALADL1	
DPPA4	
CERS2	
TCTA	
TCTA	A_14_P120150
PFN2	
DPP9-AS1	
	A_14_P134712
OVCH1	
MIR7-3	
DNAJB8	
KCNMB3	
LINC01842	
LINC00887	
	A_14_P100550
CDCA5	
LINC01529	
ANXA9	
DUBR	
MVK	
MVK	A_14_P115327
LINC00906	
PRUNE1	
ZFPL1	A_14_P112352
ZFPL1	
ZFPL1	A_14_P131132
P3H2-AS1	
	A_14_P128502
CLEC4OP	
PSG8-AS1	
ZNF45-AS1	
TMEM262	
RNU6-884P	
LINC01530	
BNIPL	
ZNF567-DT	
VPS51	
ZNF30-AS1	
CYP2B7P	
LINC02038	
LINC02037	
NCK1-DT	
LINC01063	
TIPARP-AS1	
WDR5B-DT	
C1orf56	A_14_P119371
C1orf56	A_14_P200031
C1orf56	
CDC42SE1	
ZNF470-DT	
HPN-AS1	
EEF1GP4	
PSMC1P7	
SPTSSB	
MIR4698	
LINC02067	
	A_14_P132437
	A_14_P105289
PPIAP45	
RPL23AP42	
MLLT11	A_14_P108384
MLLT11	A_14_P102041
LINC02416	
OTOL1	
MIR4494	
TIMELESS	
TM7SF2	
TM7SF2	A_14_P130247
IER5	A_14_P113088
RPUSD3	
SLC25A44	
FH	
KMO	A_14_P120282
KMO	
KMO	A_14_P110695
LINC02987	
RPS3AP53	
NR2C2	A_14_P108432
NR2C2	
NR2C2	A_14_P139909
OPN3	
ZNF812P	
STAT2	
LINC01785	
CHML	
LINC00663	
ATAD3A	
NUDT19-DT	
LIPE-AS1	A_14_P114998
LIPE-AS1	
ILF3-DT	
ZNHIT2	
NAPSB	
FAU	
NLGN1-AS1	
RN7SKP234	
ANAPC15P2	
NLGN1	
NLGN1	A_14_P122148
NLGN1	A_14_P200857
NLGN1	A_14_P133700
TMEM240	
SIGLEC17P	
SSU72	
SYVN1	
ZNF56P	
MIB2	
MIB2	A_14_P110651
COL6A4P1	
BSG-AS1	
ZNF793-AS1	
ZNF350-AS1	
GABRR3	
RANBP3-DT	
OR5BM1P	
NUP210	
ZNF8-DT	
TMEM147-AS1	
APOC1P1	
PCAT19	
FAP	
TNFRSF1A	
MRPL49	
MIR6751	
HIGD1AP10	
ZNF702P	
RNU2-23P	
PDCL2P2	
PGAM1P8	
CAPN1-AS1	
CAPN1	
CAPN1	A_14_P101302
HDAC11-AS1	
ZNF826P	
HDAC11	
ZNF818P	
ZNF667-AS1	
CUL3	
MIR7-3HG	
MIR7-3HG	A_14_P109962
BCL9	
ARNTL2	A_14_P136936
ARNTL2	A_14_P136109
ARNTL2	A_14_P202364
ARNTL2	
RPL6P3	
PXDN	
EXO1	
EXO1	A_14_P137216
FBLN2	A_14_P105204
FBLN2	
LINC00665	
CEACAM16-AS1	
RPL23AP20	
MYT1L-AS1	
BECN2	
CFL1P4	
MAP1LC3C	
LINC01535	
TUBB8P6	
SLC22A20P	
WDR64	
MYT1L	
MYT1L	A_14_P124679
LINC00662	
TRIM64B	
SERPINI2	
MIR3117	
DYNLT5	
TSSC4	A_14_P135809
TSSC4	
ARNTL2-AS1	
DNAI4	
IQCG	
TRPM5	
C19orf48	
ZNF664	
ZNF664	A_14_P201139
SGIP1	
RNU6-858P	
RPL35A	A_14_P105158
RPL35A	
ZNF528-AS1	
RFLNA	
NAPA-AS1	
POU2F2-AS1	
RNU6-621P	
A1BG-AS1	A_14_P109156
A1BG-AS1	
LMLN-AS1	
MIR6880	
FRG2FP	
TUBB8P8	
FAM157A	
NCOR2	
RNU6-860P	
CICP6	
SEPTIN14P3	
LMLN	
LMLN	A_14_P113977
ZNF790-AS1	
ZNF561-AS1	
ZNF561-AS1	A_14_P136350
ZNF426-DT	
PPP5D1P	
MTND1P35	
TRIM49D1	
GORASP1	
C3P1	
TRIM49D2	
TRIM51EP	
TRIM53AP	
TRIM49C	
DNMT1	
TRIM64EP	
UBTFL1	
TRIM64	
FXYD2	
SENP5	
SENP5	A_14_P135486
SENP5	A_14_P115220
FXYD6-FXYD2	
KCNH3	
FXYD6-AS1	
FXYD6	
MELTF	
CNIH3-AS1	
LINC02813	
MCRS1	
LBR	
DNAH14	A_14_P100301
DNAH14	A_14_P104058
DNAH14	
DLG1	
IL10RA	
PRPF40B	A_14_P108839
PRPF40B	
PRPF40B	A_14_P113102
CAVIN3	
SMPD1	A_14_P137968
SMPD1	
DCDC2B	
DYRK3	A_14_P109525
DYRK3	
NT5DC4	
TNFSF18	
MAP10	A_14_P119094
MAP10	A_14_P122894
PLPPR4	
PLPPR4	A_14_P116239
RNU7-104P	
SOS1	
APBB1	
FAM186B	
TRIM67	A_14_P108942
TRIM67	
DOCK6	
RNU6-834P	
POLR2KP1	
PARK7P1	
HIGD1AP9	
FMNL3	
FPGT	A_14_P107023
FPGT	
LEXM	
RPRD2	
RPRD2	A_14_P202263
NBPF19	
ARL6IP4	
ARL6IP4	A_14_P105600
DPP9	
TTN	
TMEM88B	
NSUN4	
INSL5	
ZNF124	
DNHD1	
DNHD1	A_14_P106373
DNHD1	A_14_P135306
OR6P1	
NBPF4	
FAM72C	
SLC2A7	
C1S	A_14_P107079
C1S	
OR6K2	
EFNA2	
LCE4A	
ADAMTSL5	
LMNA	
LMNA	A_14_P114205
TMEM9B-AS1	
NRIP3	
AKR1B1P3	
RN7SL188P	
C11orf58	
RN7SKP90	
OR7E14P	
KCNK4	
HOXC13-AS	
HOXC13	
HOXC12	
HOXC11	A_14_P107529
HOXC-AS3	
HOXC10	A_14_P113239
HOXC10	
HOXC6	
C11orf97	
PIWIL4	A_14_P102931
PIWIL4	A_14_P117024
PIWIL4	
MIR196A2	
HOXC-AS2	
HOXC9	A_14_P138945
HOXC-AS1	
HOXC8	A_14_P113771
MIR615	
HOTAIR	
ORAI1	A_14_P122810
MYO1H	A_14_P200354
MYO1H	A_14_P131320
MYO1H	
FUT4	A_14_P111395
LINC02700	
SPDYC	
NINJ2	
RNU7-103P	
TSSC2	
CACNA1C	A_14_P102314
TRPC2	
XNDC1N-ZNF705EP-ALG1L9P	
XNDC1CP	
INTS4	
LINC01772	
CROCCP3	
RNU1-1	
LINC01783	
RNU1-6P	
PDE4DIPP8	
MST1P2	
RNU1-3	
ACTRT2	
RPL23AP14	
MIR4251	A_14_P119663
CBX3P4	
LDLRAD2	
FKBP4	
FKBP4	A_14_P109319
HSPG2	
MIR4797	
DLG1-AS1	
PLSCR2	
ITFG2	
CELA3B	
RNU7-10P	
PDCL3P3	
BALR6	
TBC1D5	
RN7SL386P	
RNU6-1022P	
CELA3A	
NRIP2	
RN7SL186P	
RNU6-776P	
LINC01635	
TEX52	
LINC00339	
LINC00339	A_14_P124604
FOXM1	
CDC42-AS1	
CDC42-IT1	
MPHOSPH6P1	
WNT4	
MIR4418	
RHEX	
MTRF1LP1	
ZW10	
AVPR1B	
AVPR1B-DT	
RPL22P4	
FAM72A	
RHNO1	
SRGAP2	
RPS29P19	
CLDN25	
ATF4P4	
TULP3	
LRRC37A13P	
	A_14_P131623
RNU6-1107P	
KRT8P7	
NECTIN1	
RNU6-1123P	
NECTIN1-AS1	
NECTIN1-DT	
FLI1	A_14_P101240
FLI1	A_14_P117449
FLI1	A_14_P113333
FLI1	A_14_P118811
FLI1	
RNU6-670P	
VHL	
EXOG	A_14_P125083
EXOG	
RNU6-1315P	
TEAD4	
USP28	
IKBKE	A_14_P131795
IKBKE	
MYO7B	
TSPAN9	A_14_P108074
TSPAN9	
CAP1P1	
RNU6-386P	
VDAC1P7	
RNU6-217P	
ROBO2	
TSPAN9-IT1	
LINC02827	
LINC02417	
PRMT8	A_14_P107958
RGPD2	
RNU6-174P	
CAPS2	
MIR6769B	
C1orf147	
RASSF5	
RASSF5	A_14_P111221
OR8G2P	
OR5AK3P	
OR5AK2	
MOB2	
EVX2	
MORN2	
RPL7AP20	
EIF2D	
ST13P11	
CWC15	
ADGRF3	
KDM4D	A_14_P110262
KDM4E	
SRSF8BP	
SRSF8	A_14_P122680
SRSF8	
ENDOD1	
EIF1AXP1	
ESPNP	
BUD13P1	
SESN3	
CROCC	
UGT1A10	A_14_P126070
UGT1A10	
RNU6-882P	
GATA2	
COQ10B	
KDM4F	
BGLT3	
TRAF6	
VIT	A_14_P128963
VIT	A_14_P111808
VIT	
RAG1	A_14_P139830
RAG1	A_14_P104213
RAG1	A_14_P122206
SMCO2	
RAG2	
IL17RC	
GSG1	
SLC22A10	
CROCCP4	
RNU1-4	
MST1L	
CHST1	
LINC02716	
SLC35C1	
SLC35C1	A_14_P111426
SLC35C1	A_14_P110747
CCDC141	
C11orf80	A_14_P123242
C11orf80	A_14_P106615
C11orf80	A_14_P111243
C11orf80	
VASH2	
VASH2	A_14_P106718
ASB18	
ASIC4	A_14_P123886
ASIC4	A_14_P107114
ASIC4	
UNG	
CYB5RL	
SULT6B1	
DNMT3A	
ATXN7L2	
RCE1	A_14_P134834
RCE1	
CENPL	
OR8S1	
OGFOD2	
OGFOD2	A_14_P117933
ZNF496	
PC	
RABGAP1L	
RABGAP1L	A_14_P125466
RABGAP1L	A_14_P115147
RABGAP1L	A_14_P201699
RABGAP1L	A_14_P125407
MLPH	
MLPH	A_14_P134635
MLPH	A_14_P101567
OR5BS1P	
OASL	
POLE	
LRFN4	
LRFN4	A_14_P138952
RNU7-23P	
AMPD1	
MIR3163	
C11orf86	
SLC6A1-AS1	
UBE2U	A_14_P135456
UBE2U	
COL6A5	A_14_P108064
COL6A5	A_14_P201688
COL6A5	A_14_P201019
RNU6-1140P	
PRLH	
GPR161	
RAB17	
CD101	
RAB17-DT	
LCE1C	
MAPRE3	
H3-7	
NPL	
DAG1	A_14_P138724
DAG1	
TRIM51CP	
SERBP1P3	
RFT1	
TRIM53CP	
TRIM49B	
MAPRE3-AS1	
TRIM64C	
RCC1	A_14_P120765
RCC1	
TMEM214	
UBTFL7	
POLA2	A_14_P114156
POLA2	A_14_P125349
POLA2	
ARID2	
PRKCD	
PRKCD	A_14_P138877
PRKCD	A_14_P104518
	A_14_P125349
	A_14_P124560
CDC42EP2	A_14_P124560
DPF2	A_14_P130308
DPF2	A_14_P111831
DPF2	
AGBL5	
AGBL5	A_14_P121880
AGBL5	A_14_P106037
RN7SL246P	
KNOP1P2	
DDN-AS1	
LMBR1L	
AGBL5-AS1	
AGBL5-IT1	
OST4	
	A_14_P121942
SLC25A45	
C1orf109	
EMILIN1	A_14_P119667
HTR1D	
HMGN3P1	
CRNN	
KHK	A_14_P100983
KHK	
LCE5A	A_14_P200033
CRCT1	
LCE3E	
LCE3D	
TEKT2	A_14_P200017
TEKT2	A_14_P116271
FRMD8	
ADPRS	
COL8A2	
CGREF1	
TRAPPC3	
CCR8	A_14_P121246
HNRNPA1P21	
EEF1A1P24	
SLC25A38	
	A_14_P127310
MAP7D1	A_14_P130827
MAP7D1	
ABHD1	A_14_P200056
ABHD1	A_14_P110346
ABHD1	A_14_P118012
PKP2	
	A_14_P126562
RELA	
PRSS45P	
TTC21A	
TTC21A	A_14_P114449
TTC21A	A_14_P133376
PREB	
PRR30	
TCF23	
RN7SL131P	
UBE2V2P4	
ZNF362	A_14_P106735
ZNF362	
SLC5A6	
OS9	A_14_P137588
OS9	A_14_P112435
OS9	
OS9	A_14_P129207
A3GALT2	
	A_14_P110086
MIR6822	
CSRNP1	
MIR3605	
RN7SKP16	
PHC2-AS1	
SLC35E2A	
RN7SL44P	
S100A6	
XIRP1	
S100A4	
DSTNP4	
CX3CR1	
GALNT15	A_14_P112587
GALNT15	
S100A3	
S100A2	
S100A16	
S100A14	
CAD	A_14_P113919
CAD	
DPH3	
S100A13	
OXNAD1	
S100A1	
CHTOP	A_14_P134907
CHTOP	A_14_P123600
RPL23AP41	
SLC25A36	A_14_P100181
SLC25A36	
SLC25A36	A_14_P111814
SNAPIN	A_14_P123709
SNAPIN	A_14_P123851
SH3D21	
SH3D21	A_14_P122350
SLC30A3	
ALG1L8P	
STK40	
FAM86C2P	
RPL32P3	
DNAJC5G	
ENPP7P7	
LINC02754	
RNU6-46P	
RPS3AP40	
OR7E1P	
TRIM54	A_14_P116140
TRIM54	
ALDH3B1	
ALDH3B1	A_14_P105899
IFT122	A_14_P135646
IFT122	A_14_P112088
IFT122	
UCN	
LSM10	
MPV17	
RNU4-27P	
OSCP1	
NDUFS8	
NDUFS8	A_14_P100794
RPL7P6	
BORCS8P1	
RN7SL459P	
RN7SL67P	
PDCD5P1	
RNU6-254P	
EEF1A1P4	
SNORA63C	
MRPS15	
LINC02963	
EVA1B	
MIR7113	
MIR4691	
PHC2	
MIR6753	
	A_14_P129094
RMST	
CHKA	
SCN1A-AS1	
SCN1A-AS1	A_14_P110002
CHKA-DT	
SCN9A	
C11orf24	
LRP5	A_14_P104736
LRP5	
ASCL5	
LINC02816	
KIAA1614	
ZNF84-DT	
LINC00944	
KIAA1614-AS1	
STX6	
RNU4-56P	
RN7SL411P	
EIF1B	
EIF1B	A_14_P131122
OVCH1-AS1	
OVCH1-AS1	A_14_P116602
PAFAH1B2P2	
PGAM1P3	
ENTPD3	
ENTPD3	A_14_P125809
ENTPD3	A_14_P109446
NDUFA3P2	
LINC01732	
LINC02471	
APLP2	A_14_P103531
APLP2	A_14_P106265
APLP2	
MR1	A_14_P109497
MR1	A_14_P120754
MR1	
LINC02470	
TMED5	
ATRAID	
ATRAID	A_14_P123347
BTG1-DT	A_14_P126357
BTG1-DT	
POC1B-AS1	A_14_P105191
POC1B-AS1	
RPL14	
RPL14	A_14_P127133
CCDC18-AS1	
LINC02822	
DDX11-AS1	
TMEM237	
HNF1A-AS1	
PRANCR	
ZNF619	A_14_P101220
ZNF619	A_14_P201142
ZNF619	
LINC00939	
TBX5-AS1	A_14_P117263
TBX5-AS1	
LINC02371	
ZNF620	
LINC00938	
ARL6IP6	
ARL6IP6	A_14_P111261
LINC02453	
CCDC18	A_14_P111179
CCDC18	
RNU5B-2P	
ZNF621	
IGKV1OR2-9	
IGKV2OR2-10	
IGKV2OR2-7D	
IGKV3OR2-5	
IGKV1OR2-6	
IGKV2OR2-7	
IGKV2OR2-8	
IGKV1OR2-11	
LINC02969	
RPL5P10	
EEF1GP3	
TMEM263-DT	
HMGN2P24	
MAPKAPK5-AS1	
ZBTB44	
MRPS31P1	
UBTFL6	
COX5B	
COX5B	A_14_P201068
COX5B	A_14_P105717
MYG1-AS1	
CTNNB1	A_14_P106050
CTNNB1	A_14_P131897
CTNNB1	
ACTR1B	
LINC02384	
SBNO1-AS1	
TMEM269	
PARP11-AS1	A_14_P124383
PARP11-AS1	
SVBP	
C2orf92	
NDUFAF2P2	
GORAB	
GORAB	A_14_P106032
CD27-AS1	
DDX18P5	
RN7SL778P	
ADAMTS8	
MIR3115	A_14_P124318
MRE11	
RNU6-514P	
RNU6-135P	
LINC02446	
LHX5-AS1	A_14_P202383
LHX5-AS1	
KDM1A	A_14_P136995
KDM1A	
TNS2-AS1	
RNU4-8P	
ANKRD36B	
LCE1B	A_14_P134645
LCE1A	A_14_P127411
LCE6A	
CLECL1	
SMCP	
GPAT2P1	
IVL	A_14_P120925
LINC01234	
LINC01527	
SPRR4	
LINC00342	
SPRR3	
SPRR3	A_14_P116391
SPRR1B	
LINC00173	
SPRR2D	
CNPY2-AS1	A_14_P100265
CNPY2-AS1	A_14_P113418
ZEB2	
LINC02422	
SPRR2A	
PLEKHA8P1	
SPRR2B	
SPRR2E	
MIR548L	
SPRR2F	
ANKRD49	A_14_P129895
ANKRD49	
TMEM198B	A_14_P136893
TMEM198B	
SPRR2C	
SPRR2G	
CADM3	A_14_P129627
CADM3	A_14_P132596
CADM3	
PXN-AS1	
PXN-AS1	A_14_P123740
RNA5SP60	
CADM3-AS1	
LINC01405	
ACKR1	A_14_P132596
USP30-AS1	
LINC02381	
FAM66C	
OR10J4	
TRIM51G	
GPR137	
GPR137	A_14_P110437
OR10J1	A_14_P130266
LINC02819	
FCER1A	
NRAV	
RPAP3-DT	
PCED1B-AS1	
MYOM3	
ALKBH8	
DDX23	
TCIRG1	
ANKRD36C	
MYOM3-AS1	
IL22RA1	
IFNLR1	
PLEKHA5	
PLEKHA5	A_14_P111709
PLEKHA5	A_14_P102796
PLEKHA5	A_14_P128959
PLEKHA5	A_14_P112667
ACMSD	A_14_P104677
ACMSD	
LINC02800	
GRHL3-AS1	
MIR5590	
ELF3	
CCNT2	A_14_P113306
CCNT2	
TALAM1	
KCNJ5-AS1	
PRDM11	
PRDM11	A_14_P106219
ZNF705EP	
CCDC90B	
MAP3K19	
NPEPPS	
NPEPPS	A_14_P108446
NPEPPS	A_14_P105033
CRIP1P3	
PTPRVP	
LGR6	
LGR6	A_14_P125698
MIR200CHG	A_14_P120839
EMG1	A_14_P103746
EMG1	A_14_P129069
EMG1	A_14_P200335
EMG1	
CYCSP28	
PTPN7	
PLEKHA7	
SNORA49	
RAB3GAP1	
RAB3GAP1	A_14_P130570
ULK4	
PTPRJ	A_14_P125829
PTPRJ	
SIPA1L2	
SNORA40B	
PCARE	
ZNF285CP	
FBLN7	
RN7SKP58	
ATP6V0E1P2	
RPL36P20	
GEMIN2P2	
TRAK1	
TRAK1	A_14_P115941
ZC3H8	
SRSF4	
MIR3161	
	A_14_P123593
OR4B1	
ZC3H6	
OR4B2P	
OR4X2	
OR4X1	
RABEP1	
NDUFB4P6	
EP400	A_14_P127904
EP400	A_14_P112055
EP400	A_14_P107078
EP400	
EP400	A_14_P110430
FERMT3	A_14_P119768
FERMT3	
FERMT3	A_14_P100010
FERMT3	A_14_P135948
SCN7A	
MROH9	
FMO3	
MIR1295A	
MIR1295B	
FMO6P	
PARD3B	A_14_P128832
PARD3B	A_14_P126125
PARD3B	
FMO2	
RPAIN	
RPAIN	A_14_P126223
PEAR1	
DNM1L	
DNM1L	A_14_P103629
STIM1	
ARHGEF11	
C1QBP	
TPMTP2	
RNU4-78P	
CCK	
DHX33	
SALL4P6	
EIF4BP4	
LYZL4	
MTHFD2P1	
HNRNPKP4	
MIR8060	
RNU6-1094P	
RPL18AP8	
RCC2P5	A_14_P134379
CDV3P1	
TOMT	
EPHA6	A_14_P136180
EPHA6	A_14_P101180
EPHA6	A_14_P131911
EPHA6	A_14_P136397
EPHA6	
OR52E8	
TRIM22	
TRIM22	A_14_P116225
DHX33-DT	
DERL2	
CRYBG3	A_14_P118560
CRYBG3	
MIS12	
RSF1-IT1	
AAMDC	A_14_P119083
AAMDC	
NUP88	
RIOX2	
IGF2	
OR5AC1	
OR5AC2	
SMU1P1	
OR5H2	
OR5K4	
KRT8P45	
OR5K3	
UBFD1P1	
ETV3L	
SLC6A1	
SLC6A1	A_14_P137618
ATP5POP1	
ETV3	
CYCSP52	
LINC01641	
LINC01641	A_14_P106483
CD81	A_14_P108804
CD81	
NUCKS1P1	
AOX1	A_14_P130789
AOX1	A_14_P103343
AOX1	A_14_P121068
AOX1	
BTF3P9	
RNA5SP42	
C1orf94	
CSMD2	
DHX40	
RIC3	
PTRH2	
AOX3P	
CLTC	A_14_P122089
CLTC	A_14_P116029
CLTC	
CLTC	A_14_P120062
AOX3P-AOX2P	
EVI5	
AOX2P	
