hgnc_symbol	agilent_cgh_44b
MYL4	
MSH2-OT1	
VN1R18P	
FBXO11	
NPIPB13	
KHDRBS1	
MCM2	
MCM2	A_14_P136042
BCLAF1P2	
ITGB3	A_14_P131651
ITGB3	A_14_P115980
ITGB3	A_14_P107577
PALB2	
ATP13A1	
TMEM39B	A_14_P133114
TMEM39B	
TUBA1C	
NOS1	
	A_14_P131651
	A_14_P125051
RNU7-186P	
EFCAB13	A_14_P125051
EFCAB13	A_14_P111772
EFCAB13	A_14_P100239
EFCAB13	A_14_P137317
EFCAB13	A_14_P107648
EFCAB13	
CYLD-AS1	
MIR193BHG	
PODXL2	
LRRC51	
MIR193B	
MIR365A	
LINC02130	
ZNF101	
ZNF101	A_14_P127343
ABTB1	
ABTB1	A_14_P127764
MIR5585	
RNU4-48P	
KPNA6	
EIF2AK3	
ZNF14	
LPAR2	
RTN2	
UBC	
ZP1	
KBTBD12	
SEBOX	
RSKR	
RNA5SP139	
RNU2-37P	
RUVBL1-AS1	
MGLL	
KDM2B	
ITM2BP1	
CCDC28B	
CCDC28B	A_14_P112580
LGALS9	
HCLS1	
LINC01160	
DDX20	
DDX20	A_14_P104103
PPM1N	A_14_P110315
CERKL	
VASP	
VASP	A_14_P129018
RN7SL172P	
RNU4-62P	
IQCB1	
GTF2H1	A_14_P105313
OPA3	
GPR4	
MIR330	
ZNF582	
RPL5	
RPL5	A_14_P135164
ZNF846	
EAF2	A_14_P119916
EAF2	
RN7SKP176	
GIT2	
SDR42E1	
NEUROD1	
HSD17B2	A_14_P126762
HSD17B2	A_14_P112039
HSD17B2	A_14_P121680
SLC15A2	
GMPPA	
GMPPA	A_14_P138737
CFD	
MTCYBP28	
DIPK1A	
MPHOSPH6	
NOS2P1	
JAK3	
SNORD21	
SNORA66	
RNU6-970P	
RN7SL692P	
RNU6-210P	
RN7SKP123	
MPHOSPH6-DT	
RN7SKP190	
ACTR3BP3	
MTF2	
MTF2	A_14_P114153
PABPC1P13	
CPDP1	
ABCD1P3	
LGALS9DP	
FAM153DP	
	A_14_P124424
LYRM9	
ABHD17AP7	
GP5	
HERC2P5	
TRIM60P16	
MYLK	
NOS2	
CICP28	
ZNF734P	
SEPTIN7P5	
PHKG1P2	
RPL18A	
RPL18A	A_14_P107329
SLC29A4P2	
IGHV2OR16-5	
TNRC18P2	
BCAP31P2	
MIR4283-2	
SLC6A10P	
CICP24	
GABPAP	
NMD3P1	
SLC25A1P3	
VN1R34P	
ARAFP1	
IGHV3OR16-15	
IGHV3OR16-6	
VN1R35P	
VN1R36P	
SP3	
CDK13	A_14_P138420
CDK13	A_14_P132583
CDK13	A_14_P128114
CDK13	
IGHV1OR16-2	
SNORA68	
IGHV3OR16-10	
SLC5A5	
IGHV1OR16-4	
IGHV3OR16-8	
HERC2P8	
SH2D5	
NLRP12	
HDLBP	
RNU7-200P	
MIR1256	
RPS15AP6	
HSPE1P27	
ECE1	
PLCG2	
PLCG2	A_14_P104760
PLCG2	A_14_P126195
BFSP2-AS1	
CDV3	
CDV3	A_14_P100527
CDV3	A_14_P122331
ZNF44	
KMT2E	
KCTD13	
	A_14_P112868
SUZ12	A_14_P109382
SUZ12	
TOPBP1	
ANO2	
MIR4491	
SLX4	
POU2AF1	
RNA5SP437	
SH3GL1P1	A_14_P136729
SH3GL1P1	
RNU2-60P	
RN7SKP142	
LINC01571	
WDR45BP1	
ECE1-AS1	
HNRNPA1L3	
ARGFXP2	
BCAR4	
SUSD4	
MIR34BHG	
MIR34B	
MIR34C	
SPINK8	
RSL1D1	
LAYN	
LAYN	A_14_P123560
SHOX2	
ABCB9	
ATP13A5	
SIK2	
ROBO1	
RN7SKP273	
BTG4	
RNU4-57P	
CCDC185	A_14_P133449
VOPP1-DT	
RNU1-74P	
CDC42P2	
TUBBP6	A_14_P120505
LRRIQ3	
FKBP9P1	
HOATZ	
HOATZ	A_14_P200321
GSPT1	
RNU6-389P	
SUMO2P3	
CICP11	
PSPHP1	A_14_P201759
PSPHP1	A_14_P104017
RNU6-1126P	
SEPTIN14	
TMEM86A	
TMEM86A	A_14_P104797
TMEM86A	A_14_P128768
TNNI3K	A_14_P116570
TNNI3K	A_14_P115652
TNNI3K	
CICP12	
IGSF22	
PAXIP1-DT	
ZNF890P	
POT1-AS1	
IGSF22-AS1	
PTPN5	
IKZF2	
LRRC37B	
COX6CP1	
TNFRSF17	A_14_P110158
TNFRSF17	
LRRC53	
UBL5P4	
ERICH3	
RPS23P6	
LINC02587	
DNAH3	
GP6-AS1	A_14_P128047
GP6-AS1	
P2RX4	
P2RX4	A_14_P109562
C3orf49	
ERICH3-AS1	
OR5H15	
KCNMB2	
KCNMB2	A_14_P107249
CRYZ	
SNX10-AS1	
LINC03007	
MRGPRX8P	
SRGAP3	
MRGPRX7P	
MRGPRX6P	
MRGPRX5P	
MRGPRX11P	
MRGPRX10P	
MRGPRX9P	
MRGPRX2	
PMS2P3	
MRGPRX1	
LINC02730	
JAM3	
RAP1GAP2	
RAP1GAP2	A_14_P103525
SND1-DT	
ZNF815P	
PTH2R	A_14_P130626
PTH2R	
MMP15	A_14_P135168
MMP15	
LINC03011	
LINC02848	
TYW3	A_14_P110762
TYW3	
UGT1A3	A_14_P126070
TRIB2	A_14_P109958
TRIB2	
KLRC2	
LINC03016	
KIFC3	
CDK6-AS1	
UGT1A8	A_14_P126070
ZNF767P	
FPGT-TNNI3K	A_14_P116570
FPGT-TNNI3K	A_14_P115652
FPGT-TNNI3K	
MCCC1	
PTP4A2P2	
VPS26B	A_14_P124634
VPS26B	
UGT1A5	A_14_P126070
CSAD	
DPY19L2P4	
ITGB8-AS1	
SEPTIN7-DT	
MICALL2-DT	
ABHD11-AS1	A_14_P128869
OR6B2	
ASTL	
	A_14_P123202
THYN1	
UGT1A7	A_14_P126070
UGT1A7	A_14_P139647
FAM185BP	
CASTOR3	
MAST3	
OR1G1	
TRPV1	
RAB6D	
BRWD1P1	
RNA5SP41	
RNA5S4	
RNA5S5	
RNA5S6	
RNA5S7	
RNA5S8	
RNA5S9	
RNA5S10	
RNA5S11	
RNA5S12	
RNA5S13	
RNA5S14	
RNA5S15	
DUSP5P1	A_14_P115799
POU6F2-AS1	
CCT6P1	
ACAD8	
ACAD8	A_14_P127434
OBSCN	
OBSCN	A_14_P128270
OBSCN	A_14_P104315
KMT2CP4	
IGKV2D-40	
IGKV1D-39	
IGKV2D-38	
IGKV1D-37	
IGKV2D-36	
IGKV1D-35	
IGKV3D-34	
IGKV1D-33	
IGKV1D-32	
IGKV3D-31	
LMO3	
IGKV2D-30	
IGKV2D-29	
IGKV2D-28	
IGKV1D-27	
IGKV2D-26	
IGKV3D-25	
IGKV2D-24	
TRG-AS1	
IGKV2D-23	
IGKV1D-22	
IGKV6D-21	
IGKV3D-20	
IGKV2D-19	
IGKV2D-18	
IGKV6D-41	
IGKV1D-17	
IGKV1D-16	
IGKV3D-15	
NAA50	
IGKV2D-14	
IGKV1D-13	
IGKV1D-12	
ATM	
ATM	A_14_P119595
ATM	A_14_P131864
ATM	A_14_P134778
ATM	A_14_P117132
ATM	A_14_P111139
ATM	A_14_P135343
SEC61G-DT	
IGKV3D-11	
IGKV2D-10	
IGKV1D-42	
IGKV1D-43	
GTF2IRD1P1	
CNTNAP5	
CNTNAP5	A_14_P114918
DPY19L2P1	
IGFL1P2	
CPNE9	
CPNE9	A_14_P138153
HIF3A	A_14_P116195
HIF3A	
USB1	
USB1	A_14_P136745
RABGEF1P1	
SNHG26	
TMBIM4	
NBEAL1	
PRR15-DT	
NPIPB11	
NKTR	
NKTR	A_14_P134598
SULT1A1	
CTNS	
CTNS	A_14_P133173
ACD	
RNU6-924P	
PPP5C	A_14_P136374
PPP5C	
LINC02981	
METTL8	
MUCL1	
MUCL1	A_14_P200640
MUCL1	A_14_P115226
SHPK	
GLB1L3	
CTNS-AS1	
TAX1BP3	
LARP4	
P2RX5-TAX1BP3	
LINC01445	
SELENOT	
	A_14_P113019
EMC6	A_14_P130947
WDR86-AS1	
P2RX5	
PPP1R1C	
LINC02178	
KMT2E-AS1	
NOD2	
SEPTIN7P2	
OR52E5	
ASPRV1	
SULT1C3	
CCDC8	
FAM90A27P	
IL37	
FAM90A28P	
ZNF781	
RASA2	
RASA2	A_14_P115771
RASA2	A_14_P109069
PHKB	
PHKB	A_14_P131097
PHKB	A_14_P137715
PHKB	A_14_P135394
ZSCAN4	A_14_P137860
FEM1A	A_14_P100409
TICAM1	
	A_14_P106685
PLIN3	
MAP3K2	
PLD1	
SHANK2	
ARRDC5	
GARS1-DT	
UHRF1	A_14_P108557
UHRF1	
RABL2A	
RP9P	
ITGAE	
MKLN1-AS	
AZGP1P1	
FAM131B-AS2	
TAFA1	
ELN-AS1	
UQCR11	
EGFR-AS1	
PRKAG2-AS1	
VEZT	A_14_P114840
VEZT	
VEZT	A_14_P106128
SELENOK	
TCF3	
HASPIN	A_14_P102524
SCAP	
SOCS3	
RN7SL236P	
PGS1	
PGS1	A_14_P132969
PGS1	A_14_P135439
PGS1	A_14_P103624
IZUMO1R	
NCOA1	A_14_P133015
NCOA1	A_14_P131560
NCOA1	A_14_P128411
NCOA1	
NCAPD3	
RPS3AP2	
PTX4	
TELO2	
RNVU1-30	
FAM91A2P	
PDE4DIPP7	
RNU1-68P	
PRKAR1B-AS1	
H3C13	
SNHG15	
H2BC19P	A_14_P100406
H2BC20P	
H2AC20	A_14_P101364
H2AC21	
BOLA1	A_14_P101364
BOLA1	A_14_P130835
BOLA1	
SV2A	
TMEM235	
SHISA5	
NEK4P2	
RNASEH1P2	
SLC12A9-AS1	
CCDC144A	
NSUN5P1	
CLCN7	
SF3B4	
FCGR1A	A_14_P119044
FCGR1A	A_14_P110375
AIMP1P2	
MAP2	
MAP2	A_14_P110374
MAP2	A_14_P133615
RPL34P6	
GPR25	
MROH3P	
SBDSP1	
RNU6-704P	
CCDC174	A_14_P111591
CCDC174	A_14_P115960
KIF21B	
PPP1R9A-AS1	
PSMG3-AS1	
TP53TG1	
RNU6-405P	
RN7SL620P	
UPF3AP1	
USP32P1	
MUC20	A_14_P135016
MIR4747	
RNU6-1223P	
FUT3	
PMS2P1	
SRP68P1	
PHF7	A_14_P100132
PHF7	
FAM106C	
NOS2P4	
RN7SL150P	
KRT16P6	
SUNO1	
WDR88	A_14_P120950
KRT16P2	
KRT17P1	
KRT17P4	
LRP3	
CES4A	
MDM2	A_14_P135914
MDM2	A_14_P118388
MDM2	A_14_P133404
MDM2	
MDM2	A_14_P132739
COTL1P1	
SLC7A10	
LINC01974	
GOSR2-DT	
RNU6ATAC3P	
GOSR2	
WDR6	A_14_P200091
WDR6	
WDR6	A_14_P115373
	A_14_P115495
	A_14_P129150
CEBPA	
C2orf81	
CEBPA-DT	A_14_P130267
AP2A2	A_14_P126629
AP2A2	A_14_P124341
RPS3AP50	
LINC01004	
AKR1B1P7	
FAM126B	
CEBPG	
CEBPG	A_14_P129724
LINC-PINT	
RPL21P131	
OAZ1	A_14_P105760
FAHD1	A_14_P118227
FAHD1	
TMEM9	
NUDT16L1	A_14_P100306
NUDT16L1	
LITAFD	
PRSS41	
TP53TG3B	
STAG3L4	A_14_P108592
STAG3L4	
TKT	
TP53TG3C	
PEAK3	
PROC	
LINGO3	
TP53TG3D	
PRODH2	
MAGI2-AS3	
TP53TG3E	
DHCR7	
NPIPB5	
PET100	
IGFN1	
STXBP2	
STXBP2	A_14_P119174
MIR4783	
IWS1	
ABHD14A	A_14_P137020
ABHD14A	
PRSS53	
CACNA1S	
PMS2P4	
CHST13	
PABPN1L	
CIP2A	
LIMS2	
TP53TG3	
NPIPA8	
CPHXL2	
DOK4	
MIR5089	
RPRML	
LRRC37A17P	A_14_P123346
LRRC37A17P	
PEPD	
RN7SL270P	
CRBN	
CDC27	
PDGFA-DT	
NFE4	
APTR	
PTPRN2-AS1	
FOXRED1	A_14_P115788
FOXRED1	
MUC12-AS1	
COBL	
NEDD8P1	
SAMD13	
LINC02005	
NPIPB2	
LINC02047	
AKR1B1P2	
CNTN3	
TSPAN4	
TP53TG3F	
UOX	
NPIPB7	
RNA5SP75	
NQO1	
TMEM81	
NIPA2P2	
MTR	A_14_P132244
MTR	
RN7SL294P	
MIR4444-2	
HNRNPA3P6	
MYLKP1	
KRTAP4-3	
KRTAP4-2	
KRTAP4-1	
LEKR1	
KRTAP4-17P	
KRTAP9-1	
KRTAP9-8	
PPM1E	A_14_P200488
OR6C1	
ACSM4	
ADPRH	
ADPRH	A_14_P130909
RAD51C	
RAD51C	A_14_P128689
RAD51C	A_14_P121574
NQO1-DT	
ACACB	A_14_P116813
ACACB	A_14_P124212
ACACB	
ACACB	A_14_P113550
ACACB	A_14_P114701
NOB1	
RNU6-1304P	
RPL7L1P2	
SRP9	
SRP9	A_14_P101132
CICP17	
CYP3A7-CYP3A51P	
DNAH12	
LEFTY3P	
TMEM63A	
OR2AE1	
DUS4L-BCAP29	A_14_P114973
DUS4L-BCAP29	
NFAT5	A_14_P130133
NFAT5	A_14_P118110
NFAT5	A_14_P124208
NFAT5	A_14_P128140
NFAT5	
RNU6-288P	
ITIH3	
ITIH3	A_14_P110632
STRADA	
FAM187B	
FAM187B2P	
	A_14_P111815
GPR17	A_14_P109423
GPR17	
LEFTY1	
USF2	
TAF10	
MIR6741	
LEFTY2	
ALMS1	A_14_P107301
ALMS1	A_14_P121482
ALMS1	A_14_P134640
ALMS1	
ALMS1	A_14_P137734
NDUFA3P3	
EPHX1	A_14_P138423
EPHX1	
TMEM216	A_14_P107169
SLC26A4-AS1	
CBLL1-AS1	
NECAP1P1	
GPR141	A_14_P137448
GPR141	A_14_P201065
GPR141	
DENND2B	
EPDR1	A_14_P123897
EPDR1	
GPR141BP	
HDAC4	
TARDBP	
TARDBP	A_14_P114908
TARDBP	A_14_P109351
NME8	
POLR2H	
HAMP	
HAMP	A_14_P124894
MIR6133	
MAG	
POU6F1	
COX5BP3	
RPS3AP27	
EXOC4	A_14_P124224
EXOC4	A_14_P100036
EXOC4	A_14_P111352
EXOC4	A_14_P202004
EXOC4	A_14_P135925
EXOC4	A_14_P136635
EXOC4	
EXOC4	A_14_P100677
CNOT10	A_14_P101583
CNOT10	
EIF2S3B	
BLOC1S1	
CA5A	
CLEC1B	
SPEGNB	
SNRPEP5	
ID2	
ID2	A_14_P127399
H4-16	
LINC02182	
C12orf42	
BANP	
BANP	A_14_P121000
MBOAT2	
LSR	A_14_P111815
LSR	A_14_P100539
LSR	
LSR	A_14_P104012
SRM	
HMGB1P25	
KCNE4	A_14_P201756
KCNE4	
PIWIL1	A_14_P115275
MST1	
KIDINS220	
EXOSC10	
UTS2B	
RNA5SP428	
	A_14_P137318
LINC00920	
MTOR-AS1	
STX2	
BEAN1	
SLC25A26	A_14_P100141
RNU6-537P	
SYF2	
USP7	
CEACAM5	A_14_P137202
CEACAM5	
RSRP1	
	A_14_P109252
RNU6-1077P	
RAN	A_14_P128218
RAN	A_14_P125799
RAN	A_14_P100439
RAN	
CEACAM6	
CEACAM3	
RHD	
HNRNPA1P52	
SNORA6	
LYPD4	
SNORA62	A_14_P101602
NFU1P1	
MOBP	
MOBP	A_14_P108610
DMRTC2	
DMRTC2	A_14_P122853
DMRTC2	A_14_P114301
RPS19	A_14_P106596
RPS19	
SBF2	
MED12L	A_14_P114924
MED12L	A_14_P119303
MED12L	A_14_P102636
MED12L	
MED12L	A_14_P125978
RIMBP2	
MIR6797	
ERFL	
RABAC1	
YIPF4	
YIPF4	A_14_P201514
BIRC6-AS1	
MIR558	
BIRC6-AS2	
TTC27	
TTC27	A_14_P112330
TTC27	A_14_P100276
TTC27	A_14_P118618
ATP1A3	
MIR4765	
LINC00486	
BOLA2	
BOLA2-SMG1P6	
CCDC47	
RXYLT1	A_14_P201188
RXYLT1	
SETD2	
NUTF2	
NUTF2	A_14_P113648
RXYLT1-AS1	
PABPC1P4	
KDM2B-DT	
RSL1D1-DT	
MORN3	
DDX42	A_14_P128394
DDX42	
TMEM120B	
TMEM120B	A_14_P105900
SMG1P5	
AFG3L1P	
AFG3L1P	A_14_P131796
RHOF	
ASCL3	
OR51F1	
VPS11	A_14_P139869
LINC01089	
FTSJ3	
CD2BP2-DT	A_14_P128986
CD2BP2-DT	
CD79A	
HTR3C	A_14_P134187
TMEM231P1	
HTR3C2P	
	A_14_P132573
HTR3E-AS1	
HTR3E	
BCL2L12	A_14_P110812
BCL2L12	
BCL2L12	A_14_P111480
AGAP2	
RNA5SP350	
LINC02550	
RPS17P15	
C11orf53	
COLCA1	
PSMC5	A_14_P106486
PSMC5	
PSMC5	A_14_P125043
COLCA2	
RPS2P39	
ABCC6P1	
MIR26A2	
DDX10	
DDX10	A_14_P103603
BICDL1	A_14_P136007
BICDL1	
HSP90AA5P	
EIF2B5-DT	
ABCF3	
SMG1P1	
RAB35	
SCARNA5	A_14_P119445
LINC01595	
DNASE2	
RNF26	A_14_P126320
C1QTNF5	
GCN1	
MFRP	
MIR7974	
RN7SL833P	
ELOF1	
TCAM1P	
RRN3P1	
CSH2	
USP2	
LINC02185	
ARHGEF1	
ARHGEF1	A_14_P100937
ARHGEF1	A_14_P139176
ARHGEF1	A_14_P113980
DGKD	A_14_P128143
DGKD	A_14_P123874
FOXC2-AS1	
LINC01569	
LINC01572	
GH2	
SETD5	
SETD5	A_14_P104499
LINC02192	
SMG1P3	
MIR4498	
THY1	
RPLP0	
ZNF385C	
ATP2A1-AS1	
CRNDE	
SMARCD2	
THY1-AS1	
DUXAP5	
CCDC153	
MYEOV	
MYEOV	A_14_P116728
MYEOV	A_14_P200314
USP40	
IFITM9P	
LINC02956	
LINC02952	
LINC01488	
CCND1	A_14_P117958
CCND1	
SNAI3-AS1	
LINC02195	
MAFTRR	
LTO1	
MMP25-AS1	
NEB	
RUSF1-DT	
ZFHX3-AS1	
LRRC29	
FGF19	
RNU6-1192P	
DNAJB6P5	
FGF4	
SETP16	
CXCR5	
MT1DP	
NUP93-DT	
BCL9L	
DNAJA2-DT	
PXN	
ERVK13-1	
MIR4492	
UPK2	
RN7SL688P	
SDHDP6	
TMEM50A	
RNA5SP439	
MPHOSPH10P1	
MT1L	
HMBS	
HMBS	A_14_P103190
HMBS	A_14_P121155
LCMT1-AS1	
MACO1	
YPEL3-DT	
RPSAP31	
MIR4448	
CYP2AB1P	
ABCC5	
C16orf95-DT	
ZNF778-DT	
CDIPTOSP	
TSEN15	
TSEN15	A_14_P108929
SNHG9	
MBTPS1-DT	
SNHG19	
ZNF213-AS1	
LRRC71	
COG4	
MIR765	
RN7SL612P	
NTRK1	
NTRK1	A_14_P133584
NTRK1	A_14_P101526
RPS20P31	
NME2P1	
RNU4-2	
RNU4-1	
HTR1DP1	
LINC00942	
WNT5B	A_14_P128558
WNT5B	
CRX	
CRX	A_14_P137300
FBXL14	
ERC1	A_14_P106291
ERC1	A_14_P117725
ERC1	
TPRX1	
FCHO1	
FCHO1	A_14_P102432
MOGS	
TP53	
FMN2	
FMN2	A_14_P200826
ABCC5-AS1	
EEF1A1P8	
HTR3D	A_14_P118431
HTR3D	
IL1R2	
CLEC16A	A_14_P134887
CLEC16A	
DVL3	A_14_P135109
DVL3	
DVL3	A_14_P136001
BHLHE41	
RASSF8	
GREM2	
WDR12	
RNU5F-8P	
AP2M1	
MUC19	
PSMA2P3	
DAZAP2P1	
SUMO1	
AVIL	
SLC22A25	
CELF1	
ADAMTSL4	
ADAMTSL4	A_14_P131648
RNU6-700P	
GOT2P3	
CLEC2D	
CLEC2D	A_14_P127757
CLEC2D	A_14_P112208
TERC	
ACTRT3	
RPL39P14	
NOP58	A_14_P110681
NOP58	A_14_P202147
NOP58	
MYNN	
LRRC34	
PTP4A2	
NPM1P7	
LINC02390	
CD69	
SNORD70	
SNORD70B	
SNORD11B	A_14_P202147
SNORD11	
RN7SL753P	
PIMREGP1	
RN7SL40P	
BMPR2	A_14_P103362
BMPR2	A_14_P130646
SMIM38	A_14_P123577
	A_14_P125672
MS4A1	
GCNAP1	
LRRC31	
KLRF1	
FNBP1L	A_14_P130025
FNBP1L	
KRT18P43	
SAMD7	
ZFYVE9	A_14_P101368
ZFYVE9	
H3P8	
RPL13AP12	
GLYATL1	
MTCO1P17	
MTCO2P17	
MTATP6P17	
CLEC2B	
MTCO3P17	
MTND3P17	
MTND4LP17	
MTND4P30	
MTCO1P54	
KLRF2	
FAM117B	A_14_P128301
FAM117B	A_14_P100400
CLEC2A	
SEC62	
SEC62	A_14_P126656
CLEC12A-AS1	
CLEC12A	
CLEC12A	A_14_P118878
SPTBN1-AS2	
EML6-AS1	
RNU7-81P	
TTC39DP	
ZNF512	A_14_P126289
ZNF512	
ZNF512	A_14_P118535
PDPN	
PDPN	A_14_P130035
SMIM35	
	A_14_P123577
MIR3164	
TMEM138	A_14_P108690
TMEM138	A_14_P200294
SEC62-AS1	
GPR160	
CHFR	
TMCO4	
RN7SL23P	
MIR4488	
RIC3-DT	
LMO1	
CCDC121	
RNU4-38P	
KMT5AP3	
LRRIQ4	
GPN1	
GPN1	A_14_P100431
TEX264	
STK33	
HYI	
RNA5SP132	
GRM2	
GRM2	A_14_P106656
LINC00670	
LINC00670	A_14_P106734
TMC8	
TMC8	A_14_P112754
TMC8	A_14_P120513
IQCF6	
IQCF3	
	A_14_P113253
NCBP2	
ADGRB2	
SUPT7L	
MTND6P35	
MTCYBP13	
MTND1P15	
MTND2P13	
SLC20A1-DT	
NMTRS-TGA3-1	
MTATP6P3	
NCBP2-AS1	A_14_P124917
MTCO3P13	
NCBP2AS2	A_14_P124917
RN7SL210P	
PIGZ	
CSH1	
ADRA2B	
CARNS1	
RPS11P5	A_14_P109816
RNU6-327P	
GPAT2	
CHFR-DT	
RPSAP69	
ZNF605	
RYBP	
TSC22D2	A_14_P106104
TSC22D2	A_14_P109776
TSC22D2	A_14_P105296
TSC22D2	
NANOGNBP2	
CD79B	
ZNF26	
ZNF26	A_14_P200362
ZNF26	A_14_P108392
BCAS2P1	
COL6A6	
COL6A6	A_14_P129368
ANKRD42-DT	
RNU4ATAC12P	
PTP4A1P2	
ZNF84	A_14_P114438
ZNF84	A_14_P136797
ZNF84	
PCF11-AS1	
ANKRD42	
SLC13A2	
LINC00941	
PPIAP44	
LINC02387	
DENND5B	
MAP4K3	
CKS1BP4	
RPL32P24	
PCF11	A_14_P118733
PCF11	
KRBOX1	
KRBOX1	A_14_P123964
FOXN1	
WRAP53	
WRAP53	A_14_P100302
ZNF662	
KRBOX1-AS1	
	A_14_P134648
RNU6-618P	
SNRK	A_14_P106565
SNRK	
SNRK	A_14_P103605
SNRK	A_14_P114831
ANKRD49P2	
DENND5B-AS1	
RNU5F-4P	
RPL31P50	
AK4P3	
GOLGA3	
RN7SL517P	
SNRK-AS1	
BTBD18	
GASK1A	
SPTY2D1OS	
POMGNT2	
BAHCC1	A_14_P130422
BAHCC1	
HRH1	A_14_P200084
NTNG1	A_14_P137721
NTNG1	A_14_P111608
NTNG1	A_14_P107019
NTNG1	A_14_P105234
NTNG1	
CHCHD4P4	
ATG7	
ATG7	A_14_P105554
ATG7	A_14_P200647
LBHD1	
TMC6	
AQP12A	
PKP4	A_14_P200730
PKP4	A_14_P135068
PKP4	
CARD16	
CWF19L2	
YY1AP1	
VGLL4	
IMMT	
PAX6	
STAT5B	
ILF3	
	A_14_P108349
CYBC1	
ACTR2	
CLK1	
RASAL1	
RPTOR	A_14_P125470
RPTOR	A_14_P113638
RPTOR	
RPTOR	A_14_P117564
RPTOR	A_14_P121236
THRB-AS1	
EIF3KP2	
RN7SL216P	
RNA5SP125	
CFL1P7	
CAB39	A_14_P128001
CAB39	
CAB39	A_14_P126883
RNA5SP126	
H3P10	
RARB	A_14_P129469
RARB	
RARB	A_14_P104236
XIRP2	A_14_P131360
XIRP2	A_14_P200950
XIRP2	A_14_P139107
XIRP2	A_14_P121405
ATF2	
R3HDM2	
FPR1	
	A_14_P125470
LPO	
LPO	A_14_P121904
TYK2	
MPO	
NDUFA4L2	
SNRPF	
TSPOAP1	
NXPE3	
NXPE3	A_14_P126101
NXPE3	A_14_P117258
KLRC4	
ANKRD65	
PAN2	
NFKBIZ	
NFKBIZ	A_14_P113143
SNAP47	
SNAP47	A_14_P119767
SNAP47	A_14_P108070
SNAP47	A_14_P134195
ZNF550	
TPRX2	
SULT2A1	
C19orf54	
LINC02085	
B4GALT2	
B4GALT2	A_14_P105306
TRMT10C	
ZBTB11	
OLFML2B	
SNRPA	A_14_P128472
SNRPA	
MIR142	
TTC24	
MIR4736	
SUPT4H1	
ATP13A3	
IL20	
MIA	
MIA	A_14_P133910
RNF43	
DNASE2B	A_14_P114094
DNASE2B	
ITPKC	A_14_P138957
ITPKC	A_14_P135462
ITPKC	
CDHR4	
OR2L2	A_14_P119862
OR2L2	
OR2L3	A_14_P131046
LIMA1	
OR2M4	
MANEAL	
MANEAL	A_14_P101507
FDX2	
UNC13D	
INKA1	
UBA7	
NIF3L1	
MAST1	
MIR5193	
TRAIP	
RNF34	A_14_P119505
RNF34	
RNF34	A_14_P129025
PLA2G4C	
CYP20A1	A_14_P137003
CYP20A1	
LINC02397	
OR2T35	
OR10K2	
NUP107-DT	
IRF2BP2	
LINC00324	
FZD10-AS1	
RBM15	
CTC1	
LINC01619	
JMJD4	
KLHDC7A	A_14_P115205
MTX1	
TMPO-AS1	
PLA2G4C-AS1	
ZSWIM9	
CAMKV	
LINC02458	
ARL8A	
CARD8	
RASSF8-AS1	
GPR37L1	
GPR37L1	A_14_P127784
SNX27	A_14_P123804
SNX27	A_14_P124099
SNX27	
SNX27	A_14_P111429
SNX27	A_14_P132995
NCKAP5	
MIR194-2HG	
LINC02454	
LINC02731	
LINC00900	
PGAM1P5	
THAP4	
C1RL-AS1	A_14_P125700
CD44-DT	
SLC38A4-AS1	
IRAG1-AS1	
CD63-AS1	
C2CD5-AS1	
POTEE	
NAV2-AS2	
LRP4-AS1	
NLRP1	
	A_14_P102198
	A_14_P120087
CCDC83	A_14_P103063
CCDC83	A_14_P126136
GPRC5D-AS1	
GPRC5D-AS1	A_14_P139722
RN7SL217P	
ACTL11P	
MST1R	
CELF3	
GPRC5D	
INHBE	
INHBE	A_14_P129792
SYTL2	
CAPRIN2	
PMS1	A_14_P127721
PMS1	A_14_P130199
PMS1	A_14_P135204
PMS1	A_14_P201396
PMS1	
	A_14_P122874
RIIAD1	
	A_14_P116957
MRPL9	
MON1A	
OAZ3	A_14_P120948
OAZ3	A_14_P200032
CARD8-AS1	
ZNF114-AS1	
ZNF114	A_14_P102987
ZNF114	
RBM6	A_14_P132467
RBM6	A_14_P104295
RBM6	
RBM6	A_14_P103288
ODAD1	
LINGO4	
C2CD4D-AS1	
THEM5	
THEM4	
KRT8P28	
S100A10	
NBPF18P	
EMP3	
STIL	
KRTAP4-6	
IGBP1P2	
LIG1	
KRTAP4-7	A_14_P120027
OR1R1P	
KRTAP2-2	
TMEM238L	
KRT26	
ANKRD36	
TBC1D3D	
TNFSF12	A_14_P133055
TNFSF12	
CFLAR	A_14_P137243
CFLAR	
TNFSF12-TNFSF13	
VAT1	
RND2	A_14_P134266
RND2	A_14_P136918
RPL21P4	
NBR2	
BRCA1P1	
NBR1	
C1orf68	
LCEP2	
LCEP1	
LCE1F	
LCE1E	
LCE1E	A_14_P200037
LCE1E	A_14_P131413
LCE1D	
NCDN	A_14_P138811
NCDN	
RBM5	A_14_P103288
RBM5	
RBM5	A_14_P115247
TMEM106A	
TFAP2E	
AMY1A	
MOB3A	
RAD51AP1	
CCDC200	
IZUMO4	
RNU2-1	
AMY1B	
RBMS1	
PTPRJ-AS1	
RBM5-AS1	
SEMA3F-AS1	
NUP160	
CD86	A_14_P116067
CD86	
CD86	A_14_P120633
AMY1C	
