hgnc_symbol	affy_u133_x3p
ITSN2	Hs.272102.0.A1_3p_at
ITSN2	g1438934_3p_at
DPH5	g7688688_3p_a_at
DPH5	Hs.262642.0.A1_3p_at
DPH5	g7688688_3p_x_at
DPH5	
C1orf50	
C1orf50	g13129101_3p_at
C1orf50	g13129101_3p_s_at
C1orf50	62212_3p_at
TAL1	Hs.73828.1.S1_3p_a_at
TAL1	Hs2.407413.1.S1_3p_s_at
TAL1	g4507362_3p_a_at
EDEM3	g13376781_3p_s_at
EDEM3	Hs.301997.1.S1_3p_s_at
EDEM3	g8922223_3p_s_at
EDEM3	
HMGN2P20	
RPL36AP13	
FAM228A	Hs.128596.0.A1_3p_at
FAM228A	
SLC4A1AP	Hs2.435329.1.A1_3p_s_at
SLC4A1AP	g8922556_3p_s_at
SLC4A1AP	Hs.175377.0.A1_3p_at
SLC4A1AP	
C2orf73	Hs.97972.0.A1_3p_at
C2orf73	
SPTBN1	Hs.107164.0.S1_3p_a_at
SPTBN1	Hs.107164.4.S1_3p_a_at
SPTBN1	Hs.27286.0.A1_3p_at
SPTBN1	g4507194_3p_s_at
SPTBN1	Hs.324648.0.S1_3p_at
SPTBN1	
SPTBN1	207283_3p_at
SPTBN1	g9910199_3p_at
SPTBN1	g9910199_3p_x_at
SPTBN1	Hs.155033.0.A1_3p_at
SPTBN1	Hs.107164.4.S1_3p_at
SPTBN1	Hs.236443.0.S1_3p_at
RNU7-13P	
LENEP	g8923829_3p_a_at
RPS3AP8	
ARPC5	Hs2.82425.2.S1_3p_s_at
ARPC5	Hs.82425.1.S2_3p_a_at
ARPC5	Hs.213793.0.A1_3p_at
ARPC5	
ARPC5	Hs2.126222.1.A1_3p_at
APOBEC4	Hs2.97335.1.S1_3p_s_at
SMG7	
SMG7	g7662023_3p_a_at
SMG7	Hs.15087.1.A1_3p_a_at
SMG7	Hs.15087.0.A1_3p_a_at
SPTBN1-AS1	
RPL23AP32	207283_3p_at
RPL23AP32	g9910199_3p_at
RPL23AP32	g9910199_3p_x_at
EML6	Hs.23017.1.S1_3p_a_at
EML6	Hs.185155.0.S1_3p_at
EML6	
RTN4	g5821139_3p_a_at
RTN4	Hs.65450.7.A2_3p_a_at
RTN4	
AKNAD1	Hs2.229829.3.S1_3p_s_at
AKNAD1	
AKNAD1	Hs2.229829.1.S1_3p_at
RNU6-433P	
UGP2	
UGP2	g13027637_3p_a_at
UGP2	Hs.133065.0.A1_3p_at
CLCC1	Hs2.93121.3.S1_3p_s_at
CLCC1	Hs2.355321.1.S1_3p_at
CLCC1	Hs.93121.3.S1_3p_at
CLCC1	
LINC00626	g12804794_3p_at
SUMO1P2	216556_3p_x_at
SUMO1P2	Hs.302113.0.S1_3p_s_at
SUMO1P2	Hs.302113.0.S1_3p_at
SUMO1P2	Hs.302113.0.S1_3p_x_at
LINC00970	Hs2.434359.1.S1_3p_at
RPL29P7	Hs.306951.0.S1_3p_x_at
RPL29P7	Hs.306951.0.S1_3p_at
PRKCZ	g10864649_3p_at
PRKCZ	
PRKCZ	Hs.107101.0.S1_3p_at
REEP1	g12597656_3p_a_at
REEP1	Hs.7358.0.S1_3p_a_at
REEP1	
CHMP3	g7706352_3p_a_at
CHMP3	g7706352_3p_x_at
CHMP3	g13325201_3p_a_at
CHMP3	Hs.189658.0.S1_3p_a_at
CHMP3	
RNU6-640P	
CHMP3-AS1	
RNF103	g5031824_3p_at
RNF103	Hs2.403929.1.S1_3p_at
AMMECR1L	g13278896_3p_at
AMMECR1L	
IPP	Hs2.157180.2.S1_3p_at
IPP	Hs2.157180.2.S1_3p_s_at
IPP	Hs.101570.0.A1_3p_at
IPP	Hs.101570.0.A1_3p_x_at
IPP	g5174472_3p_x_at
GPC1	Hs.2699.0.S1_3p_a_at
GPC1	g4504080_3p_a_at
GPC1	
PDE4B	g4505662_3p_at
PDE4B	g347121_3p_a_at
PDE4B	
GPC1-AS1	Hs.133342.0.S1_3p_at
GPC1-AS1	Hs.133342.0.S1_3p_x_at
MIR149	
GPR35	g10503932_3p_at
GPR35	g10503932_3p_x_at
GPR35	210264_3p_at
RN7SL632P	
RPL21P33	
RNU4-51P	
	Hs.58066.0.A1_3p_at
	Hs.86671.0.A1_3p_at
NONOP2	
RPS12P3	Hs.285405.2.S1_3p_s_at
PUS10	Hs2.112830.1.S1_3p_at
PUS10	Hs.112830.0.A1_3p_at
PUS10	Hs.293914.0.S1_3p_at
PUS10	Hs.285405.2.S1_3p_s_at
PUS10	
TMOD4	
TMOD4	g6934247_3p_at
SMAP2	
SMAP2	Hs.7750.0.S1_3p_at
RNA5SP95	
PEX13	Hs2.424019.1.S1_3p_at
PEX13	1558163_3p_at
PEX13	Hs2.424019.1.S1_3p_x_at
PEX13	
PEX13	g4505722_3p_s_at
PEX13	Hs.161377.0.A1_3p_at
REL	g4506472_3p_at
REL	Hs.58066.0.A1_3p_at
REL	Hs.188751.0.A1_3p_at
REL	Hs.86671.0.A1_3p_at
REL	
CALML6	Hs2.85902.1.S1_3p_s_at
HP1BP3	Hs.142442.2.S1_3p_a_at
HP1BP3	g7705416_3p_a_at
HP1BP3	Hs.142442.2.S1_3p_at
HP1BP3	Hs.142442.2.S2_3p_at
HP1BP3	224592_3p_x_at
HP1BP3	
EXO5	Hs.59584.0.S1_3p_a_at
EXO5	
ANKMY1	g7706086_3p_s_at
ANKMY1	
ANKMY1	Hs2.122275.3.S1_3p_at
ANKMY1	g12052761_3p_at
ANKMY1	210486_3p_at
ANKMY1	g12052761_3p_x_at
PIK3C2B	g11136637_3p_at
PIK3C2B	
VPS72	g5174714_3p_at
VPS72	
SEMA6C	g13569867_3p_s_at
SEMA6C	
EIF1P7	
ITGB1BP1	Hs.173274.1.A1_3p_a_at
ITGB1BP1	g4758577_3p_a_at
ITGB1BP1	Hs.200850.0.A1_3p_at
ITGB1BP1	
OVGP1	g4505534_3p_at
OVGP1	
	Hs.204773.0.S1_3p_at
UBE2FP3	
	Hs.302638.0.A1_3p_at
	Hs.11039.0.S1_3p_s_at
WDR77	Hs.11039.0.S1_3p_s_at
WDR77	g13129109_3p_s_at
WDR77	
CPSF3	
CPSF3	Hs.16251.0.S1_3p_at
ATP5PB	
ATP5PB	g13543617_3p_s_at
ATP5PB	Hs.191834.0.A1_3p_at
C1orf162	Hs.288010.0.A1_3p_at
TMIGD3	g9963862_3p_at
TMIGD3	
IAH1	
IAH1	Hs.52438.0.S1_3p_at
IAH1	Hs.64311.2.A1_3p_at
RNU6-792P	
ADORA3	g6031156_3p_at
RAP1A	g4506412_3p_at
RAP1A	Hs.306647.0.S1_3p_at
RNA5SP45	
EDN2	g4503462_3p_x_at
EDN2	g4503462_3p_at
	Hs.130538.0.A1_3p_at
YWHAQ	g5803226_3p_a_at
YWHAQ	Hs.74405.2.A1_3p_a_at
YWHAQ	
ATP1B1	g12652534_3p_a_at
ATP1B1	g4502276_3p_a_at
ATP1B1	
RNU4-73P	
	Hs2.333619.1.S1_3p_at
ADAM17	Hs.52438.1.A1_3p_at
ADAM17	g1857672_3p_a_at
ADAM17	g11497003_3p_a_at
ADAM17	
SELENOF	g4759095_3p_at
SELENOF	
HS2ST1	Hs.169939.0.S2_3p_a_at
HS2ST1	g12545388_3p_a_at
HS2ST1	Hs.169939.0.S3_3p_a_at
HS2ST1	Hs.121898.0.A1_3p_at
HS2ST1	
	Hs.306423.0.S1_3p_at
LINC01140	Hs.306423.0.S1_3p_at
LINC01140	Hs.89145.0.A1_3p_at
LINC01140	
MIR4711	
AGAP1-IT1	
HOOK1	
HOOK1	g7705414_3p_at
HOOK1	Hs.299254.0.S1_3p_at
TMSB10P1	
RNU7-127P	
RN7SL204P	
GBX2	g5106977_3p_at
RNU1-31P	
AGAP1	Hs.154116.0.A1_3p_at
AGAP1	g7662483_3p_a_at
AGAP1	Hs.102558.0.S1_3p_at
AGAP1	
CYP2J2	g4503226_3p_at
RN7SL475P	
H2AW	
AGTRAP	Hs2.12854.2.S1_3p_s_at
AGTRAP	Hs.12854.0.S2_3p_at
AGTRAP	
AGTRAP	Hs.121906.0.A1_3p_at
SCG2	g10800415_3p_at
SCG2	
MLXP1	
WDFY1	
WDFY1	Hs.44743.0.S2_3p_at
WDFY1	Hs.44743.1.S1_3p_a_at
C1orf167-AS1	
MTHFR	Hs.164243.0.S1_3p_x_at
MTHFR	g6631097_3p_at
MTHFR	Hs.214142.1.S1_3p_a_at
MTHFR	239035_3p_at
MTHFR	Hs.293993.0.S1_3p_at
MRPL44	g12597660_3p_a_at
MRPL44	218202_3p_x_at
MRPL44	Hs.203559.0.A1_3p_a_at
SERPINE2	Hs.21858.2.A1_3p_at
SERPINE2	
AP1S3	Hs2.348666.3.S1_3p_x_at
AP1S3	Hs2.348666.3.S1_3p_a_at
AP1S3	
	Hs2.348666.3.S1_3p_x_at
	Hs2.348666.3.S1_3p_a_at
RMND5A	Hs.75277.1.A2_3p_at
RMND5A	Hs.75277.1.A3_3p_at
RMND5A	Hs.75277.1.A1_3p_a_at
RMND5A	
CD8B	Hs.2299.4.S1_3p_a_at
CD8B	g4826666_3p_a_at
CD8B	
C1orf167	
C1orf167	Hs2.381969.1.A1_3p_x_at
C1orf167	Hs2.381969.1.A1_3p_at
FAM177B	
FAM177B	Hs.255167.0.A1_3p_at
ANAPC1P1	
SLC44A5	Hs2.367960.1.S1_3p_s_at
SLC44A5	Hs.57471.0.A1_3p_at
SLC44A5	Hs2.367960.3.S1_3p_at
SLC44A5	Hs2.367960.1.S2_3p_x_at
SLC44A5	Hs2.367960.1.S1_3p_x_at
SLC44A5	Hs2.367960.1.S1_3p_at
SLC44A5	
RGPD1	Hs.112062.0.A1_3p_x_at
RGPD1	Hs.112062.0.A1_3p_a_at
RGPD1	Hs.199179.0.S1_3p_s_at
RGPD1	
FAM229A	Hs.123426.0.A1_3p_s_at
FAM229A	Hs.123426.0.A1_3p_at
THAP3	Hs.26938.0.S1_3p_at
THAP3	Hs.290484.0.A1_3p_at
THAP3	
WBP1P1	g4205083_3p_a_at
NDUFB4P5	
CD8A	Hs.85258.0.S2_3p_at
KCNAB2	
KCNAB2	Hs.298184.0.S3_3p_at
KCNAB2	g2827465_3p_a_at
NFE2L2	g5031794_3p_at
NFE2L2	
NFE2L2	g5453775_3p_at
	Hs.170401.0.A1_3p_at
	Hs.150683.0.A1_3p_at
ODC1	g4505488_3p_at
NT5C1B	Hs.120319.0.A1_3p_at
NT5C1B	1554368_3p_at
NT5C1B	Hs2.120319.2.S1_3p_at
NT5C1B	Hs2.120319.2.S1_3p_s_at
NT5C1B	
HNRNPA3	Hs.247781.0.S1_3p_s_at
HNRNPA3	Hs.249247.1.A3_3p_a_at
HNRNPA3	Hs.249247.1.A4_3p_at
HNRNPA3	Hs.249247.1.A2_3p_a_at
HNRNPA3	Hs.249247.1.A1_3p_s_at
HNRNPA3	Hs.249247.1.A3_3p_x_at
HNRNPA3	Hs.249247.1.A1_3p_x_at
HNRNPA3	211931_3p_s_at
HNRNPA3	Hs.249247.1.A5_3p_at
HNRNPA3	Hs.249247.1.A1_3p_a_at
PRKAG3	g8215681_3p_at
PRKAG3	
MAP4K4	
MAP4K4	Hs.6631.0.S1_3p_a_at
MAP4K4	g4758523_3p_a_at
MAP4K4	g8923351_3p_a_at
MAP4K4	Hs2.382077.1.S1_3p_x_at
MAP4K4	1558732_3p_at
C2orf78	
FOXD4L1	Hs.272339.0.S1_3p_at
SCYGR2	
SCYGR4	
SCYGR5	
SCYGR7	
SCYGR8	
SPATA3	Hs.121021.0.A1_3p_x_at
SPATA3	Hs.121021.0.A1_3p_at
SPATA3	
S100A5	g4506766_3p_at
FCGR2B	g182598_3p_x_at
FCGR2B	g182598_3p_a_at
FCGR2B	
CCDC195	
SCYGR1	
SCYGR3	
SCYGR6	
	Hs.118490.0.A1_3p_at
	Hs.146225.0.A1_3p_at
RNA5SP114	
MIR561	
GULP1	Hs.107056.2.S1_3p_a_at
GULP1	g7705317_3p_at
GULP1	g6409467_3p_a_at
GULP1	
GULP1	223837_3p_at
GULP1	g12654538_3p_x_at
PPM1J	
PPM1J	Hs.105036.0.S1_3p_at
TCHH	Hs.82276.0.S1_3p_at
PMF1	g6005831_3p_at
PMF1	
MSH6	Hs2.196970.2.S1_3p_a_at
MSH6	
MSH6	g4504190_3p_at
MSH6	g2687868_3p_a_at
MSH6	g2687868_3p_at
MSH6	Hs.232119.0.A1_3p_at
NFYC	
NFYC	g1669493_3p_a_at
NFYC	g13436472_3p_s_at
NFYC	g11496977_3p_a_at
NBAS	g7706239_3p_at
NBAS	Hs.120931.0.A1_3p_a_at
NBAS	
SPOCD1	Hs.62604.0.A1_3p_at
SPOCD1	
SPOCD1	Hs2.364165.2.S1_3p_x_at
MIGA1	Hs.278897.0.S1_3p_at
MIGA1	Hs.48527.0.A1_3p_at
MIGA1	
LINC01965	
STARD7-AS1	Hs.58648.0.A1_3p_at
STARD7-AS1	
RNU7-147P	
MOB3C	Hs.252960.0.S1_3p_at
MOB3C	Hs.97927.0.A1_3p_at
SATB2	Hs.12896.0.S1_3p_at
SATB2	
SATB2	215591_3p_at
SATB2	Hs.287668.0.S1_3p_x_at
SRSF11	g4759099_3p_a_at
SRSF11	Hs.160726.0.S1_3p_at
SRSF11	Hs.11482.0.S2_3p_at
SRSF11	
LINC01779	
NR4A2	Hs.82120.0.S1_3p_a_at
NR4A2	Hs.82120.1.S1_3p_a_at
NR4A2	
NR4A2	Hs.165258.0.A1_3p_at
	Hs.204918.0.A1_3p_at
	Hs2.380162.1.S1_3p_s_at
RBM15-AS1	
LINC01719	
LINC01719	Hs.98539.0.A1_3p_at
LINC01719	Hs.108264.0.A1_3p_at
	Hs.129520.0.A1_3p_at
RAB4A-AS1	Hs.119007.1.A1_3p_a_at
RAB4A-AS1	234293_3p_x_at
RAB4A-AS1	Hs.119007.1.A1_3p_x_at
RAB4A-AS1	
LINC01765	
LINC01036	
LINC01036	Hs2.434338.1.S1_3p_at
CDC20-DT	
LNCTAM34A	
	Hs.80552.1.S2_3p_at
	g4755134_3p_a_at
LNCATV	Hs2.407238.1.S1_3p_at
LNCATV	
LNCATV	Hs.169898.0.A1_3p_x_at
LNCATV	Hs.169898.0.A1_3p_at
CDKL4	
NEMP2	Hs.152250.0.A1_3p_at
NEMP2	
EPHA2-AS1	Hs.199819.0.A1_3p_at
SLC44A3-AS1	Hs.181895.0.A1_3p_at
SLC44A3-AS1	
	Hs2.434348.1.S1_3p_s_at
	Hs2.385563.1.S1_3p_at
H2ACP2	
	Hs2.434311.1.S1_3p_at
BIRC6	Hs.250646.1.S1_3p_a_at
BIRC6	Hs.250646.0.S2_3p_a_at
BIRC6	
RC3H1-DT	
LINC02606	Hs.131775.0.A1_3p_at
LINC02606	
LINC02884	
LINC00862	
LINC00862	Hs2.434384.1.S1_3p_x_at
LINC00862	Hs2.434384.1.S1_3p_at
MIR205HG	Hs.301885.0.S1_3p_s_at
MIR205HG	
	Hs.58558.0.A1_3p_at
LINC01356	Hs2.396985.1.S1_3p_at
LINC01356	Hs2.396985.1.S1_3p_x_at
LINC01356	1564413_3p_at
	Hs.143707.0.A1_3p_at
RWDD3-DT	
SNHG12	g12751091_3p_a_at
SNHG12	Hs.40092.1.S1_3p_x_at
SNHG12	Hs.40092.1.S1_3p_at
SNHG12	
FAM95A	Hs.278565.0.S1_3p_x_at
FAM95A	Hs.309309.0.A1_3p_at
CYP4F32P	Hs.309309.0.A1_3p_at
ANKRD20A8P	
ANKRD20A8P	1570255_3p_s_at
ANKRD20A8P	Hs2.380891.3.S1_3p_s_at
RNU6-1320P	
SOWAHCP5	
	Hs2.438814.1.A1_3p_at
	Hs.131100.0.A1_3p_at
TEKT4	Hs.103441.1.S1_3p_a_at
KDM4A-AS1	
MTCO1P48	
MTCO3P45	
RPS24P6	
MDS2	Hs2.380189.1.S1_3p_s_at
CLASP1	Hs.11238.0.S1_3p_at
CLASP1	
CTXND2	
GPR137B	
GPR137B	g4507544_3p_at
RNU2-70P	
ERO1B	g9845248_3p_x_at
ERO1B	Hs.188228.0.S1_3p_at
ERO1B	g9845248_3p_at
ERO1B	
KPRP	
C2CD4D	
RNU6-1199P	
MIR200B	
MIR200A	
MIR429	Hs.155780.0.A1_3p_at
PERM1	g13623408_3p_at
PERM1	224501_3p_at
PERM1	g13623408_3p_x_at
PERM1	
MTARC2	
MTARC2	g12053356_3p_s_at
MTARC2	Hs.4932.1.S1_3p_at
LINC01849	
MTARC1	g12232404_3p_at
MTARC1	
LINC02966	
DPP4-DT	
EHBP1-AS1	
ATPAF1	Hs.10964.0.S1_3p_a_at
ATPAF1	Hs.10964.0.S2_3p_at
ATPAF1	
	217606_3p_at
	Hs.196555.0.A1_3p_x_at
MAP4K3-DT	Hs.267546.0.A1_3p_a_at
MAP4K3-DT	
MAP4K3-DT	Hs.267546.1.A1_3p_at
REL-DT	
REL-DT	Hs.170358.0.A1_3p_at
MIR217HG	
SCMH1	g6912641_3p_a_at
SCMH1	
THORLNC	Hs.116176.0.A1_3p_at
THORLNC	
SMPD4BP	g13443032_3p_a_at
SMPD4BP	
LINC01792	Hs2.382116.1.S1_3p_at
LINC01792	
LINC01888	
RNA5SP59	
SRGAP2B	Hs.24444.1.S1_3p_x_at
SRGAP2B	Hs.24444.0.A1_3p_at
SRGAP2B	Hs2.397546.1.S1_3p_s_at
SRGAP2B	232095_3p_at
SRGAP2B	
MAP3K2-DT	Hs.293056.1.A1_3p_at
MAP3K2-DT	
CYP1B1-AS1	
CYP1B1-AS1	Hs2.353894.1.S1_3p_at
RGS16	g2605639_3p_a_at
RGS16	Hs.183601.0.S1_3p_s_at
LINC01686	Hs.253475.0.A1_3p_at
LINC01688	
RGS8	g12017954_3p_s_at
RGS8	Hs.20982.0.A1_3p_at
RGS8	
AFTPH-DT	Hs.187018.0.A1_3p_at
	Hs.291877.0.A1_3p_at
UQCRBP2	
UAP1-DT	Hs2.434520.1.S1_3p_at
SARS1	g5730028_3p_at
SARS1	
LINC01320	
ID2-AS1	
ID2-AS1	Hs.48784.0.A1_3p_at
CELSR2	g13325063_3p_s_at
CELSR2	
	Hs.271573.0.A1_3p_s_at
	1560347_3p_at
	Hs2.407573.1.S1_3p_at
MIR3681HG	Hs.121476.0.A1_3p_at
MIR3681HG	
MIR3681HG	Hs.157007.0.A1_3p_at
MIR3681HG	Hs.296541.0.S1_3p_at
	200080_s_at
	Hs.283883.0.S1_3p_at
LINC01159	
LINC01159	Hs.145751.0.A1_3p_at
LINC01816	Hs.135528.0.A1_3p_at
LINC01816	
PLAC9P1	
	Hs.194084.0.A1_3p_at
LINC01819	
	Hs.91885.0.A1_3p_at
DIRC3-AS1	
DIRC3-AS1	Hs.274559.0.A1_3p_at
DIRC3-AS1	Hs.98257.0.A1_3p_s_at
DIRC3-AS1	Hs.148307.0.A1_3p_at
	Hs.170538.0.A1_3p_at
DNAJC27-AS1	
DNAJC27-AS1	Hs.156045.0.A1_3p_at
LINC01122	
LINC01122	Hs2.351191.2.S1_3p_at
LINC01122	Hs2.351191.1.S1_3p_a_at
TTC32-DT	
PSRC1	g12655140_3p_a_at
PSRC1	
	g13436223_3p_x_at
	210723_3p_x_at
LINC01376	
LINC01117	
SIX3-AS1	Hs.147491.0.A1_3p_at
LBX2-AS1	Hs.192728.0.A1_3p_at
LINC01116	Hs.98838.0.A1_3p_at
LINC01116	Hs.42792.0.A1_3p_at
PLGLA	Hs.262869.1.S1_3p_at
PLGLA	g13529238_3p_at
PLGLA	
	g13376542_3p_at
MYBPHL	
ANKRD36BP2	
ANKRD36BP2	Hs2.397429.1.A1_3p_s_at
ANKRD36BP2	1569040_3p_s_at
ANKRD36BP2	Hs2.424466.1.S1_3p_s_at
ANKRD36BP2	Hs2.397429.1.A1_3p_x_at
ANKRD36BP2	Hs.201741.0.A1_3p_at
ERICH2-DT	
ERICH2-DT	Hs.301715.0.S1_3p_at
SORT1	Hs.281706.1.A1_3p_a_at
SORT1	Hs.180372.0.S1_3p_at
SORT1	Hs.281706.1.A2_3p_at
SORT1	
	Hs.192116.0.A1_3p_at
LINC01814	
LINC01914	
LINC01806	220427_3p_at
LINC01806	Hs.124304.0.A1_3p_at
LINC01806	Hs.122707.0.A1_3p_at
ACTG1P22	
PARTICL	Hs.66049.0.A1_3p_at
LINC01831	Hs2.352254.1.S1_3p_at
DARS1-AS1	
DARS1-AS1	Hs.125453.0.A1_3p_at
PSMA5	g4506186_3p_s_at
PSMA5	Hs.26037.0.A1_3p_at
PSMA5	
	Hs2.385770.1.S1_3p_at
	Hs.175951.0.A1_3p_at
RN7SKP160	
ZBTB37	Hs.224535.0.A1_3p_at
ZBTB37	g13111896_3p_s_at
ZBTB37	Hs.29672.0.A1_3p_at
RNA5SP67	
RNA5SP68	
MIR4253	
LACTBL1	
UAP1	
UAP1	g688010_3p_at
HDAC4-AS1	
HDAC4-AS1	Hs.123501.0.A1_3p_at
LINC01821	
LINC01821	Hs2.385793.1.S1_3p_at
LINC01821	Hs2.385793.1.S1_3p_x_at
PYHIN5P	
PYHIN1	Hs.306720.0.S1_3p_x_at
PYHIN1	216748_3p_at
PYHIN1	Hs.224645.0.A1_3p_at
PYHIN1	
WASH2P	Hs.21346.2.S1_3p_x_at
WASH2P	226340_3p_x_at
WASH2P	Hs.21346.3.S1_3p_x_at
WASH2P	Hs.21346.1.S1_3p_x_at
WASH2P	Hs.21346.0.A1_3p_x_at
LINC01460	
MRPS9-AS2	
LINC01127	
LINC01127	Hs2.350828.1.S1_3p_at
IFI16	Hs.155530.1.A1_3p_a_at
IFI16	g5031778_3p_a_at
IFI16	
BMS1P23	
BMS1P23	Hs.10848.2.S1_3p_x_at
BMS1P23	Hs.10848.2.S1_3p_a_at
MMADHC-DT	
CHROMR	Hs.136537.0.S1_3p_at
CHROMR	Hs.130595.0.A1_3p_at
CHROMR	Hs.18571.2.A2_3p_at
CHROMR	Hs.18571.2.A1_3p_at
CHROMR	
LINC02611	
LINC01119	Hs.12282.0.A1_3p_at
FAHD2CP	Hs.8140.0.A1_3p_at
FAHD2CP	Hs.279932.1.S1_3p_x_at
FAHD2CP	g7705607_3p_a_at
FAHD2CP	Hs.279932.1.S1_3p_a_at
FAHD2CP	
AIM2	g4757733_3p_at
AIM2	
RAD1P2	
MIR4794	
BTBD19	
BTBD19	Hs2.432786.1.S1_3p_at
AK2	Hs.171811.2.A4_3p_at
AK2	Hs.171811.2.A2_3p_at
AK2	Hs.171811.2.A1_3p_a_at
AK2	g7524345_3p_a_at
AK2	g1209686_3p_a_at
AK2	Hs.171811.2.A3_3p_at
AK2	g1209686_3p_x_at
AK2	
SILC1	Hs.21658.1.S1_3p_at
SILC1	Hs2.27513.1.S1_3p_s_at
SILC1	
SILC1	Hs.270453.0.A1_3p_at
SILC1	Hs.21658.0.A1_3p_at
PGM5P4-AS1	
	Hs2.385561.1.S1_3p_at
SATB2-AS1	Hs.177788.0.A1_3p_at
SATB2-AS1	Hs2.151184.1.S1_3p_at
SATB2-AS1	Hs2.151184.2.S1_3p_s_at
SATB2-AS1	
C8A	
C8A	g4557388_3p_a_at
	Hs2.162411.1.S1_3p_at
	Hs2.162411.1.S1_3p_s_at
SNTG2-AS1	Hs.120377.0.A1_3p_at
TTN-AS1	
TTN-AS1	Hs.229885.0.A1_3p_at
TTN-AS1	Hs2.377845.1.A1_3p_a_at
TTN-AS1	Hs.166847.0.A1_3p_at
C1QA	g7705752_3p_s_at
C1QC	Hs.94953.0.A1_3p_a_at
C1QB	g11038661_3p_at
MIR29C	Hs.290825.0.A1_3p_at
MIR29B2	Hs.290825.0.A1_3p_at
CD46	g11321566_3p_a_at
CD46	Hs.83532.1.A2_3p_a_at
CD46	
NIFK-AS1	Hs2.260848.1.S1_3p_at
NIFK-AS1	Hs.260848.0.A1_3p_at
NIFK-AS1	
HECW2-AS1	Hs.20792.0.S1_3p_at
LINC01881	
LINC01881	Hs.284231.0.S1_3p_x_at
LINC01881	g12653636_3p_at
CCNT2-AS1	
CCNT2-AS1	Hs.190135.0.A1_3p_at
	Hs.148559.0.A1_3p_at
RNASEH1-DT	Hs.143812.0.S1_3p_x_at
RNASEH1-DT	Hs.143812.0.S1_3p_at
LSP1P4	
LSP1P4	Hs.122156.0.A1_3p_at
LSP1P4	Hs.56729.2.A1_3p_a_at
LSP1P4	Hs.56729.2.A1_3p_x_at
LSP1P4	Hs.56729.3.A1_3p_at
LSP1P4	Hs.137158.0.S1_3p_a_at
LINC02610	
LINC02610	Hs.122256.0.A1_3p_at
ODC1-DT	Hs.227160.0.A1_3p_at
ODC1-DT	
	Hs2.383240.1.S1_3p_at
	Hs.41760.0.A1_3p_at
	Hs.261313.0.A1_3p_at
LINC02245	Hs2.385531.1.S1_3p_at
LINC02245	
LINC01871	
CYTOR	Hs.50724.0.A1_3p_s_at
CYTOR	Hs2.432419.1.S1_3p_s_at
CYTOR	
CYTOR	Hs2.381938.1.S1_3p_at
DPP10-AS1	Hs.97540.0.A1_3p_at
DPP10-AS1	
LINC02580	Hs.127112.0.A1_3p_at
LINC02580	
USP34-DT	Hs.79090.1.A1_3p_at
USP34-DT	
PANTR1	
PANTR1	Hs.104935.0.A1_3p_at
CATIP-AS1	Hs2.385746.1.S1_3p_s_at
EPCAM-DT	
EPCAM-DT	Hs.156331.0.A1_3p_s_at
EPCAM-DT	Hs2.208563.1.S1_3p_at
	Hs.135108.0.A1_3p_at
PCBP1-AS1	Hs2.435501.1.S1_3p_at
PCBP1-AS1	Hs.28345.0.A1_3p_at
PCBP1-AS1	
PCBP1-AS1	Hs.131314.0.A1_3p_at
PCBP1-AS1	Hs2.376303.1.S1_3p_at
PCBP1-AS1	Hs.30082.0.A1_3p_at
PCBP1-AS1	Hs2.427928.1.S1_3p_at
PCBP1-AS1	Hs.213236.0.A1_3p_at
YOD1	Hs.163001.1.A1_3p_at
YOD1	Hs.8688.0.A1_3p_at
C4BPB	g4502504_3p_a_at
C4BPB	
C4BPA	g4502502_3p_at
C4BPA	
C4BPAP1	
	g182856_3p_at
	g13277547_3p_s_at
	Hs.146409.3.S1_3p_at
	g13277547_3p_at
	208728_3p_s_at
	g12803746_3p_a_at
CDC42	g13277547_3p_s_at
CDC42	g13277547_3p_at
CDC42	208728_3p_s_at
CDC42	g12803746_3p_a_at
CDC42	g182856_3p_at
CDC42	Hs.146409.3.S1_3p_at
CDC42	
CDC42	Hs2.384596.1.S1_3p_at
CXCR2P1	
ANKRD44-AS1	
PPP4R3B-DT	Hs.136433.0.A1_3p_at
CT75	
CT75	Hs.238964.0.A1_3p_at
GPR155-DT	
SLC30A6-DT	
DGUOK-AS1	
	Hs2.169867.1.S1_3p_s_at
C2orf49-DT	Hs.118428.0.A1_3p_at
LINC02993	
BAZ2B-AS1	Hs.26973.0.A1_3p_at
LINC01412	
MFSD6	
MFSD6	g8923159_3p_a_at
MFSD6	Hs.23412.1.S1_3p_at
RNU5E-7P	
RPLP1P5	
MYCNOS	
MYCNOS	Hs.306984.0.S1_3p_at
MYCNOS	g5453755_3p_at
MYCNUT	Hs.269571.0.A1_3p_at
RN7SL104P	
	Hs.148389.0.A1_3p_at
GACAT3	
MYCN	g11692795_3p_x_at
MYCN	Hs.25960.1.S1_3p_a_at
MYCN	g12803748_3p_a_at
MYCN	209756_3p_s_at
MYCN	g11692795_3p_a_at
FSIP2-AS1	
FSIP2-AS2	Hs2.244783.1.S1_3p_s_at
FSIP2-AS2	1560288_3p_at
FSIP2-AS2	
FSIP2	Hs.98025.0.A1_3p_at
FSIP2	
MIR4735	
RN7SL326P	
RPL21P32	
CFHR3	
CFHR3	g5729825_3p_s_at
CFHR3	1554459_3p_s_at
CFHR3	Hs2.250651.3.S1_3p_s_at
CFHR3	Hs2.250651.3.S1_3p_at
