hgnc_symbol	affy_u133_x3p
PRAMEF18	
BTG3-AS1	
BTG3-AS1	Hs2.210987.1.A1_3p_s_at
BTG3	
PRAMEF8	
LILRA5	Hs.284190.0.S1_3p_at
LILRA5	Hs2.113277.6.S1_3p_x_at
LILRA5	Hs2.113277.5.S1_3p_a_at
MBOAT7	
MBOAT7	g13623420_3p_s_at
HNRNPCL2	
RPS17P1	
OR5V1	Hs.274460.0.S1_3p_s_at
PRAMEF25	Hs.247785.0.S1_3p_at
MICD	
	Hs2Affx.1.250.S1_3p_at
OR2G1P	
WASF5P	
PTMAP1	
HLA-V	
HNRNPCL4	
PRAMEF33	Hs.251419.0.S1_3p_at
PRAMEF9	
LY6G6F	Hs.241587.1.S1_3p_a_at
MYL6P5	
TMEM183AP1	
PSORS1C1	
PSORS1C1	g7662660_3p_at
HLA-T	
HLA-DRA	g188255_3p_a_at
PPP1R11	g11386174_3p_a_at
PPP1R11	Hs2.407456.1.S1_3p_s_at
BTNL2	g9624968_3p_a_at
	Hs.285405.0.S1_3p_s_at
	Hs.3254.1.S1_3p_a_at
TOMM40P4	
CDRT15P3	g9558718_3p_at
	g9558718_3p_at
	Hs.98734.0.A1_3p_at
RPL7P4	
RPL7AP7	
LTB	g4505034_3p_a_at
CEACAM4	
CEACAM4	g4502796_3p_x_at
CEACAM4	207205_3p_at
LINC01556	
	Hs.279930.1.S1_3p_x_at
TMPOP1	
PSMB9	g4506204_3p_at
CEACAMP3	Hs2.434466.1.S1_3p_at
PLEKHA3P1	
DNAJC19P2	
CEACAM21	Hs.306268.0.S1_3p_s_at
CEACAM21	Hs.230424.0.S1_3p_x_at
CEACAM21	
LILRA3	g5803061_3p_a_at
LILRA3	
GOLGA6L24P	
FAM189A1	Hs.7132.0.S1_3p_at
FAM189A1	
ATP23	
ATP23	Hs.61188.0.A1_3p_at
GABBR1	g10835014_3p_a_at
GABBR1	
GABBR1	g5454143_3p_a_at
RPS9	Hs.180920.1.S1_3p_x_at
RPS9	Hs.180920.1.S1_3p_at
RPS9	1557981_3p_at
RPS9	
DNAJC19P3	
TPM3P5	
RNA5-8SN4	
LINC01480	
CEACAM7	g2253375_3p_a_at
CEACAM7	g5901929_3p_at
PTPRN2	
	Hs.254439.0.S1_3p_at
	Hs.188554.0.A1_3p_at
MPHOSPH10P7	
IFITM4P	
LINC02403	
APBA2	
APBA2	g3953612_3p_a_at
APBA2	Hs.26468.0.A1_3p_a_at
GIHCG	Hs.90286.0.A1_3p_s_at
GIHCG	Hs.90286.0.A1_3p_at
GIHCG	226546_3p_at
RN7SKP65	
LILRB2	g5031910_3p_a_at
LILRB2	g2343110_3p_at
LILRB2	207697_3p_x_at
LILRB2	g2343110_3p_x_at
LILRB2	g5031910_3p_x_at
LILRB2	
HLA-G	g184211_3p_x_at
HLA-G	g184213_3p_a_at
HLA-G	g184213_3p_x_at
HLA-G	g188467_3p_x_at
KIR3DX1	
KIR3DX1	216428_3p_x_at
KIR3DX1	Hs.288520.0.S1_3p_x_at
LILRA6	g13324689_3p_s_at
LILRA6	208594_3p_x_at
ZFP57	Hs.156326.0.S1_3p_at
OR2H5P	Hs.307112.0.S1_3p_s_at
OR5V1	
GPR53P	
OR2J2	g13624330_3p_s_at
HLA-DRB9	
MSH5-SAPCD1	Hs.112193.1.S2_3p_at
MSH5-SAPCD1	g2653648_3p_a_at
MSH5-SAPCD1	g13376869_3p_s_at
PHLDA2	g2150049_3p_at
CARS1	Hs.159604.1.A1_3p_a_at
CARS1	Hs.197927.0.A1_3p_s_at
CARS1	g10835050_3p_a_at
CARS1	Hs.197927.0.A1_3p_at
CARS1	
FAM138D	Hs2.433310.1.S1_3p_at
IQSEC3	Hs2.434178.1.S1_3p_s_at
IQSEC3	
CTSO	Hs.75262.0.S2_3p_at
HERC2	Hs.307352.0.S1_3p_s_at
HERC2	Hs.266933.0.S1_3p_a_at
HERC2	g5729867_3p_a_at
HERC2	
MROH5	
SPPL2C	Hs.144491.0.A1_3p_at
ASIC5	
RPS7P11	Hs.301547.2.S1_3p_x_at
RPS7P11	200082_s_at
	Hs2.121730.1.S1_3p_at
	Hs2.128813.1.A1_3p_a_at
	Hs2.128813.1.A1_3p_s_at
	Hs2.377214.1.A1_3p_at
TDO2	
TDO2	g5032164_3p_at
MAS1LP1	
LINC01300	Hs2.382687.1.S1_3p_at
HCG4	
DDX11L8	
SUMO2P1	g5566605_3p_x_at
MDC1-AS1	
	Hs.152432.0.S1_3p_at
ZNRD1ASP	
ZNRD1ASP	Hs.153618.0.S1_3p_at
ZNRD1ASP	Hs.306244.0.S1_3p_at
ZNRD1ASP	Hs.302037.0.S1_3p_a_at
HNRNPA1P38	
	Hs2.376185.1.S1_3p_at
PTP4A3	g6857821_3p_a_at
PTP4A3	
PTP4A3	Hs.110820.0.A1_3p_at
PTP4A3	Hs.110820.0.A1_3p_x_at
PTP4A3	214223_3p_at
SLC39A11	
KANSL1-AS1	Hs.58104.1.S1_3p_at
TFPT	
WHAMMP2	
WHAMMP2	213908_3p_at
WHAMMP2	Hs2.407306.1.A1_3p_x_at
WHAMMP2	Hs.295446.0.A1_3p_x_at
WHAMMP2	Hs2.407306.1.A1_3p_at
WHAMMP2	Hs.295446.0.A1_3p_at
WHAMMP2	Hs2.362800.1.S1_3p_at
IQSEC3-AS1	
MAPK8IP1P2	
WASH8P	Hs.21346.2.S1_3p_x_at
WASH8P	226340_3p_x_at
WASH8P	Hs.21346.0.A1_3p_a_at
WASH8P	Hs.21346.3.S1_3p_x_at
WASH8P	Hs.21346.1.S1_3p_x_at
NSFP1	
RPL32P1	
OR2J1	g13624330_3p_s_at
SLC5A8	Hs.145541.0.A1_3p_at
WNT3	Hs.224667.0.S1_3p_at
WNT3	g13540476_3p_s_at
WNT3	Hs.99597.0.A1_3p_at
WNT3	
ABCB10P3	
DDX39BP1	
HCG4P8	
	Hs2.352612.1.S1_3p_at
GOLGA8G	Hs.169639.0.S1_3p_at
GOLGA8G	222149_3p_x_at
GOLGA8G	Hs.169639.0.S1_3p_x_at
GOLGA8G	
DHX16	
DLGAP2-AS1	Hs2.246584.1.A1_3p_at
GPR20	Hs.188859.0.S1_3p_at
DLGAP2	Hs.113287.1.S1_3p_a_at
DLGAP2	g6979172_3p_at
DND1P1	
ANO4	Hs.135127.0.A1_3p_at
ANO4	Hs.13059.0.A1_3p_at
ARHGAP27	Hs.60659.0.A1_3p_at
ARHGAP27	Hs.180958.0.A1_3p_at
ARHGAP27	225618_3p_at
ARHGAP27	Hs.180958.0.A1_3p_x_at
ARHGAP27	Hs2.205326.1.A1_3p_at
ARHGAP27	
APOM	g9506706_3p_a_at
APOM	g9506706_3p_x_at
	Hs2.127386.1.A1_3p_at
MAMDC2-AS1	
MAMDC2	
HLA-K	
	g6912547_3p_at
HSPA1B	g5579470_3p_at
HERC2P1	
HSP90AA4P	
OCA2	
C4B_2	g5579450_3p_s_at
C4B_2	
NAIP	Hs.167726.0.A1_3p_at
RPH3AL-AS2	Hs.201079.0.A1_3p_at
RPH3AL-AS1	238091_3p_at
RPH3AL-AS1	Hs.58509.0.A1_3p_at
RPH3AL-AS1	Hs.58509.0.A1_3p_x_at
RPH3AL	
RPH3AL	Hs.130536.0.A1_3p_at
RPL5P32	
PDCD6IPP2	
ABCB10P4	
GOLGA8M	
	Hs.283660.0.S1_3p_at
NSMCE3	Hs.94011.0.A1_3p_at
HERC2P9	
HERC2P9	Hs.266933.3.S1_3p_s_at
KIR2DL1	
RPL41P2	
GOLGA6L25P	
GOLGA8F	
GOLGA8F	Hs.169639.0.S1_3p_at
GOLGA8F	222149_3p_x_at
GOLGA8F	Hs.169639.0.S1_3p_x_at
OR2U1P	
LINC00533	
MUC2	g4505284_3p_at
MUC2	
MAPT-IT1	
	Hs.201079.0.A1_3p_at
CHRFAM7A	g1458119_3p_a_at
	Hs2.227551.1.S1_3p_s_at
	g13623333_3p_at
APBA1	Hs.171939.0.A1_3p_at
APBA1	
OR2H4P	Hs.307113.0.S1_3p_at
TRIM26BP	
	Hs2.166817.1.S1_3p_at
SERPINF1	
WNT9B	
WNT9B	Hs2.350957.1.S1_3p_at
RPSAP2	
PPP1R10	Hs.106019.0.S1_3p_a_at
PPP1R10	g4506008_3p_a_at
PPP1R10	
SCARF1	g4507202_3p_at
SCARF1	Hs2.57735.3.S1_3p_s_at
SCARF1	
TTYH1	
TTYH1	g10257436_3p_x_at
TTYH1	g10257436_3p_at
MAPT-AS1	Hs.127043.0.A1_3p_at
MAPT-AS1	Hs2.127043.1.S1_3p_at
MAPT-AS1	Hs.127043.2.A1_3p_at
LINC02210-CRHR1	
MAPK8IP1P1	
LRRC37A4P	Hs.190488.2.A1_3p_a_at
LRRC37A4P	g8922238_3p_at
NDUFB9P1	
	Hs.289103.0.A1_3p_at
NSF	g11079227_3p_at
NSF	
PRH2	g9945309_3p_s_at
ARHGAP11A	g7661857_3p_at
TRBV11-1	
TAF9	g4507350_3p_at
TRBV7-6	
LINC02688	Hs.153590.0.A1_3p_at
TRBV10-1	
TRBV5-2	Hs.303157.11.S1_3p_at
TRBV7-4	
TRBV5-5	
LINC01194	
TRBV11-3	
TAS2R30	
TRBV1	
TRBV19	
TAS2R19	
TRBV12-4	
LINC02569	
TAS2R8	g12965173_3p_at
OR2J4P	
TRBV7-1	
HCG18	Hs.136410.0.S1_3p_at
HCG18	Hs.301985.0.A1_3p_s_at
HCG18	Hs.301985.0.A2_3p_at
HCG18	Hs2.400548.1.S1_3p_s_at
HCG18	Hs.109081.0.A1_3p_at
HCG18	1558967_3p_s_at
TAS2R7	g12965175_3p_at
TRBV25-1	Hs.272264.0.S1_3p_at
LRRC37A2	Hs.190488.2.A1_3p_a_at
LRRC37A2	g8922238_3p_at
IGKV1D-8	Hs.283770.0.S1_3p_at
TRBV17	
IGKV3D-7	
TAS2R50	Hs2Affx.1.39.S1_3p_at
TRBV5-3	
HNRNPA1P2	
TRBV7-9	
TAS2R43	
STK19	g4759179_3p_s_at
STK19	g4759179_3p_at
STK19	Hs.150899.0.A1_3p_at
STK19	
TAS2R14	g12965181_3p_at
TAS2R14	Hs.91582.0.A1_3p_at
TRBV5-7	
IGKV1OR2-118	Hs.278448.0.S1_3p_at
TRBV27	
TAS2R9	g12965171_3p_at
TRBV7-2	
TRBV21-1	Hs.37163.0.S1_3p_x_at
TRBV21-1	Hs.37163.0.S1_3p_at
TRPV5	g9789940_3p_at
TRPV5	Hs2.283369.2.S1_3p_at
TAS2R45	Hs.287378.0.S1_3p_at
TAS2R31	
TAS2R13	g12965177_3p_at
RAD17	
RAD17	g3641288_3p_a_at
RAD17	g4506382_3p_a_at
IGLV3-31	
TAS2R46	
KSR1P1	
IGLV1-40	
IGKV1OR10-1	Hs.278448.0.S1_3p_at
TAS2R20	
PABPC1P8	
TAS2R15P	
OR2AD1P	Hs.247892.0.S1_3p_at
ASH2LP1	
	Hs2.407674.1.S1_3p_at
MAS1L	Hs.281894.0.S1_3p_at
PRR4	g9945309_3p_s_at
PRR4	
PRR4	g6005801_3p_at
IGLV3-30	
OR2H2	Hs.194767.0.S1_3p_at
OR2H2	Hs.307112.0.S1_3p_s_at
IGLV1-44	
IGLV3-32	
ATAT1	g13376368_3p_s_at
ATAT1	Hs.250173.1.S1_3p_s_at
ATAT1	
ZNF280B	Hs.55305.0.A1_3p_at
ZNF280B	Hs.42380.0.A1_3p_at
ZNF280B	Hs.43834.0.S1_3p_at
ARMC10	Hs2.293732.3.S1_3p_a_at
ARMC10	g13097779_3p_s_at
DDR1-DT	216459_3p_x_at
DDR1-DT	Hs.306476.0.S1_3p_x_at
NEU1	g4099140_3p_s_at
KCNQ1	g2961248_3p_a_at
KCNQ1	g4557688_3p_a_at
IGLVI-38	
HCG17	
IGLV2-34	
IGLV5-37	
TRPM1	Hs.166845.0.A1_3p_s_at
TRPM1	g6006023_3p_at
IGLV7-43	1558176_3p_at
IGLVVII-41-1	
IGLVI-42	
IGLV1-41	
PLEKHM1	Hs.32312.0.S2_3p_at
PLEKHM1	Hs.32312.0.S1_3p_x_at
PLEKHM1	Hs.32312.0.S1_3p_at
PLEKHM1	
PLEKHM1	Hs.318721.0.S1_3p_at
IGLV1-36	
ZNF280A	Hs.178665.0.S1_3p_at
KCNQ1-AS1	Hs2.434135.1.S1_3p_at
TLCD2	1557275_3p_a_at
TLCD2	Hs2.300979.1.S1_3p_x_at
TLCD2	Hs.153279.0.A1_3p_at
IGLV2-33	
NAP1L4	Hs2.376263.1.S1_3p_s_at
NAP1L4	g5174612_3p_at
NAP1L4	Hs.121817.0.S1_3p_at
NAP1L4	
IGLV5-45	
PRAME	g5174640_3p_at
PRAME	
WDR81	
WDR81	Hs.22176.0.A1_3p_at
WDR81	Hs.22176.0.A1_3p_x_at
RPL23AP95	
DPY19L2P2	
HLA-DQB1-AS1	
TRIM39	
TRIM39	Hs.61515.0.S2_3p_at
MYOM2	g4505314_3p_at
MYOM2	
NLRP7	
MAPT	g338684_3p_a_at
MAPT	g8400712_3p_a_at
MAPT	Hs.101174.4.A1_3p_at
MAPT	
MAPT	Hs.306679.0.S1_3p_at
MAPT	233117_3p_at
MAPT	Hs.306679.0.S1_3p_x_at
SMIM10L1	
TAS2R64P	Hs2.434559.1.S1_3p_at
TAS2R64P	Hs2.434559.1.S1_3p_x_at
TAS2R10	g12965179_3p_at
TAS2R63P	
TRBV12-5	
RPP21	g13376252_3p_at
TRBJ2-2P	
LY6G5C	g13376875_3p_at
LY6G5C	
PRSS3P3	Hs.303157.12.S1_3p_at
TRBJ1-6	
TRBJ1-5	
TRBV11-2	
TRBV20-1	
CRHR1	Hs.79117.3.S2_3p_at
CRHR1	g5815472_3p_a_at
CRHR1	
TRBV10-2	g1245340_3p_at
LLCFC1	Hs.239676.0.A1_3p_at
NAPEPLD	Hs.102958.0.A1_3p_a_at
NAPEPLD	Hs.102958.0.A1_3p_x_at
NAPEPLD	
NAPEPLD	Hs.169117.0.A1_3p_at
NAPEPLD	Hs.210706.0.A1_3p_at
NAPEPLD	Hs.324271.0.S1_3p_at
TRBV9	
PRSS3P1	Hs.303157.10.S1_3p_x_at
TRBC1	g339011_3p_a_at
TRBC1	211796_3p_s_at
TRBC1	Hs.303157.2.S1_3p_x_at
TRBC1	Hs.303157.2.S1_3p_a_at
TRBJ2-1	
	Hs2.148537.1.S1_3p_at
HSPA1A	g5579469_3p_at
LILRB5	g5803069_3p_x_at
LILRB5	g5803069_3p_at
LILRB5	
OR2P1P	
UBDP1	Hs2.434408.1.A1_3p_at
HLA-F-AS1	Hs.178036.0.S1_3p_at
HLA-F-AS1	1562381_3p_at
HLA-F-AS1	Hs2.378746.1.S1_3p_x_at
HLA-F-AS1	Hs2.378746.1.S1_3p_at
HLA-F-AS1	
TRPV6	g7656846_3p_s_at
TRPV6	
HSPA1L	g3461865_3p_at
GPSM3	Hs.288316.2.S1_3p_a_at
GPSM3	g11545816_3p_a_at
GPSM3	Hs.288316.2.S1_3p_x_at
IGLV7-35	
SCGB1C2	Hs2.127059.1.S1_3p_s_at
C22orf15	Hs2.116254.1.A1_3p_at
C22orf15	
OR2I1P	
TSBP1-AS1	
HLA-B	209140_3p_x_at
HLA-B	g307236_3p_x_at
HLA-B	g1871135_3p_x_at
HLA-B	214459_3p_x_at
HLA-B	g13325360_3p_x_at
HLA-B	Hs.274485.0.S1_3p_s_at
HLA-B	g1575443_3p_s_at
LINC02091	Hs.192269.0.A1_3p_at
KRT31	g4504920_3p_at
RXRB	Hs.79372.1.A1_3p_a_at
RXRB	g12654658_3p_at
RPH3AL	g13477352_3p_s_at
CABIN1	
SMARCB1	
SMARCB1	Hs.159971.2.A1_3p_a_at
AZU1	Hs.72885.0.A1_3p_a_at
TBC1D3P7	
SLC43A2	Hs.90809.0.A1_3p_at
SLC43A2	
KRT33A	g4758659_3p_at
KRT33A	g4758659_3p_x_at
CRYZP1	
MICC	
LSM2	g11225486_3p_at
LSM2	
KRT37	
PRTN3	g7382457_3p_at
KRTAP16-1	
KRT34	g11641406_3p_at
TRBV6-7	
KRTAP17-1	Hs.307009.0.S1_3p_at
PRSS2	
PRSS2	g4506146_3p_x_at
PRSS2	Hs.303157.10.S1_3p_x_at
	Hs2.420170.1.S1_3p_at
KRT33B	g11641405_3p_at
TRBV7-3	Hs.247929.0.S1_3p_x_at
ZBED9	
TRBV18	
CCL4L2	
MOXD2P	
OR12D2	g7363442_3p_at
PLPPR3	
PRSS1	g4506144_3p_x_at
PRSS1	
KRT18P1	
PRPF31	
PRRT1	Hs.301920.1.A1_3p_x_at
PRRT1	Hs.301920.1.A1_3p_at
PRRT1	Hs.247993.0.S1_3p_at
PRRT1	Hs.114164.0.A1_3p_at
PRRT1	
	g11641406_3p_at
ATP6V1G3	Hs.127743.0.A1_3p_at
MED16	g4885646_3p_s_at
MED16	
CLIC1	g4426566_3p_at
LENG8	Hs.306121.0.S1_3p_x_at
LENG8	
TJP1	Hs.74614.1.S1_3p_a_at
TJP1	g4507516_3p_at
TJP1	
CCL3-AS1	
	Hs2.202475.1.A1_3p_at
TBC1D3I	g12053224_3p_at
TBC1D3I	
TRBV23-1	
	Hs.247927.0.S1_3p_x_at
	Hs.247927.0.S1_3p_at
PTPRC	
PTPRC	1552480_3p_s_at
PTPRC	Hs2.170121.1.A1_3p_at
PTPRC	Hs2.170121.1.A1_3p_s_at
PTPRC	Hs2.382632.1.S1_3p_at
	Hs2.374690.1.S1_3p_at
LY6G6E	g13236491_3p_at
TRBV5-4	
PRSS3P2	Hs.303157.10.S1_3p_x_at
PRSS3P2	215395_3p_x_at
KBTBD11-AS1	
MIF	g4505184_3p_s_at
KBTBD11	g7662259_3p_at
OR6V1	
HCG21	
MRPS18B	Hs.274417.2.S1_3p_at
MRPS18B	g13529220_3p_a_at
MRPS18B	
OR9P1P	
PGBD4P1	
TRBJ1-4	
DOC2B	g6005996_3p_at
DOC2B	Hs.113418.0.A1_3p_at
DOC2B	
MGAM2	Hs.306399.0.S1_3p_at
MGAM2	
HLA-DOB	g4504402_3p_s_at
HLA-DOB	
LINC03021	
	g4505184_3p_s_at
ARHGEF10	Hs.20695.1.S1_3p_a_at
ARHGEF10	
ARHGEF10	Hs2.20695.3.S1_3p_at
ARHGEF10	215139_3p_at
ARHGEF10	Hs.224403.0.S1_3p_x_at
ARHGEF10	Hs2.20695.2.A1_3p_at
DERL3	
DERL3	Hs.14587.2.A1_3p_x_at
DERL3	Hs.14587.2.A1_3p_a_at
DERL3	Hs.14587.0.S1_3p_x_at
ELANE	g4503548_3p_at
CNOT3	Hs.108300.2.A1_3p_x_at
CNOT3	Hs.108300.2.A1_3p_at
LINC02887	Hs.326048.1.A1_3p_at
LINC02887	Hs.326048.3.A1_3p_x_at
RILP	Hs.17893.0.S1_3p_at
CFD	g4503308_3p_at
HLA-DRB3	Hs.279930.1.S1_3p_x_at
OR9A2	
TRBV13	
MIR22HG	Hs.29206.0.S1_3p_at
MIR22HG	
TRBV28	
LINC01149	Hs2.407558.1.S1_3p_at
MCCD1P2	
TRBJ2-2	
SLC2A11	g13540597_3p_s_at
SLC2A11	Hs2.352377.1.A1_3p_s_at
SLC2A11	1558540_3p_s_at
SLC2A11	
SLC2A11	Hs2.352377.1.A1_3p_at
EPHB6	g4758291_3p_at
EPHB6	g4758291_3p_s_at
EPHB6	
CDKN1C	Hs.106070.3.S1_3p_a_at
CDKN1C	Hs.106070.1.S1_3p_at
	Hs2.148190.1.S1_3p_at
	Hs2.375062.1.S1_3p_at
CCL3L1	205114_3p_s_at
CCL3L1	g4506842_3p_s_at
CCL3L3	205114_3p_s_at
CCL3L3	g4506842_3p_s_at
	Hs2.382314.1.S1_3p_at
CARS1-AS1	Hs2.304134.1.S1_3p_at
CARS1-AS1	
OR12D3	g13624334_3p_s_at
	g8923994_3p_at
COX6CP18	
DDX39BP2	
SLC22A18	g4505526_3p_at
SLC22A18	
TBC1D3B	g12053224_3p_at
TSBP1	g11321623_3p_at
ARL17B	
ARL17B	g7770214_3p_s_at
ARL17B	Hs.58323.0.S1_3p_a_at
ARL17B	Hs2.321170.2.S1_3p_s_at
PRPF8	200000_s_at
PRPF8	g5453983_3p_s_at
PRPF8	
GP6	
CCL18	g2289718_3p_s_at
CCL18	209924_3p_at
CCL18	g2289718_3p_at
PSORS1C2	g7662664_3p_at
HCP5	g5729965_3p_at
SALL3	
SALL3	Hs2.432482.1.S1_3p_s_at
SALL3	232847_3p_at
SALL3	Hs.172597.0.A1_3p_at
SALL3	Hs.23210.0.A1_3p_at
	205114_3p_s_at
	g4506842_3p_s_at
GOLGA8J	Hs.205125.0.A1_3p_x_at
GOLGA8J	Hs.205125.0.A1_3p_at
GOLGA8J	213737_3p_x_at
PEBP1P3	
TCF19	g12803348_3p_at
TCF19	g12803348_3p_x_at
LINC01896	Hs.313182.0.S1_3p_at
LINC01896	
GREM1	g7019348_3p_at
GREM1	g10863087_3p_a_at
ATP9B	
CHRNA7	g1458119_3p_a_at
	Hs.121343.0.S1_3p_x_at
	232824_3p_at
	Hs.121343.0.S1_3p_at
CES1P1	g688112_3p_at
CDK7	
CDK7	g348242_3p_a_at
NCR3	g2623872_3p_a_at
NCR3	g2623876_3p_a_at
CES5A	Hs2.350800.1.S1_3p_a_at
CES5A	
FAN1	g7662449_3p_at
PSORS1C3	
BTNL2	
SLC22A18AS	g6005877_3p_at
TBC1D3B	
KCNQ1DN	g10190657_3p_at
NLRP2	
NLRP2	Hs.188810.0.A1_3p_at
SNORA54	
SAPCD1	Hs.112193.1.S2_3p_at
SAPCD1	g13376869_3p_s_at
	Hs.303157.10.S1_3p_x_at
ETF1P1	
HLA-P	
SCG5	g4506916_3p_at
TRBV6-5	
TRBV14	
TRBV12-1	
BRD2	Hs.75243.0.A1_3p_a_at
BRD2	g577292_3p_a_at
BRD2	
TRBV4-2	
TRBV5-1	
MTMR10	
TRBJ2-6	
AGPAT1	4890567C_3p_s_at
AGPAT1	Hs.240534.2.S1_3p_s_at
AGPAT1	215535_3p_s_at
AGPAT1	32836_3p_at
AGPAT1	
TRBV7-7	
TRBV2	
KLF13	219878_3p_s_at
KLF13	g7706289_3p_at
KLF13	Hs.7104.3.S1_3p_a_at
KLF13	g7706289_3p_x_at
MGAM	g4758711_3p_at
MGAM	
DDAH2	g7524353_3p_a_at
DDAH2	g4426566_3p_at
GSDMD	g13376057_3p_at
GSDMD	
HLA-W	
TNXA	g13811700_3p_s_at
TNXA	Hs.283750.1.S1_3p_s_at
MTCO3P1	
HLA-DRB4	Hs.279930.1.S1_3p_x_at
HLA-DRB4	g13529055_3p_s_at
HLA-DRB4	g13529055_3p_x_at
HLA-DRB4	209728_3p_at
TRBV16	Hs.103945.0.S1_3p_at
TRBVB	
TRBV6-1	
KANSL1	
KANSL1	Hs.43141.0.S1_3p_at
CCL3	205114_3p_s_at
CCL3	g4506842_3p_at
CCL3	g4506842_3p_s_at
PRSS58	Hs.98609.0.A1_3p_at
NCF4-AS1	Hs.143856.0.A1_3p_at
NCF4-AS1	
NCF4	
NCF4	g7382492_3p_a_at
TRBV24-1	Hs.247928.0.S1_3p_at
POLR1H	Hs.57813.1.A1_3p_x_at
POLR1H	Hs.302037.0.A1_3p_at
POLR1H	Hs.57813.1.A1_3p_a_at
POLR1H	g12275846_3p_a_at
POLR1H	227673_3p_at
POLR1H	Hs.57813.1.A1_3p_at
TRBJ2-7	
TRBJ1-3	
TRBVA	
TRBV26	
OR6W1P	Hs2.339818.1.S1_3p_at
TRBV4-1	
TRBC2	g3002924_3p_s_at
TRBC2	211796_3p_s_at
CUBNP2	
MARCHF8	Hs.306654.0.S1_3p_at
MARCHF8	Hs.288156.0.S1_3p_s_at
MARCHF8	
TRBV8-1	
TRBV22-1	
TRBV10-3	
TRBJ1-1	
TRBJ2-3	
CCL4	g4506844_3p_at
OR6D1P	
TRBV7-5	
	Hs.125869.0.A1_3p_at
TRBJ2-5	
LINC01238	Hs2.372194.1.A1_3p_at
LINC01238	
ANKRD30BP3	
TRBV5-6	
OR13A1	
TRBV12-2	
	Hs2.134090.1.A1_3p_at
TRBV6-4	
ALOX5	Hs.89499.2.S1_3p_a_at
ALOX5	Hs.89499.0.A1_3p_a_at
ALOX5	g4502056_3p_a_at
ALOX5	
TRBJ1-2	
LILRA6	g2662427_3p_x_at
TRBD1	
SERPINF2	
SERPINF2	g11386142_3p_at
TRBJ2-4	
TRBV6-2	
PVALB	g4506334_3p_at
TRBV30	
RN7SL301P	Hs.306738.0.S1_3p_at
TRBV12-3	
RPL13AP	
TRBV3-1	
TRBV8-2	
WBP1LP1	
GNL1	Hs.117406.0.A1_3p_at
GNL1	Hs.231731.0.A1_3p_at
GNL1	g4885288_3p_at
GNL1	g4885288_3p_x_at
GNL1	Hs.170425.0.A1_3p_at
GNL1	
TRBV6-8	
TRBV29-1	
TRBV6-6	
TRBV15	
KEL	g4557690_3p_at
KEL	
CDC42EP5	Hs.29759.1.A1_3p_x_at
CDC42EP5	Hs.29759.1.A1_3p_at
CDC42EP5	227850_3p_x_at
CDC42EP5	
HLA-DQB3	
TAP1	g9665247_3p_a_at
CES1	g688112_3p_at
CES1	
LRRC37A	Hs.190488.2.A1_3p_a_at
LRRC37A	g8922238_3p_at
ZC3H3	
PYCR3	g12751492_3p_at
PYCR3	
RN7SL105P	
RPL15P4	
TRIM26	g4508004_3p_at
TRIM26	
VWA7	g13376861_3p_at
VWA7	
LRRC37A3	Hs.190488.2.A1_3p_a_at
LRRC37A3	g8922238_3p_at
EGFL8	g2501962_3p_at
EGFL8	g13449286_3p_s_at
TAMM41	
EEF1D	Hs.223241.1.A1_3p_x_at
EEF1D	g4503478_3p_x_at
EEF1D	
RNU6-1207P	
TNXB	
OR2H1	Hs.307112.0.S1_3p_at
OR2H1	Hs2.434408.1.S1_3p_at
OR2H1	Hs2.434409.1.A1_3p_s_at
OR2H1	216817_3p_s_at
OR2H1	Hs2.434409.1.A1_3p_at
OR2H1	Hs.307112.0.S1_3p_s_at
OR2H1	
TRIM15	36742_3p_at
TRIM15	g4096653_3p_a_at
TRIM15	210177_3p_at
TRIM15	g4096653_3p_s_at
TRIM15	g12407434_3p_a_at
TRIM15	
DDT	g5453630_3p_s_at
DDT	202929_3p_s_at
DDT	
PATL2	
TRIM69	Hs.169810.0.S1_3p_at
TRIM69	Hs2.374986.1.S1_3p_at
TRIM69	
MARK2P14	
NUP210P2	
	g7770214_3p_s_at
	Hs2.351292.1.A1_3p_s_at
	Hs2.351292.1.A1_3p_at
	Hs2.321170.2.S1_3p_s_at
	1555964_3p_at
	Hs2.351292.1.A1_3p_x_at
LTA	g6806892_3p_at
DDR1	
HCG4B	
HCG27	Hs2.376038.1.S1_3p_at
RPS26P8	g4506708_3p_a_at
KIF5C	Hs.6641.0.S1_3p_a_at
KIF5C	Hs.6641.0.S1_3p_s_at
KIF5C	Hs2.433032.1.S1_3p_at
KIF5C	
OR12D1	
NRM	Hs.57222.0.S1_3p_at
POMZP3	g12653432_3p_s_at
POMZP3	
GSTT1	g4504184_3p_at
GSTT1	
GSTT1	232193_3p_at
GSTT1	Hs.268573.0.S1_3p_x_at
GSTT1	Hs.268573.0.S1_3p_at
TNXB	Hs.169886.1.S1_3p_s_at
LILRA1	
LILRA1	g5803065_3p_a_at
LILRA1	g2653864_3p_at
LILRA1	g2653864_3p_x_at
TC2N	Hs.57787.0.A1_3p_at
TC2N	Hs2.57787.1.S1_3p_s_at
TC2N	
HCG27	
ARL17B	Hs2.321170.2.S1_3p_x_at
ARL17B	1554245_3p_x_at
ARL17B	Hs2.321170.2.S1_3p_at
ABR-AS1	
TRARG1	Hs.146059.0.A1_3p_at
PPT2	
PPT2	g2501960_3p_a_at
PPT2	g2501962_3p_at
