hgnc_symbol	affy_hta_2_0
	TC03002178.hg
	TC03003305.hg
LENG1	TC19001835.hg
LINC01623	TC6_apd_hap1000052.hg
LINC01623	TC6_mcf_hap5000192.hg
LINC01623	TC6_qbl_hap6000204.hg
LINC01623	TC6_cox_hap2000114.hg
LINC01623	TC6_ssto_hap7000096.hg
LINC01623	TC6_apd_hap1000114.hg
LINC01623	TC6_qbl_hap6000105.hg
LINC01623	TC6_mcf_hap5000097.hg
LINC01623	TC6_ssto_hap7000184.hg
LINC01623	TC6_dbb_hap3000204.hg
LINC01623	TC6_dbb_hap3000103.hg
LINC01623	TC06003562.hg
LINC01623	TC6_mann_hap4000092.hg
LINC01623	TC06001471.hg
LINC01623	TC6_mann_hap4000179.hg
ICE2P1	
LINC01060	
LINC01060	TC04000927.hg
LINC01060	TC04002386.hg
LINC01015	TC6_cox_hap2000016.hg
LINC01015	TC06000319.hg
LINC01015	TC6_mann_hap4000174.hg
LINC01015	TC6_qbl_hap6000199.hg
LINC01015	TC6_mcf_hap5000011.hg
LINC01015	TC6_dbb_hap3000197.hg
LINC01015	TC6_cox_hap2000212.hg
LINC01015	TC6_mcf_hap5000186.hg
LINC01015	TC6_apd_hap1000012.hg
LINC01015	TC06002685.hg
LINC01015	TC6_qbl_hap6000011.hg
LINC01015	TC6_dbb_hap3000012.hg
LINC01015	TC6_apd_hap1000108.hg
LINC01015	TC6_ssto_hap7000177.hg
LINC01015	TC6_mann_hap4000013.hg
LINC01015	TC6_ssto_hap7000014.hg
OR2B3	TC6_qbl_hap6000109.hg
OR2B3	TC06001481.hg
OR2B3	TC6_mann_hap4000096.hg
OR2B3	TC6_cox_hap2000118.hg
OR2B3	TC6_dbb_hap3000106.hg
OR2B3	TC6_mcf_hap5000100.hg
OR2B3	TC6_ssto_hap7000100.hg
OR2B3	TC6_apd_hap1000056.hg
	TC6_apd_hap1000033.hg
	TC6_mann_hap4000047.hg
	TC6_cox_hap2000053.hg
	TC06000355.hg
	TC6_mcf_hap5000040.hg
	TC6_dbb_hap3000046.hg
	TC6_qbl_hap6000046.hg
	TC06002703.hg
LAIR1	
MTX1P1	TC01001297.hg
RPL7AP27	
SCAMP3	
SCAMP3	TC01003310.hg
LST1	
DENND11	TC07001930.hg
LMNTD2-AS1	TC11000020.hg
LMNTD2-AS1	TC11002489.hg
	TC03002752.hg
RASSF7	TC11000021.hg
RASSF7	
NLRP7	TC19001853.hg
	TC07001931.hg
	TC07003201.hg
RPS9	TC19002231.hg
PCGF7P	
ZNF729	
	TC01005849.hg
ZNF676	TC19001358.hg
ZNF676	
GBA	TC01006304.hg
GBA	
	TC19002399.hg
ZNF92P2	
MTDHP5	
VN1R85P	
BNIP3P31	
BNIP3P30	
LILRA2	
LILRA2	TC19002652.hg
SSBP1	
SSBP1	TC07000892.hg
DLL1	TC06002342.hg
DLL1	
CDHR5	TC11001242.hg
CDHR5	TC11002983.hg
CDHR5	
OR8U9	ADDON002532.hg
OR8J2	
FAM8A2P	
NAA50P1	
OSCAR	TC19001831.hg
OR8U8	ADDON002448.hg
OR8L1P	
OR5T3	TC11000448.hg
OR5T2	ADDON002642.hg
LINC01624	
LINC01624	TC06003238.hg
LINC01624	TC06001198.hg
OR8K2P	
OR8I1P	
OR8K3	TC11000450.hg
OR8H1	ADDON002637.hg
OR8H1	TC11001775.hg
OR5T1	ADDON002640.hg
RPL5P29	
OR8K1	ADDON002653.hg
OR8J1	TC11000452.hg
SMN1	
SMN1	TC05002424.hg
TFPT	TC19001832.hg
OR2J3	
	TC05002422.hg
	TC05003447.hg
	TC05003058.hg
	TC05001459.hg
HLA-H	TC6_qbl_hap6000219.hg
HLA-H	TC6_mcf_hap5000207.hg
HLA-H	TC6_apd_hap1000017.hg
HLA-H	TC6_mann_hap4000020.hg
HLA-H	TC6_dbb_hap3000214.hg
HLA-H	TC06002690.hg
HLA-H	TC6_cox_hap2000023.hg
HLA-H	TC6_ssto_hap7000217.hg
MICB	TC6_cox_hap2000235.hg
MICB	TC6_qbl_hap6000239.hg
MICB	TC06000366.hg
MICB	TC6_apd_hap1000034.hg
MICB	TC6_dbb_hap3000053.hg
MICB	TC6_mann_hap4000216.hg
MICB	TC6_mcf_hap5000048.hg
MICB	TC6_ssto_hap7000189.hg
LINC02197	TC05001461.hg
LINC02197	TC05003063.hg
DEFB104B	TC08000048.hg
DEFB104B	TC08000922.hg
AGK	
	TC05001462.hg
	TC05001201.hg
SERF1A	
SERF1A	TC05000325.hg
SERF1A	TC05000316.hg
DEFB105B	TC08000038.hg
DEFB105B	TC08000928.hg
DEFB105B	TC08002199.hg
PRPF31	TC19000872.hg
PRR23D1	TC08000040.hg
PRR23D1	TC08000926.hg
WEE2	TC07000890.hg
WEE2	TC07002626.hg
WEE2	TC07000891.hg
DEFB4B	TC08000051.hg
DEFB4B	TC08000919.hg
	TC19001845.hg
FAM90A7	TC08000045.hg
FAM90A7	TC08000044.hg
FAM90A7	TC08000042.hg
FAM90A7	TC08000046.hg
FAM90A7	TC08002632.hg
FAM90A7	TC08000029.hg
FAM90A7	TC08002634.hg
FAM90A7	TC08000030.hg
FAM90A7	TC08000043.hg
FAM90A7	TC08000041.hg
FAM90A7	TC08000031.hg
LILRB1	TC19002654.hg
LILRB1	
DEFB103B	TC08000920.hg
DEFB103B	TC08000050.hg
	ADDON002425.hg
	TC07000891.hg
DEFB108C	TC08000036.hg
FAM90A22	TC08000925.hg
FAM90A22	TC08000045.hg
FAM90A22	TC08000032.hg
FAM90A22	TC08000044.hg
FAM90A22	TC08000042.hg
FAM90A22	TC08000046.hg
FAM90A22	TC08000029.hg
FAM90A22	TC08000030.hg
FAM90A22	TC08000043.hg
FAM90A22	TC08000041.hg
FAM90A22	TC08000031.hg
OR7E157P	
HSPD1P3	
FAM90A21P	TC08000045.hg
FAM90A21P	TC08000044.hg
FAM90A21P	TC08000042.hg
FAM90A21P	TC08000046.hg
FAM90A21P	TC08000029.hg
FAM90A21P	TC08002634.hg
FAM90A21P	TC08000030.hg
FAM90A21P	TC08000043.hg
FAM90A21P	TC08000041.hg
FAM90A21P	TC08000031.hg
ZNF705G	TC11002046.hg
ZNF705G	TC08000918.hg
ZNF705G	TC08000052.hg
NDUFA3	
HCN3	TC01001298.hg
HCN3	
DEFB107B	TC08000927.hg
DEFB107B	TC08000039.hg
OR2U2P	
TRIM10	TC6_ssto_hap7000114.hg
TRIM10	TC6_qbl_hap6000123.hg
TRIM10	TC6_mcf_hap5000113.hg
TRIM10	TC6_mann_hap4000111.hg
TRIM10	TC6_cox_hap2000133.hg
TRIM10	TC6_apd_hap1000069.hg
TRIM10	TC6_dbb_hap3000122.hg
TRIM10	TC06001498.hg
FAM90A6P	TC08000045.hg
FAM90A6P	TC08000044.hg
FAM90A6P	TC08000042.hg
FAM90A6P	TC08000046.hg
FAM90A6P	TC08002632.hg
FAM90A6P	TC08000029.hg
FAM90A6P	TC08002634.hg
FAM90A6P	TC08000030.hg
FAM90A6P	TC08000043.hg
FAM90A6P	TC08000041.hg
FAM90A6P	TC08000031.hg
SPAG11B	
SPAG11B	TC08000921.hg
	TC11000024.hg
SCT	TC11001243.hg
FAM189B	TC01003309.hg
FAM189B	
PTDSS2	
PTDSS2	TC11000017.hg
DEFB106B	TC08000047.hg
DEFB106B	TC08000923.hg
MICG	
RNF39	TC6_mann_hap4000108.hg
RNF39	TC6_apd_hap1000066.hg
RNF39	TC06001493.hg
RNF39	TC6_qbl_hap6000120.hg
RNF39	TC6_mcf_hap5000110.hg
RNF39	TC6_ssto_hap7000111.hg
RNF39	TC6_dbb_hap3000119.hg
RNF39	TC6_cox_hap2000130.hg
FAM66B	
FAM90A23	TC08000045.hg
FAM90A23	TC08000032.hg
FAM90A23	TC08000044.hg
FAM90A23	TC08000042.hg
FAM90A23	TC08000932.hg
FAM90A23	TC08000046.hg
FAM90A23	TC08000029.hg
FAM90A23	TC08002633.hg
FAM90A23	TC08000030.hg
FAM90A23	TC08000043.hg
FAM90A23	TC08000041.hg
FAM90A23	TC08000031.hg
ZNF90P2	
MUC21	TC6_cox_hap2000051.hg
MUC21	TC06000353.hg
MUC21	TC6_dbb_hap3000044.hg
MUC21	TC6_mann_hap4000046.hg
MUC21	TC6_apd_hap1000031.hg
MUC21	TC6_qbl_hap6000044.hg
MUC21	TC6_mcf_hap5000038.hg
HCG15	TC6_dbb_hap3000001.hg
HCG15	TC6_mann_hap4000002.hg
HCG15	TC6_ssto_hap7000003.hg
HCG15	TC6_apd_hap1000002.hg
HCG15	TC06000306.hg
HCG15	TC6_cox_hap2000005.hg
HCG15	TC6_qbl_hap6000003.hg
TRIM31-AS1	TC6_apd_hap1000023.hg
TNF	TC6_ssto_hap7000054.hg
TNF	TC6_dbb_hap3000058.hg
TNF	TC6_cox_hap2000067.hg
TNF	TC06000371.hg
TNF	TC6_apd_hap1000036.hg
TNF	TC6_mann_hap4000059.hg
TNF	TC6_qbl_hap6000058.hg
TNF	TC6_mcf_hap5000053.hg
TNF	TC06002714.hg
OR11A1	TC06003566.hg
OR11A1	TC6_apd_hap1000057.hg
OR11A1	TC6_qbl_hap6000110.hg
OR11A1	TC6_mann_hap4000212.hg
OR11A1	TC6_cox_hap2000246.hg
OR11A1	TC6_ssto_hap7000215.hg
OR11A1	TC6_mcf_hap5000229.hg
OR11A1	TC6_dbb_hap3000109.hg
OR11A1	TC06004148.hg
	TC07002086.hg
	TC07000001.hg
LINC03015	TC07001069.hg
LINC03015	
PRAMEF5	TC01006426.hg
PRAMEF5	TC01000170.hg
PRAMEF5	TC01006427.hg
	TC07002737.hg
FAM20C	
MOG	
LINC03014	TC07002089.hg
LINC03014	TC07000002.hg
	TC07002734.hg
	TC07001068.hg
	TC07001070.hg
	TC07002090.hg
	TC07000003.hg
PRAMEF22	TC01002219.hg
PRAMEF22	TC01002222.hg
PRAMEF18	TC01000168.hg
BTG3-AS1	
BTG3-AS1	TC21000595.hg
BTG3	
	TC01005271.hg
	TC01002220.hg
PRAMEF8	TC01000166.hg
PRAMEF8	TC01002226.hg
PRAMEF8	TC01002229.hg
LILRA5	TC19002719.hg
LILRA5	
MBOAT7	
HNRNPCL2	TC01002221.hg
RPS17P1	
OR5V1	TC6_mcf_hap5000228.hg
OR5V1	ADDON002503.hg
OR5V1	TC6_mann_hap4000211.hg
OR5V1	TC6_dbb_hap3000108.hg
OR5V1	TC6_ssto_hap7000214.hg
OR5V1	TC06004147.hg
OR5V1	TC6_cox_hap2000247.hg
	TC21000300.hg
	TC21000832.hg
	ADDON000609.hg
	TC21000833.hg
	ADDON000608.hg
PRAMEF25	TC01002222.hg
MICD	
OR2G1P	
WASF5P	
PTMAP1	
HLA-V	TC6_mcf_hap5000016.hg
HLA-V	TC6_dbb_hap3000017.hg
HLA-V	TC6_ssto_hap7000017.hg
HLA-V	TC6_mann_hap4000018.hg
HLA-V	TC6_qbl_hap6000016.hg
HLA-V	TC6_apd_hap1000016.hg
HLA-V	TC06000325.hg
HLA-V	TC6_cox_hap2000021.hg
HLA-V	
HNRNPCL4	ADDON000032.hg
PRAMEF33	TC01000175.hg
PRAMEF33	TC01004190.hg
PRAMEF33	TC01002217.hg
PRAMEF9	TC01000171.hg
PRAMEF9	TC01002219.hg
	TC6_cox_hap2000010.hg
	TC06000313.hg
	TC6_ssto_hap7000008.hg
	TC6_apd_hap1000007.hg
	TC6_mann_hap4000007.hg
	TC6_dbb_hap3000006.hg
LY6G6F	
	TC17000815.hg
	TC17002341.hg
	TC01000167.hg
	TC01002224.hg
MYL6P5	TC17000816.hg
TMEM183AP1	
PSORS1C1	
PSORS1C1	TC6_mcf_hap5000041.hg
PSORS1C1	TC6_mann_hap4000048.hg
PSORS1C1	TC6_cox_hap2000054.hg
PSORS1C1	TC6_qbl_hap6000047.hg
PSORS1C1	TC6_dbb_hap3000047.hg
PSORS1C1	TC06000357.hg
HLA-T	
HLA-DRA	TC06000399.hg
HLA-DRA	TC6_qbl_hap6000081.hg
HLA-DRA	TC6_mcf_hap5000075.hg
HLA-DRA	TC6_mann_hap4000074.hg
HLA-DRA	TC6_cox_hap2000090.hg
HLA-DRA	TC6_ssto_hap7000076.hg
HLA-DRA	TC6_dbb_hap3000083.hg
PPP1R11	
PPP1R11	TC6_mann_hap4000025.hg
BTNL2	TC6_ssto_hap7000161.hg
BTNL2	TC6_dbb_hap3000178.hg
BTNL2	TC6_mann_hap4000157.hg
BTNL2	TC06001566.hg
BTNL2	TC6_mcf_hap5000167.hg
BTNL2	TC06003600.hg
BTNL2	TC6_qbl_hap6000181.hg
BTNL2	TC6_apd_hap1000100.hg
BTNL2	TC6_cox_hap2000192.hg
TOMM40P4	
CDRT15P3	TC02002354.hg
	TC02000862.hg
RPL7P4	
TRIM31-AS1	TC6_ssto_hap7000024.hg
TRIM31-AS1	TC06000332.hg
TRIM31-AS1	TC6_mcf_hap5000020.hg
TRIM31-AS1	TC6_qbl_hap6000024.hg
TRIM31-AS1	TC6_cox_hap2000031.hg
TRIM31-AS1	TC6_dbb_hap3000024.hg
TRIM31-AS1	TC6_mann_hap4000026.hg
RPL7AP7	
LTB	TC6_mann_hap4000136.hg
LTB	TC6_ssto_hap7000131.hg
LTB	TC6_qbl_hap6000151.hg
LTB	TC06001530.hg
LTB	TC6_cox_hap2000159.hg
LTB	TC06003592.hg
LTB	TC6_apd_hap1000081.hg
LTB	TC6_mcf_hap5000136.hg
LTB	TC06003591.hg
LTB	TC6_dbb_hap3000148.hg
CEACAM4	
CEACAM4	TC19002489.hg
CEACAM4	TC19001559.hg
LINC01556	TC6_ssto_hap7000002.hg
LINC01556	TC6_mann_hap4000001.hg
LINC01556	TC6_qbl_hap6000002.hg
LINC01556	TC6_cox_hap2000004.hg
LINC01556	TC06000302.hg
LINC01556	TC6_mcf_hap5000002.hg
	TC6_ssto_hap7000164.hg
	TC6_cox_hap2000194.hg
TMPOP1	
PSMB9	
PSMB9	TC6_qbl_hap6000215.hg
PSMB9	TC6_dbb_hap3000226.hg
PSMB9	TC06004082.hg
PSMB9	TC6_mcf_hap5000202.hg
PSMB9	TC6_ssto_hap7000193.hg
PSMB9	TC6_mann_hap4000190.hg
PSMB9	TC6_apd_hap1000122.hg
PSMB9	TC6_cox_hap2000259.hg
CEACAMP3	TC19002144.hg
CEACAMP3	TC19000582.hg
CEACAMP3	
PLEKHA3P1	
DNAJC19P2	
CEACAM21	
LILRA3	TC19002615.hg
LILRA3	
GOLGA6L24P	TC15001093.hg
GOLGA6L24P	TC15000139.hg
GOLGA6L24P	TC15001059.hg
GOLGA6L24P	TC15000026.hg
GOLGA6L24P	TC15001012.hg
FAM189A1	TC15001107.hg
FAM189A1	
ATP23	
ATP23	TC12000547.hg
GABBR1	TC6_mcf_hap5000214.hg
GABBR1	TC6_qbl_hap6000226.hg
GABBR1	TC6_mann_hap4000197.hg
GABBR1	TC6_apd_hap1000125.hg
GABBR1	TC6_dbb_hap3000227.hg
GABBR1	TC6_cox_hap2000248.hg
GABBR1	TC06004112.hg
GABBR1	
RPS9	TC19000875.hg
RPS9	
DNAJC19P3	
TPM3P5	
	TC19002705.hg
RNA5-8SN4	
LINC01480	
LINC01480	TC19002141.hg
CEACAM7	
NLRP7	
PTPRN2	
MPHOSPH10P7	
	TC19002142.hg
IFITM4P	TC6_ssto_hap7000106.hg
IFITM4P	TC6_dbb_hap3000205.hg
IFITM4P	TC6_cox_hap2000222.hg
IFITM4P	TC6_dbb_hap3000114.hg
IFITM4P	TC6_mann_hap4000103.hg
IFITM4P	TC6_mann_hap4000180.hg
IFITM4P	TC6_cox_hap2000125.hg
IFITM4P	TC6_qbl_hap6000115.hg
IFITM4P	TC6_ssto_hap7000185.hg
IFITM4P	TC6_mcf_hap5000107.hg
IFITM4P	TC06001488.hg
IFITM4P	TC06003570.hg
IFITM4P	TC6_qbl_hap6000205.hg
LINC02403	TC12000548.hg
APBA2	
GIHCG	TC12001640.hg
GIHCG	
	TC19002488.hg
RN7SKP65	TC12001641.hg
LILRB2	
HLA-G	TC6_ssto_hap7000218.hg
HLA-G	TC6_cox_hap2000022.hg
HLA-G	TC6_qbl_hap6000017.hg
HLA-G	TC06004065.hg
HLA-G	TC06002689.hg
HLA-G	
KIR3DX1	TC19002233.hg
KIR3DX1	TC19000880.hg
KIR3DX1	
LILRA6	
ZFP57	
OR2H5P	
OR5V1	
GPR53P	
OR2J2	TC6_cox_hap2000009.hg
OR2J2	TC6_qbl_hap6000007.hg
OR2J2	TC6_dbb_hap3000005.hg
OR2J2	TC06002680.hg
OR2J2	TC06000312.hg
OR2J2	TC6_ssto_hap7000007.hg
OR2J2	TC6_mann_hap4000006.hg
OR2J2	TC6_apd_hap1000006.hg
OR2J2	TC6_mcf_hap5000005.hg
HLA-DRB9	
MSH5-SAPCD1	TC6_ssto_hap7000064.hg
MSH5-SAPCD1	TC6_apd_hap1000038.hg
MSH5-SAPCD1	TC06002717.hg
MSH5-SAPCD1	
PHLDA2	TC11001286.hg
CARS1	TC11001289.hg
CARS1	TC11003010.hg
CARS1	
FAM138D	TC12000001.hg
FAM138D	TC01005179.hg
FAM138D	TC12002165.hg
FAM138D	TC02003520.hg
FAM138D	TC19002274.hg
FAM138D	TC02000730.hg
	TC12001075.hg
	TC12001077.hg
IQSEC3	ADDON000607.hg
IQSEC3	TC12000003.hg
IQSEC3	
CTSO	TC04001670.hg
HERC2	TC15002126.hg
HERC2	TC15000141.hg
HERC2	TC15000140.hg
HERC2	
MROH5	
SPPL2C	TC17000591.hg
SPPL2C	TC17_ctg5_hap1000020.hg
ASIC5	TC04001669.hg
RPS7P11	18670227
	ADDON002282.hg
	TC17_ctg5_hap1000029.hg
	TC17002877.hg
	TC17_ctg5_hap1000022.hg
	TC17000590.hg
TDO2	
TDO2	TC04000789.hg
MAS1LP1	
LINC01300	TC08000797.hg
LINC01300	TC08002135.hg
HCG4	
DDX11L8	
SUMO2P1	
MDC1-AS1	TC6_apd_hap1000028.hg
MDC1-AS1	TC6_cox_hap2000044.hg
MDC1-AS1	TC6_qbl_hap6000037.hg
MDC1-AS1	TC6_dbb_hap3000037.hg
MDC1-AS1	TC6_mann_hap4000039.hg
MDC1-AS1	TC06000346.hg
MDC1-AS1	TC6_mcf_hap5000031.hg
MDC1-AS1	TC6_ssto_hap7000037.hg
	TC08001693.hg
	TC08002555.hg
ZNRD1ASP	
ZNRD1ASP	TC6_dbb_hap3000118.hg
ZNRD1ASP	TC6_apd_hap1000065.hg
ZNRD1ASP	TC6_qbl_hap6000119.hg
ZNRD1ASP	TC6_mcf_hap5000109.hg
ZNRD1ASP	TC6_cox_hap2000129.hg
ZNRD1ASP	TC6_ssto_hap7000110.hg
ZNRD1ASP	TC6_mann_hap4000107.hg
HNRNPA1P38	
	TC12001076.hg
	TC12002698.hg
PTP4A3	TC08000798.hg
PTP4A3	
SLC39A11	
KANSL1-AS1	TC17_ctg5_hap1000025.hg
KANSL1-AS1	TC17_ctg5_hap1000016.hg
KANSL1-AS1	TC17002242.hg
KANSL1-AS1	TC17000596.hg
KANSL1-AS1	TC17_ctg5_hap1000023.hg
TFPT	
WHAMMP2	
WHAMMP2	TC15002108.hg
WHAMMP2	TC15000150.hg
IQSEC3-AS1	TC12001078.hg
IQSEC3-AS1	TC12002699.hg
MAPK8IP1P2	TC17002674.hg
MAPK8IP1P2	TC17001608.hg
MAPK8IP1P2	TC17_ctg5_hap1000007.hg
WASH8P	TC15002420.hg
WASH8P	TC02003521.hg
WASH8P	TC12002166.hg
WASH8P	TC12000002.hg
NSFP1	TC17000598.hg
NSFP1	TC17_ctg5_hap1000010.hg
NSFP1	TC17002247.hg
NSFP1	TC17_ctg5_hap1000015.hg
NSFP1	TC17000600.hg
NSFP1	TC17002245.hg
RPL32P1	
OR2J1	TC6_mcf_hap5000004.hg
SLC5A8	TC12001873.hg
WNT3	TC17001615.hg
WNT3	TC17002678.hg
WNT3	ADDON001990.hg
ABCB10P3	
DDX39BP1	
HCG4P8	
	ADDON000607.hg
GOLGA8G	TC15000035.hg
GOLGA8G	TC15001102.hg
GOLGA8G	TC15002072.hg
GOLGA8G	TC15000039.hg
GOLGA8G	TC15002434.hg
GOLGA8G	TC15000134.hg
GOLGA8G	TC15000010.hg
GOLGA8G	TC15001044.hg
GOLGA8G	TC15002104.hg
GOLGA8G	TC15001098.hg
GOLGA8G	TC15000193.hg
GOLGA8G	TC15000184.hg
DHX16	
DHX16	TC6_ssto_hap7000119.hg
DHX16	TC6_dbb_hap3000127.hg
DHX16	TC6_mann_hap4000116.hg
DHX16	TC06003577.hg
DHX16	TC6_mcf_hap5000117.hg
DHX16	TC06001504.hg
DHX16	TC6_apd_hap1000074.hg
DHX16	TC6_cox_hap2000138.hg
DLGAP2-AS1	TC08000886.hg
DLGAP2-AS1	TC08002175.hg
GPR20	TC08001694.hg
DLGAP2	TC08000007.hg
DND1P1	ADDON001082.hg
DND1P1	ADDON002282.hg
ANO4	
ARHGAP27	TC17_ctg5_hap1000011.hg
ARHGAP27	TC17001600.hg
ARHGAP27	TC17_ctg5_hap1000012.hg
ARHGAP27	
	TC08000799.hg
APOM	TC06000377.hg
APOM	TC6_dbb_hap3000063.hg
APOM	TC6_ssto_hap7000059.hg
APOM	TC6_cox_hap2000072.hg
APOM	TC6_mcf_hap5000058.hg
APOM	TC6_mann_hap4000063.hg
APOM	TC6_qbl_hap6000063.hg
	TC09002588.hg
	TC09001197.hg
MAMDC2-AS1	TC09001196.hg
MAMDC2	TC09000323.hg
MAMDC2	
	TC12001874.hg
HLA-K	TC6_apd_hap1000110.hg
HLA-K	TC6_cox_hap2000214.hg
HSPA1B	TC6_cox_hap2000079.hg
HSPA1B	TC6_dbb_hap3000070.hg
HSPA1B	TC06000385.hg
HSPA1B	TC6_apd_hap1000040.hg
HSPA1B	TC6_qbl_hap6000070.hg
HSPA1B	TC06000384.hg
	TC19001838.hg
	TC19002578.hg
	TC19002234.hg
HERC2P1	TC15002103.hg
HERC2P1	TC15002062.hg
HERC2P1	TC15002101.hg
	TC09001198.hg
HSP90AA4P	TC04002393.hg
HSP90AA4P	TC04000932.hg
OCA2	TC15001091.hg
OCA2	TC15002449.hg
OCA2	
	TC04002396.hg
	TC04000933.hg
C4B_2	TC06004079.hg
C4B_2	TC06002720.hg
C4B_2	TC6_ssto_hap7000201.hg
C4B_2	TC6_cox_hap2000227.hg
C4B_2	TC6_qbl_hap6000208.hg
C4B_2	TC6_dbb_hap3000078.hg
C4B_2	TC6_dbb_hap3000224.hg
C4B_2	TC6_mcf_hap5000197.hg
C4B_2	TC6_ssto_hap7000071.hg
C4B_2	TC6_mcf_hap5000068.hg
C4B_2	TC06004080.hg
C4B_2	
LILRB2	TC19002579.hg
LILRB2	TC19001842.hg
RPH3AL-AS2	
RPH3AL-AS1	TC17001992.hg
RPH3AL-AS1	TC17000001.hg
RPH3AL	
	TC15002103.hg
	TC15002062.hg
	TC15002101.hg
RPL5P32	
PDCD6IPP2	
ABCB10P4	
GOLGA8M	TC15001102.hg
GOLGA8M	TC15001104.hg
GOLGA8M	TC15000157.hg
GOLGA8M	TC15002451.hg
GOLGA8M	TC15000030.hg
GOLGA8M	TC15002116.hg
GOLGA8M	TC15000193.hg
GOLGA8M	TC15000184.hg
GOLGA8M	TC15002804.hg
GOLGA8M	TC15002071.hg
GOLGA8M	TC15002452.hg
	ADDON002298.hg
	ADDON000897.hg
	TC06000757.hg
	ADDON001517.hg
	TC15001109.hg
	TC15002455.hg
NSMCE3	ADDON002908.hg
NSMCE3	TC15001108.hg
HERC2P9	TC15002437.hg
HERC2P9	TC15000144.hg
HERC2P9	TC15002105.hg
HERC2P9	TC15001011.hg
HERC2P9	TC15001058.hg
HERC2P9	TC15000141.hg
HERC2P9	TC15000142.hg
HERC2P9	TC15000143.hg
HERC2P9	TC15002423.hg
HERC2P9	
RPL41P2	TC12001813.hg
RPL41P2	TC20000146.hg
RPL41P2	TC15000130.hg
GOLGA6L25P	TC15001093.hg
GOLGA6L25P	TC15000139.hg
GOLGA6L25P	TC15001059.hg
GOLGA6L25P	TC15000026.hg
GOLGA6L25P	TC15001012.hg
	TC15000151.hg
GOLGA8F	
GOLGA8F	TC15000035.hg
GOLGA8F	TC15001102.hg
GOLGA8F	TC15002072.hg
GOLGA8F	TC15000039.hg
GOLGA8F	TC15002434.hg
GOLGA8F	TC15000134.hg
GOLGA8F	TC15000010.hg
GOLGA8F	TC15001044.hg
GOLGA8F	TC15002104.hg
GOLGA8F	TC15001098.hg
GOLGA8F	TC15000193.hg
GOLGA8F	TC15000184.hg
OR2U1P	
KIR2DS4	ADDON002295.hg
KIR2DS4	ADDON002294.hg
LINC00533	TC6_cox_hap2000112.hg
LINC00533	TC06001450.hg
LINC00533	TC06003558.hg
MUC2	TC11000039.hg
MUC2	TC11002494.hg
MUC2	
	TC15001175.hg
	TC15000182.hg
	TC15001141.hg
MAPT-IT1	TC17000593.hg
MAPT-IT1	ADDON002283.hg
MAPT-IT1	TC17002240.hg
MAPT-IT1	TC17_ctg5_hap1000019.hg
CHRFAM7A	TC15000160.hg
CHRFAM7A	TC15002805.hg
CHRFAM7A	TC15002754.hg
CHRFAM7A	TC15002115.hg
CHRFAM7A	TC15002122.hg
CHRFAM7A	TC15001136.hg
	TC17002244.hg
	TC09000321.hg
	TC17_ctg5_hap1000003.hg
	TC17001617.hg
	ADDON002281.hg
APBA1	TC09001193.hg
APBA1	TC09002585.hg
APBA1	
OR2H4P	
TRIM26BP	
	TC6_apd_hap1000032.hg
	TC6_dbb_hap3000045.hg
	TC06002702.hg
	TC6_mann_hap4000045.hg
	TC06000354.hg
	TC6_ssto_hap7000040.hg
	TC6_mcf_hap5000039.hg
	TC6_qbl_hap6000045.hg
	TC6_cox_hap2000052.hg
SERPINF1	
WNT9B	
WNT9B	TC17000601.hg
RPSAP2	
PPP1R10	TC6_mcf_hap5000116.hg
PPP1R10	TC6_dbb_hap3000126.hg
PPP1R10	TC6_cox_hap2000137.hg
PPP1R10	TC6_mann_hap4000115.hg
PPP1R10	TC6_qbl_hap6000127.hg
PPP1R10	TC06001502.hg
PPP1R10	TC6_ssto_hap7000118.hg
PPP1R10	
SCARF1	TC17000979.hg
SCARF1	TC17002436.hg
SCARF1	
TTYH1	
TTYH1	TC19000877.hg
MAPT-AS1	TC17_ctg5_hap1000006.hg
MAPT-AS1	TC17002676.hg
MAPT-AS1	ADDON002417.hg
MAPT-AS1	TC17001609.hg
	TC17000585.hg
LINC02210-CRHR1	
	TC15001135.hg
	TC15000202.hg
	TC15002760.hg
MAPK8IP1P1	TC17002674.hg
MAPK8IP1P1	TC17_ctg5_hap1000007.hg
LRRC37A4P	TC17001603.hg
LRRC37A4P	TC17002248.hg
LRRC37A4P	TC17002670.hg
LRRC37A4P	TC17002672.hg
LRRC37A4P	TC17001607.hg
LRRC37A4P	TC17001606.hg
LRRC37A4P	TC17000604.hg
NDUFB9P1	
	TC15000161.hg
	TC15000187.hg
	TC15001138.hg
NSF	TC17000598.hg
NSF	TC17_ctg5_hap1000010.hg
NSF	TC17002247.hg
NSF	TC17_ctg5_hap1000015.hg
NSF	TC17000600.hg
NSF	TC17002245.hg
NSF	
PRH2	TC12000165.hg
	TC15000191.hg
ARHGAP11A	TC15000223.hg
TRBV11-1	TC07003209.hg
TRBV11-1	TC07001954.hg
TAF9	
TRBV7-6	TC07001945.hg
LINC02688	TC11000038.hg
LINC02688	TC11002493.hg
TRBV10-1	TC07003210.hg
TRBV10-1	TC07001955.hg
TRBV5-2	
TRBV7-4	TC07001951.hg
TRBV7-4	TC07003205.hg
TRBV5-5	TC07001947.hg
TRBV5-5	TC07003206.hg
LINC01194	
TRBV11-3	
	TC12001244.hg
TAS2R30	TC12001243.hg
