hgnc_symbol	affy_hta_2_0
FER	
COL22A1	TC08001675.hg
COL22A1	
LVRN	TC05000549.hg
LVRN	
UNC50	TC02000600.hg
UNC50	
RN7SL549P	
RPS29P15	
GIGYF1	TC07001676.hg
GIGYF1	
SLFN5	TC17000396.hg
SLFN5	
RAD51D	TC17001365.hg
RAD51D	TC17002897.hg
RAD51D	TC17002587.hg
RAD51D	
MYO3B	TC02001011.hg
MYO3B	
SDAD1-AS1	TC04000423.hg
CXCL9	TC04001304.hg
	TC03003131.hg
	TC03003418.hg
	TC03003133.hg
PLSCR1	TC03001869.hg
PLSCR1	
MCU	TC10000452.hg
MCU	
CXCL10	TC04001305.hg
	TC07002423.hg
	TC01004501.hg
	TC01000804.hg
	TC07000492.hg
	TC07001129.hg
FAM220A	TC07001130.hg
FAM220A	
CXCL11	TC04002601.hg
CXCL11	TC04001306.hg
RPSAP73	
KLRC1	TC12003273.hg
KLRC1	
DAGLB	
DAGLB	TC07003349.hg
FAM47E	
DIAPH1	
DIAPH1	TC05001870.hg
BEND7	
CALR	TC19000232.hg
CALR	
CYP1A1	TC15001647.hg
	TC04002602.hg
	TC08001676.hg
FAM47E-STBD1	
	TC08000785.hg
	TC08001677.hg
	TC08001678.hg
	TC08000118.hg
TUSC3	
TUSC3	TC08001811.hg
TUSC3	TC08000119.hg
PRDM10-DT	TC11001193.hg
PRDM10-DT	TC11002954.hg
ELOBP2	TC11002450.hg
RPL34P21	
ST14	TC11001195.hg
ST14	
LINC02909	TC12001310.hg
STBD1	
SNX5P1	
RNU6-1000P	TC04001311.hg
	TC04000426.hg
GUF1	TC04000268.hg
GUF1	
CENPUP2	
	TC12001312.hg
BST2	TC19001275.hg
BST2	
NUTM2E	TC10002167.hg
NUTM2E	TC10000616.hg
NUTM2E	TC10000617.hg
NUTM2E	TC10000615.hg
NUTM2E	TC10002166.hg
NUTM2E	TC10000573.hg
NUTM2E	TC10000572.hg
DNAI7	TC12001313.hg
DNAI7	
PLCE1	TC10000670.hg
PLCE1	
PLCE1	TC10000671.hg
KDELR2	
KDELR2	TC07003350.hg
BISPR	
BISPR	TC19002021.hg
BISPR	TC19000334.hg
MAN2C1	
MAN2C1	TC15001665.hg
GNPDA2	
GNPDA2	TC04001157.hg
SLC4A2	
SLC4A2	TC07001012.hg
ZDHHC12-DT	ADDON002401.hg
ZDHHC12-DT	TC09000700.hg
ZFAND6P1	
RUSC2	TC09000185.hg
RUSC2	
RNU6-428P	TC03000787.hg
PLSCR5-AS1	TC03000788.hg
SMC4	TC03000875.hg
SMC4	TC03000874.hg
SMC4	
SMC4	TC03000873.hg
FNIP1	TC05003427.hg
FNIP1	
MVB12A	
MVB12A	TC19002021.hg
MVB12A	TC19000335.hg
CLP1	
CLP1	TC11000470.hg
RPL36AP33	TC09001890.hg
RPL36AP33	TC09000186.hg
FAM166B	TC09001053.hg
FAM166B	
SF1	TC11001911.hg
SF1	TC11003199.hg
SF1	
RPS29P17	
	TC09000839.hg
MIR3621	TC09001760.hg
MIR3621	TC09002868.hg
MRPS2	TC09000796.hg
MRPS2	
ANK2	TC04000584.hg
ANK2	TC04002146.hg
ANK2	
INSL4	TC09000036.hg
INSL4	ADDON002763.hg
RLN2	TC09002388.hg
RLN2	TC09000889.hg
PPM1AP1	
RPL32P19	
HMGN2P31	
RLN1	TC09000890.hg
	TC08000121.hg
	TC08000272.hg
	TC08001880.hg
	TC08000273.hg
PLGRKT	TC09000891.hg
PLGRKT	
	TC08001133.hg
	TC08001134.hg
RNU6-607P	TC08000274.hg
ZNF703	TC08000275.hg
	TC14001872.hg
	TC05003009.hg
	TC08000276.hg
	TC08001882.hg
	TC14001523.hg
RNU6-790P	TC14000775.hg
	TC14001524.hg
NPM1P20	
	TC08001135.hg
	TC14001525.hg
ERLIN2	
ERLIN2	TC08000277.hg
AMER3	TC02000827.hg
AMER3	
RNF152P1	
RN7SL472P	
CD274	TC09000037.hg
CD274	
ZSCAN31	
ZSCAN31	TC06003556.hg
ZSCAN31	TC06001438.hg
HSP90AA1	TC14002169.hg
HSP90AA1	TC14001526.hg
HSP90AA1	
TMEM221	TC19001276.hg
TMEM221	TC19002371.hg
RN7SKP148	TC05000980.hg
RNU6-226P	TC05000983.hg
HRH2	TC05000981.hg
HRH2	TC05000984.hg
	TC19001276.hg
	TC19002371.hg
	TC19001277.hg
LRRTM3	TC10000396.hg
LRRTM3	
NXNL1	TC19001277.hg
BTF3	TC05000352.hg
BTF3	
SPAST	TC02000210.hg
SPAST	
RASIP1	TC19001693.hg
RASIP1	TC19002538.hg
RASIP1	
TAF3	TC10000068.hg
TAF3	TC10001880.hg
GATA3	
GATA3	TC10000070.hg
ETFRF1	TC12000252.hg
ETFRF1	
PDCD1LG2	TC09000038.hg
IRGM	TC05000836.hg
IRGM	
FUT6	TC19001084.hg
FUT6	
	TC09000039.hg
MOB3B	TC09000988.hg
MOB3B	
MAST4	TC05000284.hg
MAST4	
RNU4-67P	TC12001315.hg
FAM133GP	
TUBB4BP1	
IFNK	TC09000125.hg
	TC19000108.hg
	TC19001952.hg
FUT5	TC19002674.hg
MANSC4	TC12001337.hg
	TC09001860.hg
	TC12002445.hg
	TC12000622.hg
RNA5SP462	TC19000003.hg
MADCAM1	
MADCAM1	TC19000004.hg
C9orf72	TC09000990.hg
C9orf72	
METTL24	TC06004135.hg
METTL24	
GATA3-AS1	TC10002457.hg
GATA3-AS1	TC10001023.hg
GATA3-AS1	
MAP7	TC06003871.hg
MAP7	TC06002144.hg
MAP7	TC06003872.hg
	TC10001882.hg
	TC10000069.hg
RN7SKP288	TC10000805.hg
RNA5SP327	TC10000806.hg
	TC10002286.hg
	TC10000807.hg
PPP2R5C	TC14000773.hg
PPP2R5C	
PPP2R5C	ADDON001873.hg
PPP2R5C	ADDON000254.hg
FAHD2P1	
PDCD4	TC10000808.hg
PDCD4	
FOXN4	TC12001948.hg
FOXN4	
BSG	TC19000009.hg
BSG	
LINC01486	TC12001949.hg
LINC01486	TC12003077.hg
	TC12001950.hg
KCTD10	TC12001951.hg
KCTD10	
CTAGE12P	TC09002439.hg
	TC09001861.hg
	TC09002440.hg
	TC09000992.hg
	TC08001136.hg
	TC08002290.hg
KCTD10P1	
PLPBP	
PLPBP	TC08000278.hg
MIR876	TC09000994.hg
MIR873	TC09000995.hg
ME2P1	
LINGO2	TC09002441.hg
LINGO2	TC09000993.hg
LINGO2	TC09002440.hg
LINGO2	TC09002442.hg
LINGO2	TC09000992.hg
LINGO2	
ZBTB34	TC09000661.hg
PCNPP2	
	TC09002070.hg
	TC09000413.hg
S1PR3	TC09002900.hg
S1PR3	TC09002901.hg
DENND2B-AS1	TC11000163.hg
DENND2B-AS1	
SHC3	TC09002636.hg
SHC3	TC09001311.hg
SHC3	TC09002637.hg
SHC3	
RNA5SP330	TC11000164.hg
	TC11001390.hg
MIR4680	
AKIP1	
AKIP1	TC11000165.hg
BBIP1	TC10002834.hg
BBIP1	TC10001660.hg
BBIP1	
UBE3B	TC12000848.hg
UBE3B	
	TC09001312.hg
CKS2	TC09002074.hg
CKS2	TC09000415.hg
MIR3153	TC09000416.hg
RNA5SP290	TC09001410.hg
	TC09000501.hg
	TC09002136.hg
RN7SL794P	
ALG2	TC09002699.hg
ALG2	TC09001411.hg
RNU6-177P	TC07000284.hg
RNU6-177P	TC01003878.hg
RNU6-177P	TC01004037.hg
RNU6-177P	TC07000776.hg
CICP14	
SEC61B	TC09000502.hg
IMP3P2	
RNA5SP242	TC07000780.hg
RNA5SP242	TC12000188.hg
RNA5SP242	TC02000336.hg
RNA5SP242	TC08001415.hg
RNA5SP242	TC07000779.hg
RNA5SP242	TC03002042.hg
RNA5SP243	TC07000780.hg
CALU	TC07002576.hg
CALU	TC07000782.hg
CALU	
RN7SKP225	TC09000503.hg
KRT8P11	TC09000504.hg
NAMA	
NAMA	TC09002700.hg
	TC09000505.hg
	TC09000506.hg
MIR15B	TC03000875.hg
MIR15B	TC03000874.hg
MIR16-2	TC03000875.hg
MIR16-2	TC03000874.hg
ADGRA2	
ADGRA2	TC08000279.hg
TRIM59	
TRIM59	TC03003399.hg
TGFBR1	
TGFBR1	TC09000500.hg
	TC10002287.hg
TGM5	TC15001274.hg
TGM5	
DBN1	TC05002108.hg
DBN1	
SHOC2	TC10000809.hg
SHOC2	TC10002288.hg
SHOC2	
SHOC2	TC10002289.hg
B3GAT3P1	
RNU7-136P	TC03001955.hg
KPNA4	TC03001956.hg
KPNA4	TC03003184.hg
KPNA4	
OR4M2	
C11orf16	TC11001391.hg
C11orf16	
GOLGA6D	TC15001102.hg
GOLGA6D	TC15000693.hg
GOLGA6D	TC15000661.hg
GOLGA6D	TC15001638.hg
GOLGA6D	TC15000692.hg
GOLGA6D	TC15000193.hg
GOLGA6D	TC15000184.hg
TIGD1	ADDON002533.hg
TIGD1	TC02002875.hg
CFAP36	TC02000326.hg
CFAP36	
GRIN2D	TC19000702.hg
BRF2	TC08001137.hg
BRF2	
MGA	TC15002167.hg
MGA	TC15000311.hg
MGA	
FAM83E	18671278
FAM83E	18671280
FAM83E	18671279
FAM83E	18671283
FAM83E	18671277
FAM83E	18671281
FAM83E	18671282
FAM83E	TC19001686.hg
FAM83E	
	TC11001393.hg
TMEM9B	TC11001394.hg
TMEM9B	
TBXA2R	TC19001046.hg
TBXA2R	
IL20RA	TC06002150.hg
IL20RA	
CACTIN-AS1	TC19001941.hg
CACTIN-AS1	TC19000074.hg
GOLGA6C	TC15001102.hg
GOLGA6C	TC15000693.hg
GOLGA6C	TC15000661.hg
GOLGA6C	TC15001638.hg
GOLGA6C	TC15000692.hg
GOLGA6C	TC15000193.hg
GOLGA6C	TC15000184.hg
CACTIN	
CACTIN	TC19001047.hg
	TC08000280.hg
RN7SL81P	
RAB11FIP1	TC08001138.hg
RAB11FIP1	TC08002291.hg
RAB11FIP1	
CCDC136	
CCDC136	TC07000784.hg
SCARNA7	TC03003185.hg
SCARNA7	TC03001957.hg
GOLGA6B	TC15001102.hg
GOLGA6B	TC15000693.hg
GOLGA6B	TC15000661.hg
GOLGA6B	TC15001638.hg
GOLGA6B	TC15000692.hg
GOLGA6B	TC15000193.hg
GOLGA6B	TC15000184.hg
GOLGA6B	
KRT8P12	TC03000876.hg
KRT8P12	TC03002631.hg
RPL6P8	
NRIP3-DT	
NRIP3-DT	TC11000167.hg
ARL14	TC03000878.hg
	TC03000879.hg
PPM1L-DT	TC03003186.hg
MIR4795	TC03001584.hg
SCUBE2	TC11001396.hg
SCUBE2	
PHF2	TC09000450.hg
PHF2	
PCDHGB6	ADDON002607.hg
PCDHGB6	ADDON002847.hg
SGK1	TC06002126.hg
SGK1	
CHMP2B	TC03000461.hg
CHMP2B	
MCTP1	
MCTP1	TC05001604.hg
	TC02001908.hg
UBBP3	
KIF5C-AS1	TC02004632.hg
KIF5C-AS1	TC02002412.hg
RPS20P13	TC02002411.hg
USP8P2	
TXNP5	
ATP10A	TC15001079.hg
ATP10A	
	TC02004758.hg
PIP5K1C	TC19001048.hg
PIP5K1C	
KRT8P25	
CCDC150	TC02001141.hg
CCDC150	
RN7SL709P	
GOT1L1	TC08001139.hg
GOT1L1	
WNT5A	TC03001482.hg
WNT5A	
RPL13AP6	TC10001661.hg
RPL13AP6	TC10002835.hg
MIR548E	TC10000810.hg
ADRA2A	TC10000811.hg
EGR2	
ADRB3	TC08001140.hg
FAM120A	TC09000448.hg
FAM120A	
	TC10001327.hg
RPL12P48	
EIF4EBP1	TC08000281.hg
EIF4EBP1	
TAF5	TC10002264.hg
TAF5	TC10000772.hg
TAF5	
CFAP91	
CFAP91	TC03000612.hg
	TC14001053.hg
FLNC-AS1	TC07001850.hg
SLC25A21-AS1	TC14000236.hg
SLC25A21-AS1	ADDON002354.hg
SLC25A21-AS1	TC14001653.hg
ATP6V1F	TC07000786.hg
	TC08000282.hg
	TC08001883.hg
RNU6-273P	TC14000237.hg
RNU6-886P	TC14001054.hg
	TC14001055.hg
RNU6-988P	TC08000284.hg
	TC08000285.hg
FOXA1	TC14001056.hg
FOXA1	
STAR	TC08001141.hg
STAR	
USP54	
USP54	TC10001411.hg
USP54	TC10001412.hg
ATP6V1FNB	TC07000787.hg
	TC07003161.hg
RN7SL306P	
ODCP	
TPI1P2	TC07002577.hg
TPI1P2	TC07000790.hg
CYCSP20	
TSPAN33	TC07000793.hg
TSPAN33	TC07000794.hg
TSPAN33	
RNY1P11	TC07000794.hg
SMO	TC07000795.hg
SMO	
	TC08000286.hg
LSM1	TC08001142.hg
LSM1	
MIR5691	
KRT8P41	TC11002550.hg
KRT8P41	TC11000168.hg
	TC19002010.hg
DENND5A	TC11001397.hg
DENND5A	
AKAP8	TC19001253.hg
AKAP8	
RNU6-323P	TC08001143.hg
BAG4	
BAG4	TC08000287.hg
KNSTRN	
KNSTRN	TC15000283.hg
PLA2G2F	TC01000255.hg
	TC02002640.hg
OLFM3	TC01002929.hg
OLFM3	
GTF3C3	TC02002642.hg
GTF3C3	
	TC07001853.hg
GLI3	TC07001319.hg
GLI3	
DDHD2	
DDHD2	TC08000288.hg
DDHD2	TC08000289.hg
KTN1-AS1	TC14002023.hg
KTN1-AS1	TC14001161.hg
KTN1-AS1	
RPL21P6	
	TC03001687.hg
PHB1P8	
TBPL2	TC14001160.hg
TBPL2	
RN7SL762P	
RN7SL397P	
CRIP1P1	
AGAP12P	TC10001415.hg
RRP9	TC03001442.hg
GRAMD1A	TC19000454.hg
GRAMD1A	
PTPN20CP	TC10002627.hg
PTPN20CP	TC10001260.hg
PTPN20CP	TC10002628.hg
FRMPD2	TC10001262.hg
FRMPD2	TC10001254.hg
FRMPD2	TC10002618.hg
FRMPD2	TC10001261.hg
FRMPD2	TC10001231.hg
FRMPD2	
	TC03002910.hg
GPR62	TC03000327.hg
VSTM2A	
VSTM2A	TC07000324.hg
PLEKHG4B	TC05000001.hg
PLEKHG4B	TC05000002.hg
PLEKHG4B	ADDON002486.hg
PLEKHG4B	TC05000003.hg
PLEKHG4B	TC05002172.hg
PLEKHG4B	TC05002171.hg
PLEKHG4B	
ABHD14A-ACY1	TC03002341.hg
ABHD14A-ACY1	TC03003358.hg
ABHD14A-ACY1	
C2orf66	TC02002643.hg
	TC02004760.hg
PALS2	
PALS2	TC07000155.hg
PDE6A	TC05001928.hg
PDE6A	
PGAP1	TC02004760.hg
PGAP1	TC02002644.hg
PGAP1	
DPM3	TC01003303.hg
DPM3	ADDON002617.hg
DPM3	ADDON002657.hg
RGS3	
	TC15001985.hg
	TC15002739.hg
RXFP4	ADDON002862.hg
RXFP4	TC01001308.hg
TACC1	TC08001884.hg
TACC1	
	TC15001986.hg
GBP6	TC01000835.hg
	TC15002740.hg
RPL7P5	
	TC15001987.hg
MMAB	TC12003078.hg
MMAB	TC12001952.hg
MMAB	
MMAB	TC12001953.hg
LYSMD4	
NPPB	TC01002205.hg
SBF1P2	
	TC09000757.hg
	TC01000150.hg
	TC01004000.hg
RNU5E-1	TC09000757.hg
RNU5E-1	TC01000150.hg
RNU5E-1	TC01004000.hg
RNU5E-4P	TC01002206.hg
RNU5E-4P	TC05000402.hg
KIAA2013	TC01002207.hg
PLOD1	
PLOD1	TC01000151.hg
RFX2	TC19001088.hg
RFX2	
RFX2	TC19001089.hg
RFX2	TC19001090.hg
MEF2A	TC15002404.hg
MEF2A	TC15000955.hg
MEF2A	
MFFP2	
	TC05001929.hg
DGKB	TC07001154.hg
DGKB	
SLC26A2	TC05000825.hg
SLC26A2	
SLC22A5	TC05000635.hg
SLC22A5	
ACY1	
ACY1	TC03002341.hg
ACY1	TC03003358.hg
RPS6P14	
MAPK8	TC10002063.hg
MAPK8	TC10000322.hg
MAPK8	
HNRNPA3P15	
RPL4P7	
RNU4-32P	TC12001953.hg
RN7SKP250	TC12001954.hg
ZCCHC8	TC12002074.hg
ZCCHC8	
ATP6V1G1P6	
RNU6-183P	TC05001516.hg
	TC05000383.hg
IL1R1	
IL1R1	TC02000620.hg
GDF9	
GDF9	TC05001775.hg
ST7	
ST7	TC07002541.hg
ZDHHC11	TC05003403.hg
ZDHHC11	
SLC25A21	TC14001051.hg
SLC25A21	
MIIP	TC01000153.hg
MIIP	
	TC12002075.hg
PCDHB2	TC05000743.hg
PCDHB2	
RSRC2	TC12002076.hg
RSRC2	TC12003132.hg
RSRC2	
	TC11001398.hg
MLLT1	TC19001091.hg
MLLT1	
TMEM41B	TC11001399.hg
TMEM41B	TC11003048.hg
TMEM41B	
	TC05001867.hg
	TC05003273.hg
H3P40	
MCTP2	
MCTP2	TC15000930.hg
MCTP2	TC15002385.hg
PCDHB3	TC05000744.hg
PCDHB3	ADDON002844.hg
PCDHB3	
	TC14000234.hg
	TC14000235.hg
MIR4503	TC14001052.hg
	TC14001654.hg
PCDHB4	TC05000745.hg
PCDHB4	ADDON002843.hg
MIDEAS	TC14001297.hg
MIDEAS	TC14001296.hg
MIDEAS	
PCDHB5	TC05000746.hg
ACER1	TC19001092.hg
PCDHB6	TC05000747.hg
PCDHB17P	ADDON000013.hg
PCDHB17P	TC05000748.hg
PCDHB17P	TC05002659.hg
SYNE1	
SYNE1	TC06002238.hg
PCDHB7	TC05000749.hg
	TC01002208.hg
PCDHB8	TC05000750.hg
MIR6729	
RN7SL649P	
TNFRSF8	TC01000154.hg
TNFRSF8	
PCDHB16	TC05000751.hg
PCDHB16	
CLPP	TC19000112.hg
CLPP	TC19001953.hg
CLPP	
PCDHB9	
PCDHB9	TC05000752.hg
PCDHB10	TC05000753.hg
PCDHB11	TC05000754.hg
PCDHB12	TC05000755.hg
PRR13P2	
PCDHB13	TC05000756.hg
IPO7	
IPO7	TC11000170.hg
IPO7	TC11000171.hg
ALKBH7	TC19000113.hg
ALKBH7	
PCDHB14	TC05000757.hg
PCDHB18P	TC05002660.hg
PCDHB18P	TC05000758.hg
PCDHB19P	TC05002661.hg
PCDHB19P	TC05000759.hg
PCDHB15	ADDON002508.hg
PCDHB15	TC05000760.hg
GTF2F1	TC19001094.hg
GTF2F1	
RNU6-1138P	TC14000952.hg
RNU6-1046P	TC14000953.hg
SLC22A17	TC14000955.hg
SLC22A17	
TAF7	
TAF7	ADDON002859.hg
TAF7	TC05001869.hg
SLC25A2	TC05001868.hg
TAF9	TC05001438.hg
LINC02852	TC15002717.hg
	TC15000931.hg
MAPK6	
MAPK6	TC15000417.hg
RNU6-777P	TC01002209.hg
RPL23AP89	
MIR7846	
MIR4632	
	TC01000432.hg
	TC10002630.hg
KNTC1	TC12002626.hg
KNTC1	TC12000974.hg
KNTC1	
ARHGAP22	
ARHGAP22	TC10002631.hg
SNORA23	TC11000172.hg
	TC11001400.hg
CD5	TC11000526.hg
CD5	
RBBP4	TC01000433.hg
RBBP4	
HNRNPA0	TC05001819.hg
PKD2L2-DT	
PKD2L2-DT	TC05001820.hg
PKD2L2-DT	TC05001821.hg
MYOT	TC05000689.hg
MYOT	
MIR208A	TC14000958.hg
MIR208B	TC14000960.hg
CEBPE	
CEBPE	TC14000950.hg
	TC14000241.hg
VPS37C	TC11001849.hg
VPS37C	
RNU6-1277P	TC14001057.hg
IL1R1-AS1	TC02002147.hg
LINC00517	TC14001058.hg
LINC00517	TC14001977.hg
IL1RL2	TC02000621.hg
IL1RL2	
	TC14001059.hg
	TC14001060.hg
TTC6	TC14001659.hg
TTC6	TC14001657.hg
TTC6	ADDON001878.hg
TTC6	TC14000240.hg
TTC6	TC14001658.hg
TTC6	ADDON000229.hg
TTC6	
	TC15000224.hg
	TC15002123.hg
	TC15000223.hg
GOLGA8M	TC15002453.hg
PGA3	
PGA3	TC11003453.hg
PGA3	TC11003454.hg
PGA3	TC11000527.hg
GOLGA8R	TC15001102.hg
GOLGA8R	TC15001140.hg
GOLGA8R	TC15002461.hg
GOLGA8R	TC15002121.hg
GOLGA8R	TC15000181.hg
GOLGA8R	TC15000222.hg
GOLGA8R	TC15002131.hg
GOLGA8R	TC15002460.hg
GOLGA8R	TC15001174.hg
GOLGA8R	TC15000193.hg
GOLGA8R	TC15000184.hg
GOLGA8R	TC15002130.hg
FAM183DP	
PKD2L2	
PKD2L2	TC05000692.hg
IL1RL1	TC02004994.hg
IL1RL1	TC02003446.hg
IL1RL1	
MIR6885	
MIR6790	
	TC19000114.hg
MIR3940	
SLC25A41	TC19001096.hg
PPIAP84	
TUBBP1	TC08000239.hg
RBPMS-AS1	TC08002277.hg
RBPMS-AS1	TC08001108.hg
RBPMS-AS1	
SHF	TC15001308.hg
SHF	
ARHGAP22-IT1	TC10002632.hg
ARHGAP22-IT1	TC10001264.hg
	TC10001265.hg
	TC10001266.hg
	TC10002633.hg
RPL13AP19	
RBPMS	TC08001864.hg
RBPMS	
DDX21	TC10000413.hg
DDX21	TC10002105.hg
DDX21	
SLC25A23	
SLC25A23	TC19001097.hg
PGA5	TC11003453.hg
PGA5	TC11003454.hg
PGA5	TC11000527.hg
PGA5	
GOLGA6L7	TC15002454.hg
GOLGA6L7	TC15001105.hg
CT62	TC15001618.hg
CT62	
IK	18670144
IK	18670138
IK	18670143
IK	18670142
IK	18678263
IK	18670157
IK	18670146
IK	TC05000730.hg
IK	18670152
IK	18670149
IK	18670150
IK	18670155
IK	18670147
IK	18670145
IK	18670148
IK	18670154
IK	18670139
IK	18670140
IK	18670141
IK	18670153
IK	18670151
IK	18670156
SDR42E1P5	
MIR4772	TC02000624.hg
	TC02000625.hg
	TC02000626.hg
SLC9A4	TC02000627.hg
SLC9A4	
NR2E3	TC15002263.hg
NR2E3	TC15000650.hg
NR2E3	
PRPF39-DT	TC14001083.hg
PRPF39-DT	TC14001991.hg
PRPF39-DT	TC14001990.hg
	TC02004993.hg
	TC02004990.hg
	TC02003431.hg
PRPF39	
PRPF39	TC14000263.hg
PRPF39	TC14000265.hg
LIPT1	
LIPT1	TC02003430.hg
LIPT1	TC02004992.hg
FBN3	TC19001126.hg
FBN3	
RPL29	TC03001444.hg
RPL29	
	TC15002264.hg
MANEA	
MANEA	TC06000817.hg
RNA5SP399	TC15000651.hg
CRTC3-AS1	TC15001851.hg
CRTC3	TC15000866.hg
CRTC3	
	TC12000975.hg
	TC12002627.hg
OR13C3	TC09001430.hg
OR13C3	ADDON002507.hg
HCAR2	TC12002078.hg
KRT18P64	
LINC02535	TC06001918.hg
LINC02535	TC06003749.hg
HCAR3	TC12002079.hg
OR13D1	ADDON002586.hg
OR13D1	TC09000530.hg
DUTP5	
TPT1P6	
HCAR1	TC12002077.hg
NT5E	TC06000779.hg
NT5E	
	TC09002219.hg
DDB1	TC11001851.hg
DDB1	
	TC12000977.hg
CCDC62	TC12000978.hg
CCDC62	TC12002628.hg
CCDC62	
RPL7AP76	
	TC09002538.hg
	TC09001137.hg
RN7SL544P	
FAM88C	TC09001955.hg
FAM88C	TC09001139.hg
FAM88C	TC09000241.hg
FAM88C	TC09000277.hg
FAM88C	TC09002539.hg
FAM88C	TC09001965.hg
SYNC	TC01002473.hg
SYNC	
MITD1	
MITD1	TC02002132.hg
FGF7P6	TC09000270.hg
FGF7P6	TC09002530.hg
FGF7P6	TC09001953.hg
LINC01189	TC09001954.hg
LINC01189	TC09000254.hg
LINC01189	TC09002540.hg
LINC01189	TC09001939.hg
LINC01189	TC09001140.hg
LINC01189	TC09000271.hg
	TC01002474.hg
	TC01005393.hg
FGF7P7	TC09002530.hg
FAM88F	TC09001955.hg
FAM88F	TC09000255.hg
FAM88F	TC09000272.hg
KIAA1522	TC01000434.hg
KIAA1522	
DUSP7	TC03001445.hg
CNTNAP3P5	
	TC06004053.hg
	TC06004054.hg
	TC06003755.hg
RBPJP7	TC09001936.hg
POC1A	TC03001447.hg
RAB28P2	
	TCUn_gl000211000001.hg
	TCUn_gl000211000003.hg
	TC08001866.hg
	TC08000241.hg
GTF2E2	TC08001109.hg
GTF2E2	
S100PBP	
HIP1R	TC12000979.hg
HIP1R	
NMBR	TC06002177.hg
NMBR	TC06002178.hg
PGBD1	TC06000282.hg
	TC14000264.hg
SNORD127	TC14000265.hg
FKBP3	TC14001084.hg
FKBP3	
	TC03002913.hg
MRPL30	TC02003431.hg
MRPL30	TC02004991.hg
ALDOAP1	
	TC09001997.hg
PDIA3	TC15000335.hg
PDIA3	
PTAR1	TC09001194.hg
PTAR1	
ALAS1	TC03000329.hg
ALAS1	
	TC08000242.hg
SMIM18	TC08000243.hg
SMIM18	
RNU5A-3P	TC08000244.hg
MIR6842	
CHRNA2	TC08001080.hg
CHRNA2	
FNDC5	
FNDC5	TC01002476.hg
CFAP95-DT	TC09002586.hg
CFAP95-DT	TC09002587.hg
CFAP95-DT	TC09001195.hg
CFAP95-DT	ADDON002377.hg
MIS18BP1	TC14001992.hg
MIS18BP1	TC14001085.hg
MIS18BP1	
LYG1	TC02005039.hg
ATP6AP1L	TC05000408.hg
ATP6AP1L	
ATP6AP1L	TC05002482.hg
ATP6AP1L	ADDON000833.hg
RN7SKP191	TC09000534.hg
SLC44A1	TC09000535.hg
SLC44A1	
PANK1	
PANK1	TC10001507.hg
HPCA	TC01000436.hg
HPCA	
SNRPCP2	TC05000367.hg
	TC05003092.hg
	ADDON001464.hg
	ADDON000837.hg
	TC05001501.hg
F2RL2	TC05001502.hg
TXNDC9	TC02005040.hg
TXNDC9	
TMEM54	
TMEM54	TC01002477.hg
	TC05003093.hg
	TC05001503.hg
	TC05002458.hg
	TC05000369.hg
F2R	TC05000370.hg
F2R	
F2RL1	TC05000372.hg
F2RL1	TC05002459.hg
	TC03002914.hg
RN7SL208P	
	TC05000949.hg
DUSP1	TC05002066.hg
BTN1A1	TC06000190.hg
TWF2	TC03001448.hg
TWF2	
LINC02635	TC10001997.hg
MIR3611	
FANCM	
FANCM	TC14000266.hg
	TC10002556.hg
	TC10001174.hg
	TC10002557.hg
	TC10001175.hg
	TC05002067.hg
	TC05002739.hg
	TC05000951.hg
RNU7-77P	TC10000239.hg
ATP6V1G1P4	
EPHX2	
EPHX2	TC08000208.hg
ANKRD22	TC10001497.hg
ANKRD22	
	TC01004301.hg
RPL26L1-AS1	
RPL26L1-AS1	TC05002068.hg
RPL26L1-AS1	TC05003356.hg
UFC1	TC01001378.hg
UFC1	
PTCD2P2	
STAMBPL1	TC10002941.hg
STAMBPL1	
PPM1M	TC03000331.hg
PPM1M	
	TC05000954.hg
AK9	
AK9	TC06002005.hg
RPL26L1	TC05000955.hg
RPL26L1	
SEPHS1P6	
	TC02004771.hg
	TC02002658.hg
VPS37B	TC12002080.hg
VPS37B	
	TC01003419.hg
PPOX	
	TC12002629.hg
	TC12000980.hg
ACTA2-AS1	ADDON001736.hg
ACTA2-AS1	ADDON000079.hg
ACTA2-AS1	TC10000633.hg
ACTA2-AS1	
	TC12003262.hg
	TC12002630.hg
	TC12003261.hg
MIR4304	TC12002083.hg
ACTA2	TC10001498.hg
ACTA2	
PITPNM2-AS1	TC12000982.hg
PITPNM2-AS1	TC12002631.hg
ARL16	TC17001957.hg
ARL16	
FLNC	TC07003161.hg
FLNC	TC07000785.hg
FLNC	
ATP6V0E1	18670171
ATP6V0E1	18670168
ATP6V0E1	TC05000956.hg
ATP6V0E1	18670176
ATP6V0E1	18670170
ATP6V0E1	18670169
ATP6V0E1	18670175
ATP6V0E1	18670172
ATP6V0E1	18670174
ATP6V0E1	18670173
	TC12002880.hg
FIGNL2-DT	
ANKRD33	TC12000409.hg
ANKRD33	TC12002361.hg
ANKRD33	
RN7SL717P	
C2orf69	TC02005006.hg
C2orf69	
TYW5	TC02002659.hg
TYW5	TC02004772.hg
TYW5	
WDR82	TC03001449.hg
WDR82	TC03001450.hg
WDR82	
RNF157	TC17001894.hg
RNF157	TC17001895.hg
RNF157	
SNORA74B	TC05002741.hg
SNORA74B	TC05000957.hg
SNORA74B	18670174
	TC05002069.hg
CREBRF	
