hgnc_symbol	affy_hugene_1_0_st_v1
KRTAP4-5	8015232
KRTAP4-5	8007115
MAPKAPK2	7909236
MAPKAPK2	NA
KRTAP4-4	8015236
PIK3R5	8012558
PIK3R5	NA
OTOF	8050942
OTOF	NA
ABCF2-H2BK1	8143905
MYBPC2	8030677
MYBPC2	NA
CLCN1	8136893
CLCN1	NA
PIGFP1	8180202
PIGFP1	8180258
ZNF454-DT	NA
ZNF454	8110478
SLC6A15	7965206
SLC6A15	NA
GRM6	NA
GRM6	8116253
ZNF879	NA
ZNF879	8110486
GARIN5A	NA
GARIN5A	8038565
ZNF354C	8110491
HDAC5	8015914
HDAC5	NA
SCARB2	8101158
SCARB2	NA
	7923905
IL24	7909271
IL24	NA
EMC10	8030706
EMC10	NA
EIF3B	NA
EIF3B	8131111
MIR4270	NA
RN7SL110P	8085606
HACL1	8085608
HACL1	NA
STXBP5	8122600
STXBP5	NA
	8116295
FAM193B	NA
FAM193B	8116113
ZSCAN1	8031847
ZSCAN1	NA
LETM1P2	NA
HNRNPDLP4	NA
ZNF135	8031857
ZNF135	8031865
ZNF135	8031867
ZNF135	NA
FCMR	7923917
FCMR	NA
RN7SL526P	8031867
RN7SL526P	8031865
ZSCAN18	8039730
ZSCAN18	NA
ERBIN	8105681
ERBIN	NA
MIR4648	NA
BRAT1	8137847
BRAT1	NA
IPCEF1	NA
IPCEF1	8130408
CFI	8102328
CFI	NA
RPL7P38	NA
RNU7-106P	NA
	7965152
RN7SKP261	7965154
OR1A1	8003804
PTPRQ	NA
VGF	8141664
SREBF1	NA
SREBF1	8013135
MTCYBP43	NA
THSD7A	8138231
THSD7A	NA
LINC02497	NA
TMEM271	NA
ZNF329	8039740
ZNF329	NA
PDE6B	8093360
PDE6B	NA
B3GNT8	8037032
B3GNT8	NA
LINC01890	NA
BMP10	8052747
RPL36	8024966
GKN2	8052753
ASB15	8135804
ASB15	NA
WAC	7926851
WAC	NA
AKIRIN1P1	NA
OTOGL	NA
OTOGL	7957351
GKN1	8042431
PIGR	7923929
PIGR	NA
SP8	8138474
ZNF800	NA
ZNF800	8142730
MIR3126	NA
RNA5SP96	NA
RNU6-1216P	8042460
MICOS13	8032996
MICOS13	NA
ANTXR1	NA
ANTXR1	8042439
KCNJ8	7961702
KCNJ8	NA
HSD11B1L	8024956
HSD11B1L	NA
OAS1	7958884
OAS1	NA
PDE6B-AS1	NA
DOCK4	8142345
DOCK4	NA
ATP5ME	8098762
ATP5ME	NA
SNAP91	8127872
SNAP91	NA
LRRC3C	NA
SLC49A3	8098769
SLC49A3	NA
LRRC37A3	NA
MIR3134	NA
RN7SL4P	8040338
RN7SL4P	8078153
SEMA3B	NA
SEMA3B	8079966
FCAMR	7923942
FCAMR	NA
GSDMB	8014903
GSDMB	NA
C1orf116	7923958
PRMT6	7903457
PRMT6	NA
NDUFA4P1	7903474
SH3BGRL3	7899153
SH3BGRL3	NA
CD52	NA
CD52	7899160
PCGF3-AS1	NA
ZNF683	7913965
ZNF683	NA
CPLX1	8098782
MIR6872	NA
LSMEM2	8079988
REG1CP	8053337
MYL5	8093386
MYL5	NA
OAS3	7958895
OAS3	NA
HYAL3	NA
HYAL3	8087596
CORO6	8013947
CORO6	NA
TINAGL1	7899627
TINAGL1	NA
REG3A	8053341
REG3A	NA
NAA80	8087596
NAA80	NA
LINC02499	NA
RASSF6	8100943
RASSF6	NA
RN7SKP222	8084836
FGF12-AS1	NA
FGF12-AS2	NA
FGF12-AS3	NA
RNU1-20P	8092763
CTNNA2-AS1	NA
DNAJB11	8084634
GNA13P1	NA
RNU6-561P	8053347
MIR4264	NA
MIR8080	NA
RBM7P1	NA
LRRTM1	8053349
CAMK2G	7934477
CAMK2G	NA
PEF1	7914354
TSEN2	8077914
TSEN2	NA
UMLILO	NA
CTNNA2	8042993
CTNNA2	NA
PEF1-AS1	NA
CXCL8	8095680
PROCA1	8013747
EVC	8093878
EVC	NA
RN7SL788P	7901443
PDCL3P6	NA
DNAJC19P7	NA
OAS2	7958913
OAS2	NA
ANAPC10P1	NA
	7901445
PLA2G12AP1	7901445
PLA2G12AP1	8102321
ORC1	7916167
OR4D1	8008711
OR4D1	8008716
TRIM16	8005475
TRIM16	8012953
TRIM16	NA
PLXNB1	8086908
PLXNB1	NA
C12orf43	7967109
GCA	NA
GCA	8046003
SDE2	7924686
H3-3A-DT	NA
H3-3A	7895579
H3-3A	7910124
H3-3A	8046515
H3-3A	8102860
H3-3A	8169740
H3-3A	7894282
H3-3A	7896511
CRMP1	8099172
CRMP1	NA
RNA5SP109	8046012
EIF2AK2	8051501
EIF2AK2	NA
ZSCAN21	8134689
LINC01703	NA
ACBD3	7924701
ACBD3	NA
ZNF29P	8005106
ZNF286A	NA
ZNF286A	8005110
ZNF286A	8013305
OASL2P	NA
FASTK	8143863
FASTK	NA
	7959249
ACBD3-AS1	NA
	7962199
RNU6-494P	NA
MIXL1	7910134
MIXL1	NA
	7962201
ANO6	7954997
ANO6	NA
	7924553
DEGS1	7910001
DEGS1	NA
LONP1	8033002
LONP1	NA
	7909999
NVL	NA
NVL	7924558
PAX4	8142747
C4orf50	8099193
C4orf50	8099200
UBE2SP1	8039491
UBE2SP1	8012958
TBC1D26-AS1	NA
TYW1	NA
TYW1	8133202
CCDC51	8086949
CCDC51	NA
MIR378D1	NA
ZNF286A-TBC1D26	8005117
ZNF286A-TBC1D26	8013294
ZNF286A-TBC1D26	8005110
ZNF286A-TBC1D26	8013305
ZNF286A-TBC1D26	NA
RNA5SP158	NA
TLR10	8099826
TLR10	NA
RBM22P13	NA
ZNF267	NA
ZNF267	7995258
SLC25A28	7935639
SLC25A28	NA
TMA7	7899346
TMA7	8079630
TLR1	NA
TLR1	8099834
CATSPERD	8024971
CATSPERD	NA
TREX1	NA
TBC1D26	NA
TBC1D26	8013294
TBC1D26	8005117
	7995263
	7981720
	7981722
NKX6-2	NA
NKX6-2	7937106
OR52I2	7937948
OR52I2	7937946
OR51A9P	7945989
IGHV1OR16-1	NA
OR51E2	7945991
IGHV1OR16-3	NA
FBXL18	8137964
IGHV3OR16-9	7981728
IGHV3OR16-9	7981724
CFAP46	7937135
CFAP46	7937112
CFAP46	NA
PFKFB4	8086961
PFKFB4	NA
HERC2P4	NA
HERC2P4	8001067
HERC2P4	8001099
OR10G4	7944799
OR10G4	7944797
TLR6	8099841
TSG101	7947015
TSG101	NA
FAM114A1	NA
FAM114A1	8094609
PRR22	8033023
CHN2	NA
CHN2	8132013
	8033023
DUS3L	NA
DUS3L	8033025
DUS3L	8033023
DNAJC10	8046759
DNAJC10	NA
ABHD17AP8	NA
E2F3P1	NA
TAF5LP1	NA
TOMM20P2	NA
	8014257
SLFN14	8014259
NPIPB9	8000636
NPIPB9	7997239
NPIPB9	8000501
NPIPB9	8022320
NPIPB9	7994371
NPIPB9	8000537
MIR574	NA
LINC02363	NA
LINC02363	8103906
LINC02362	NA
SNORD7	8006540
PEX12	8014264
PRSS33	7998861
TCTN2	7959638
TCTN2	NA
IRF2-DT	NA
LINC02427	NA
ADAP2	NA
ADAP2	8006227
ADAP2	8006214
IRF2	8103911
IRF2	NA
YWHABP2	NA
UEVLD	7947027
UEVLD	NA
RPL31P15	NA
	8046788
NRTN	8024995
FRZB	8057506
CHD9	7995583
CHD9	NA
	8033069
	8033064
NDUFA11	8033069
NDUFA11	NA
RNU6-1122P	8046790
LINC01166	NA
LINC01167	NA
MIR320B2	NA
LINC01168	NA
RNU6-1008P	7910010
LINC00844	NA
KIF1A	8060134
KIF1A	NA
VMAC	8025000
CNIH4	7910014
CNIH4	NA
ATCAY	NA
ATCAY	8024712
MANCR	NA
ITGB1-DT	NA
HMGA1P3	8180308
LINC02660	NA
ARPC3	7966315
ARPC3	NA
SUV39H2-DT	NA
GLUD1P3	NA
HPS1-AS1	NA
MIR4742	NA
AKR1B1P1	NA
CNIH3-AS2	NA
DNAJB6P6	NA
MIR1915HG	7932495
RN7SL138P	8006227
LINC02978	NA
BMP8A	7900340
BMP8A	8180361
RNF135	8006229
RNF135	NA
SLC18A2-AS1	NA
AKR1C7P	NA
OXCT2P1	7900352
OXCT2P1	7915257
PABPC4-AS1	NA
SLC25A28-DT	NA
SNORA55	7915227
HEYL	7915229
C10orf88B	NA
HPCAL4	7915245
GPN3	7966321
GPN3	NA
CUL1	8137054
CUL1	NA
RNU7-121P	NA
PABPC4	7915207
PABPC4	7915227
PABPC4	NA
DPRXP4	NA
MIR4733HG	NA
RN7SL202P	NA
MIR4733	NA
DAPK3	8032718
DAPK3	NA
ABCA9	8017927
ABCA9	NA
RNU7-194P	NA
MAB21L2	8097773
ZBTB8OSP1	8097780
SPTY2D1	7947040
SPTY2D1	NA
RNA5SP168	NA
AK4P6	7962183
LRBA	8103106
LRBA	NA
SRSF3P1	NA
RPL31P49	NA
FAM216A	7958666
FAM216A	NA
LINC02870	7931473
ERBIN-DT	NA
MIR637	NA
LINC01164	7937073
EEF2	NA
EEF2	8032730
EEF2	8032749
ALKBH3	7939477
ALKBH3	NA
SREK1	NA
SREK1	8105714
PPP3CB-AS1	NA
YBX1P9	NA
RPS3AP7	7894205
RN7SKP165	7910140
CDKN2AIPNLP1	7924758
MIR6878	NA
ECM1	7905220
ECM1	NA
GOT1-DT	NA
VPS29	7966332
VPS29	7966343
VPS29	NA
ABCA6	8017964
ABCA6	NA
ZNF503-AS1	NA
MIR6823	NA
UCN2	8086981
MIR711	NA
UQCRC1	NA
UQCRC1	8087100
CHST5	8002891
SNORD37	8032749
PIAS4	8024740
PIAS4	NA
SH2B1	NA
SH2B1	7994445
	7966343
RAD9B	7958677
RAD9B	NA
BMS1P1	7933413
BMS1P1	7933290
SEC24AP1	NA
MIR4524B	NA
MIR4524A	NA
SNRPGP4	NA
	8018078
ABCA10	NA
ABCA10	8018006
SEC14L1P1	NA
ALKBH3-AS1	NA
LINC02065	NA
RN7SKP157	NA
WDR11-DT	NA
KIF2A	8105523
KIF2A	NA
FALEC	NA
ACCSL	7939494
ADAMTSL4-AS2	NA
ZMIZ1-AS1	NA
MIR4257	NA
RN7SL473P	7919747
RN7SL600P	7919749
	7919761
ZBTB7A	8032755
ZBTB7A	8032751
ZNF37BP	7933129
ZNF37BP	NA
ENSA	8180353
ENSA	8180354
ENSA	7919763
ENSA	NA
MAP2K2	8032761
MAP2K2	NA
ACCS	NA
ACCS	7939507
TMEM89	8087116
SLC26A6	8087119
SLC26A6	NA
LINC02669	NA
SEZ6L2	8000716
SEZ6L2	NA
SEPTIN7	8132292
SEPTIN7	NA
LINC00839	7927099
LINC00839	NA
CREB3L3	8024754
NUTM2A-AS1	NA
PPTC7	7966345
ALX4	7947563
	7919776
	7919778
GOLPH3L	7919780
GOLPH3L	NA
RN7SL387P	NA
HVCN1	7966356
HVCN1	NA
EXT2	7939524
EXT2	NA
HORMAD1	7919787
HORMAD1	NA
PPP1CC	7966368
PPP1CC	NA
UFM1P2	NA
LINC00702	NA
SLFN12	8014241
SLFN12	NA
ENTPD1-AS1	NA
CAPZA2	NA
CAPZA2	8135625
RNU6-1042P	7905254
UBE2D3P3	NA
SIRT6	8032770
SIRT6	NA
ADAMTSL4-AS1	7919743
MCL1	7919743
MCL1	7919751
RPL29P25	NA
SLFN13	8014248
SLFN13	NA
HAVCR1	8115455
SLC22A31	8003444
SLC22A31	NA
TCTN1	NA
TCTN1	7958692
NPIPB8	8000636
NPIPB8	7997239
NPIPB8	8000501
NPIPB8	8022320
NPIPB8	7994371
NPIPB8	8000537
WNT3A	7910217
LINC02809	7924840
MIR3620	7893609
MIR3620	7894413
MIR3620	7892830
MIR3620	7895484
MIR3620	7896586
MIR3620	7895881
MIR3620	7896375
MIR3620	7896657
MIR3620	7893592
C1orf35	7924842
LINC00865	NA
NOMO2	7993511
NOMO2	7999791
NOMO2	7993371
NOMO2	NA
LINC00706	NA
LNCAROD	NA
SVIL-AS1	NA
SLFN11	8014233
SLFN11	NA
MRPL55	7924853
TTC23L	NA
TTC23L	8104812
CYP3A43	NA
CYP3A43	8134655
KCNIP2-AS1	NA
C10orf71-AS1	NA
ST8SIA6-AS1	NA
SNCA	8101762
SNCA	NA
IATPR	NA
ZEB1-AS1	NA
KRT38	8015287
SESN1	8128698
SESN1	NA
KRT43P	NA
KRT32	8015293
VIM-AS1	NA
RNU2-32P	8007139
KRT36	8015312
FAM111A	7940153
FAM111A	NA
TTC37	8113157
TTC37	NA
C10orf95-AS1	NA
KRT13	8015323
KRT13	NA
MACORIS	NA
HMGB2P1	NA
MIDN	8024228
MIDN	NA
MIR6824	NA
CELSR3	8087145
CELSR3	NA
SPTBN2	7949679
SPTBN2	NA
CFAP58-DT	NA
IDI2-AS1	7925846
IDI2-AS1	NA
CIRBP	8024238
CIRBP	NA
CIRBP	8024246
PRKCQ-AS1	NA
FRMD1	8130837
FRMD1	NA
KRT15	8015337
KRT15	NA
MIR6510	NA
KRT19	8015349
MIR4793	NA
NCKIPSD	8087182
NCKIPSD	NA
MYLPF	7994804
MYLPF	NA
LINC00974	NA
KRT9	8015357
KRT14	8015366
RPL27A	7938291
RPL27A	8180404
RPL27A	7938293
RPL27A	7938286
RPL27A	7938295
RPL27A	NA
TPK1	8143643
TPK1	NA
KRT16	8015376
KRT16	NA
SNCA-AS1	NA
CMTR2	8002523
CMTR2	NA
MMRN1	8096415
MMRN1	NA
KRT42P	NA
EIF1	8007141
EIF1	NA
LINC02585	NA
CCR6	8123364
IP6K2	8087201
IP6K2	NA
LINC00336	8125772
SNORA3A	7938291
SNORA3A	8180404
SNORA3A	7938293
RN7SKP248	8096438
RAET1K	NA
SNORA3B	7938286
SNORA3B	7938293
TMSB4XP8	8158240
TMSB4XP8	8067007
TMSB4XP8	8166072
TMSB4XP8	8101774
MMP3	7951284
MMP3	NA
KRT19P6	NA
LINC01610	NA
CIAO2AP2	NA
MTHFD2L	NA
MTHFD2L	8095705
GJC2	7910257
LINC02980	NA
KRT35	8015301
IBA57-DT	NA
CCDC92B	NA
FAM187A	8007707
IBA57	7910261
IBA57	NA
RPL38	8009561
HDAC2-AS2	NA
SDK1	8131205
SDK1	NA
OBSCN-AS1	NA
OBSCN-AS1	7924863
TUBA1A	7963054
MMP12	7951297
EREG	8095728
EREG	NA
BOLA3P1	NA
RNU7-159P	NA
ZNF23	8002533
ZNF23	NA
TRIM11	7924868
TRIM11	NA
DCUN1D5	7951325
DCUN1D5	NA
AREG	8095744
AREG	8095736
LINC01512	8119915
CCDC162P	NA
CCDC162P	8121405
TROAP-AS1	NA
PRPH	NA
PRPH	7955184
TTYH2	8009568
TTYH2	NA
MIR6742	NA
MSMO1	8098195
MSMO1	NA
COL7A1	8086981
COL7A1	8086985
COL7A1	NA
RN7SKP127	8003599
RN7SKP127	8000700
C16orf54	8003601
C16orf54	8000702
MTCO3P15	NA
MTATP6P15	7951335
SMIM15-AS1	NA
MTCO2P15	7951337
MTCO2P15	7951335
MTCO2P15	8089009
CPE	NA
CPE	8098204
MTCO1P15	7951337
MTCO1P15	7951335
MTCO1P15	8089009
LINC02199	NA
ZG16	8003578
ZG16	7994615
MTND2P26	7951341
MTND2P26	7951343
MTND2P26	8148446
MTND2P26	8161917
MTND2P26	7951339
LINC02202	NA
TROAP	NA
TROAP	7955195
MTND1P36	7951341
MTND1P36	7951343
MTND1P36	7951345
OTULIN-DT	NA
	7951345
MIR2277	NA
MVP-DT	NA
DYNC2H1	NA
DYNC2H1	7943498
DYNC2H1	7943442
NPM1P27	7893571
NPM1P27	7893382
NPM1P27	8180407
NPM1P27	7895119
NPM1P27	7894919
NPM1P27	7893420
NPM1P27	8180409
NPM1P27	7892530
NPM1P27	8180408
NPM1P27	7895509
NPM1P27	7895225
NPM1P27	7892853
NPM1P27	7894485
MIR578	NA
HADHAP1	NA
POU5F2	8113094
SCGB1D5P	NA
NOL8P1	NA
LINC02520	8180245
LINC02520	8119223
ALPK1	NA
ALPK1	8096919
	8116707
NR2F1	8106923
NR2F1	NA
LINC02528	NA
PRRT2	NA
PRRT2	7994647
PRRT2	7994655
RNA5SP19	7910377
RNA5SP162	NA
BZW2	8131583
BZW2	NA
PPIH	7900576
PPIH	NA
DNAI2	8009585
DNAI2	NA
ZNF354A	8116247
ZNF354A	NA
PACRG-AS1	NA
	7994655
	7994647
PAGR1	7994655
AACSP1	NA
MVP	NA
MVP	7994659
HMGN3-AS1	NA
HEY2-AS1	NA
LINC00243	NA
CDKN1A	NA
CDKN1A	8119088
ZNF354B	8110463
ZNF354B	NA
KIF19	8009602
KIF19	NA
DINOL	NA
RAB44	8119102
RAB44	8119096
RNU1-39P	NA
MSANTD5	NA
AMACR	8111430
	8119107
PPIL1	NA
PPIL1	8126058
C6orf89	8119109
RNU6-1252P	8095035
USP46	8100328
USP46	NA
NUP42	8131831
NUP42	NA
KIF22	7994620
KIF22	8003583
KIF22	NA
C1QL4	7963061
DNAJC22	7955211
DNAJC22	NA
BTBD17	NA
	8111430
RNA5SP448	NA
NCOR1P2	8005733
FTLP13	NA
MIR6762	NA
PLBD2	7958989
PLBD2	NA
LINC02002	NA
PI16	8119124
PI16	NA
TMEM192	7895165
TMEM192	8103524
FAM27E5	8005739
COX6A1P2	7959153
COX6A1P2	8119153
LGALS3BP	8018975
LGALS3BP	NA
ANXA6	8115234
ANXA6	NA
YBX1	7900585
YBX1	NA
MTCH1	NA
MTCH1	8126066
RNU4-87P	8097116
RNU4-87P	8098193
AVL9	NA
AVL9	8132188
SDS	7966621
SDS	NA
RNU6-1055P	8098688
FAT1	8104079
FAT1	NA
LINC00487	NA
LINC00487	8050095
NRIR	NA
RSAD2	8040080
RSAD2	NA
SDSL	7959002
SDSL	NA
RNF144A	8040090
RNF144A	NA
LFNG	8131143
CLDN19	7915435
RPS7P6	NA
QDPR	8099541
QDPR	NA
SANBR	NA
SANBR	8042168
P3H1	7915444
P3H1	NA
P3H1	7915466
LHX5	7966631
LHX5	NA
MKRN2	8077931
MKRN2	NA
MAPK8IP3	NA
MAPK8IP3	7992347
ZMAT3	8092230
SLC8B1	7966600
SLC8B1	NA
CANT1	8018982
CANT1	NA
CLRN2	8094253
ZMIZ2	8132617
ZMIZ2	NA
LAP3	8094259
LAP3	NA
	8084014
PIK3CA-DT	NA
PIK3CA	NA
PIK3CA	8084016
C1QTNF1	8010287
C1QTNF1	NA
POLN	8098958
POLN	NA
C2orf74-DT	8052438
C2orf74-DT	NA
AHSA2P	8042195
AHSA2P	NA
C1orf50-AS1	NA
ENGASE	NA
ENGASE	8010295
STPG1	7913787
STPG1	NA
TERLR1	NA
SLC6A19	8104268
HAUS3	8098958
HAUS3	8098985
RAB5B	7956088
RAB5B	NA
RBFOX3	8018993
RBFOX3	NA
RBFOX3	8019005
SLC6A18	8104281
SLC6A18	NA
COX6B1P5	NA
MXD4	8098995
MXD4	NA
ARPC4	8077652
ARPC4	NA
TERT	8110783
TERT	NA
NMI	8055702
NMI	NA
APIP	NA
APIP	7947490
CYP3A4	8141317
CYP3A4	NA
NIPAL3	7898939
NIPAL3	NA
MIR4800	NA
ZFYVE28	8099008
ZFYVE28	NA
SUOX	7956097
SUOX	NA
TNFAIP6	8045688
TNFAIP6	NA
	8019751
MIR4739	NA
MIR4773-2	NA
LINC02078	NA
MIR4773-1	NA
RN7SL124P	8045695
ENPP7	8010313
ENPP7	NA
RIF1	8045697
RIF1	NA
PIGX	NA
PIGX	8084955
CBX2	8010320
CBX2	NA
PDHX	NA
PDHX	7939329
CRISPLD2	NA
CRISPLD2	7997642
RCAN3AS	NA
MYH10	8012475
MYH10	NA
MYH10	8012518
CIRBP-AS1	8032208
FAM174C	8024246
FAM174C	NA
RCAN3	7898957
RCAN3	NA
KLF1	8034578
TXNRD3	NA
TXNRD3	8090395
NFIX	8026139
NFIX	NA
MIR4457	NA
RN7SL589P	8099025
CFAP99	NA
TBL2	8140070
TBL2	NA
IKZF4	7956105
IKZF4	NA
PMPCAP1	NA
LNCPRESS2	NA
GRID2	8096440
GRID2	NA
LINC02685	NA
NCMAP-DT	NA
SYT13	7947590
SYT13	NA
NCMAP	7898967
	7913799
JUN	7916609
LINC02176	NA
ZDHHC7	8003180
ZDHHC7	NA
PIDD1	7945550
PIDD1	NA
HTR1F	8081067
ASH1L	7920766
ASH1L	NA
ABHD14B	8087825
ABHD14B	NA
RPS26	8168357
RPS26	8007797
RPS26	8154363
RPS26	7956114
RPS26	8102410
RPS26	7972577
MTND1P19	8096457
RACK1P3	NA
RNA5SP164	8096459
ATOH1	8096461
SMARCAD1-DT	NA
HMGB3P15	NA
CIBAR2	8003193
CIBAR2	NA
SMARCAD1	8096463
SMARCAD1	NA
PA2G4	7956152
PA2G4	NA
LINC02139	NA
TLR9	8087852
ZNF117	8139832
COX6CP16	NA
LINC00311	7997676
MIR5093	NA
GLT8D1	8087985
GLT8D1	NA
KIAA0513	7997662
KIAA0513	NA
DLD	NA
DLD	8135464
CDR2	8000236
CDR2	NA
OPCML	7952785
OPCML	NA
CDR2-DT	NA
MFSD13B	NA
RRN3P3	NA
OTOAP1	NA
RPL41	7982129
RPL41	7965467
RPL41	8105432
RPL41	8075691
RPL41	7956159
RPL41	8061364
RPS27P29	7900157
RPS27P29	7905691
RPS27P29	8079019
RPS27P29	7923438
VN1R93P	NA
ZNF681	8035855
LINC02890	NA
ERI2	8000013
ERI2	NA
BNIP3P39	NA
ESYT1	NA
ESYT1	7956166
TYMSP2	NA
ZBTB32	8027947
ZBTB32	NA
OR5AH1P	NA
PEG3	8039607
PEG3	NA
MIR6075	NA
WDR26	7924582
WDR26	NA
CDH12P1	NA
TRIM66	7946380
TRIM66	NA
HPGDS	8101780
HPGDS	NA
DCUN1D3	8000028
LYRM1	NA
LYRM1	7993800
RPL35AP11	NA
OR5M14P	NA
BACE1	7951910
BACE1	NA
PHOX2B	8100007
CYRIA	8050427
CYRIA	NA
PHOX2B-AS1	NA
RNU1-49P	8100013
HMGB1P28	NA
	8000924
SRCAP	NA
SRCAP	7994889
LINC00682	NA
RFC4	8092640
RFC4	NA
SUN3	NA
SUN3	8139606
PIM1	8119161
PIM1	NA
TMEM33	8094830
TMEM33	NA
TMEM217	8126086
TMEM217	NA
ZC3H10	7956162
ZC3H10	7982129
ZC3H10	7965467
ZC3H10	8105432
ZC3H10	8075691
ZC3H10	8061364
ARID5A	8043621
ARID5A	8043630
	7994889
C3orf80	8083707
MYL6B-AS1	NA
OR5K1	8081210
MYL6	7956211
MYL6	NA
OGG1	8077635
OGG1	NA
BACH2	8128247
BACH2	NA
LMF1-AS1	NA
CEROX1	NA
TXLNA	7899703
CCDC71L	8142136
GTF2IRD2B	NA
GTF2IRD2B	8140170
GTF2IRD2B	8133549
KANSL3	8053949
KANSL3	NA
SOX8	7992131
SOX8	7992125
	7998392
DCAF4L1	8094843
PRMT7	7996785
PRMT7	NA
IQCC	7899727
SLC30A9	8094848
SLC30A9	NA
TRERF1	8126402
TRERF1	8126428
FAM167B	7899750
KBTBD2	8138922
KBTBD2	NA
HDAC1	7899774
HDAC1	NA
VWDE	8138258
VWDE	8138277
VWDE	NA
HLFP1	NA
VNN1	8129618
CCNG1P1	NA
OMG	NA
OMG	8014057
VNN2	8129637
VNN2	NA
MIMT1	NA
ZIM2	8039607
ZIM2	NA
EVI2B	8014063
MARCKSL1	7914525
	8014063
TSSK3	NA
TSSK3	7899790
EVI2A	8014066
SLC16A4	7918426
SLC16A4	NA
AK4P1	7962183
OGDH	8132592
OGDH	NA
RAB11FIP4	8006298
RAB11FIP4	NA
ABCC11	8001271
ABCC11	NA
SMARCC2	7963988
SMARCC2	NA
STAC	8078529
STAC	NA
ATP1B1P1	NA
ZNF567	NA
ZNF567	8028200
BEND4	8100015
SHISA3	8094870
RN7SL79P	8006317
RN7SL45P	8006319
MIR4724	NA
MIR193A	8006321
	8006321
RNU6ATAC7P	8014071
RNU6ATAC7P	8107855
RPS7P7	NA
MIR365BHG	NA
RSF1	7950606
RSF1	NA
RSF1	7950626
CCNL2P1	NA
MIR4725	NA
MIR365B	NA
RN7SKP82	NA
KMT2B	8027956
KMT2B	NA
GRXCR1	NA
LINC02383	NA
RN7SL691P	8100068
GPRIN3	8101757
RBM11P1	NA
FER1L5	8043632
FER1L5	8043639
C6orf132	8126382
C6orf132	8126379
C6orf132	NA
SLC16A4-AS1	NA
	7921031
LAMTOR5	7918437
LAMTOR5	NA
MFSD11	8010092
MFSD11	NA
PDCL3P5	NA
ARL4AP5	8180405
RNU6-302P	8122803
TMEM207	8092735
PLSCR5	NA
MS4A6A	7948455
MS4A6A	NA
	7899517
IRX5	7995668
IRX5	NA
YTHDF2	7899519
YTHDF2	NA
CCSER1	8096425
CCSER1	NA
MTSS2	8002403
MTSS2	NA
LMAN2L	8053975
LMAN2L	NA
NR1I2	8081925
NR1I2	NA
	7914230
	7895360
	7899560
TMEM200B	7914232
NRCAM	8142270
NRCAM	NA
METTL9	7993833
MECR	7914245
MECR	NA
EGF	8096845
EGF	NA
ADAMTS15	7945232
OVCH2	7946306
OVCH2	NA
PLEKHG1	NA
PLEKHG1	8122756
CNNM4	8043657
CNNM4	NA
TMEM80	7937438
TMEM80	NA
ZSCAN32	7998967
ZSCAN32	NA
KNG1	8084679
KNG1	NA
HLA-B	8179731
MIR3127	NA
CNNM3-DT	NA
CNNM3	8043666
CNNM3	NA
OR10A5	7938176
OR10A5	7938172
OR4D5	7944795
OR5D18	7939946
OR8I2	7939965
MRPS10P2	NA
OR2D3	7938181
OR5AR1	7939992
OR52W1	7938076
EGOT	NA
OR4A16	7939916
OR6Q1	7940108
OR4A47	7948101
OR4A47	7939877
SEMA3G	8087907
SEMA3G	NA
HTR3A	7943969
HTR3A	NA
	7909877
RNU6ATAC35P	7909888
	7909888
LINC01352	NA
LINC02080	7892606
HLX-AS1	NA
LINC00868	NA
HLX	7909890
HLX	NA
OCLNP1	8105908
MGAT5B	8010113
MGAT5B	NA
ANKRD23	NA
ANKRD23	8053984
ANKRD23	8053998
TNNC1	8087925
APOBR	7994353
RETREG1-AS1	NA
RPL7AP81	NA
ZNF136	8025998
ZNF136	NA
PRELID3BP1	NA
SCAMP1-AS1	NA
LINC02779	NA
NPIPB4	8000636
NPIPB4	8000205
NPIPB4	7994026
NPIPB4	8000131
NPIPB4	8000676
NPIPB4	7994559
NPIPB4	NA
MARK1	7909841
MARK1	NA
FAM174A-DT	NA
NISCH	8080320
NISCH	NA
LINC01843	NA
CPLANE1-AS1	NA
ARHGAP33	NA
ARHGAP33	8028030
LINC01485	NA
LINC02236	NA
GOLPH3-DT	NA
ANKRD39	8053984
ANKRD39	8053998
RNF41	7964021
RNF41	NA
	8113717
TBX6	8000779
SEMA4C	8054004
SEMA4C	NA
ENPEP	NA
ENPEP	8096875
SAP30L-AS1	NA
WSCD1	NA
WSCD1	8004152
SNX20	8001373
SNX20	NA
LINC02997	NA
SDHAP3	NA
SDHAP3	8084912
MAZ	7994637
MAZ	NA
OR8G5	7944838
OR8G5	8180360
PGA4	7940421
PGA4	7940441
PGA4	7940431
PGA4	NA
RNU6-1264P	8004165
BTF3P14	NA
DNAH1	8080226
DNAH1	NA
MIR4315-1	NA
TARS1-DT	NA
IRGQ	8037352
IRGQ	NA
RDM1P1	NA
LINC01338	NA
RPS26P8	8168357
RPS26P8	7956114
RPS26P8	8102410
RPS26P8	7972577
ZNF576	8029311
ZNF576	NA
RAMP1	8049567
LINC02210	8007799
LINC02210	NA
LINC02210	8007803
CARMN	NA
CARMN	8109157
NABP2	7956220
MOGAT1	8048725
C17orf64	NA
C17orf64	8008914
RRAS2P2	NA
RN7SL464P	7924443
HDAC1P2	NA
	8059339
C1orf115	7909862
RPL31P17	NA
ATG12P2	NA
SRRM5	NA
ACSL3-AS1	NA
RPL12P38	7896374
