hgnc_symbol	affy_hugene_1_0_st_v1
EIF3D	7895996
EIF3D	7896025
EIF3D	7893023
EIF3D	7895238
EIF3D	7895947
EIF3D	7893973
EIF3D	7894289
EIF3D	7894019
EIF3D	7895864
EIF3D	7893579
EIF3D	7895004
EIF3D	7893899
EIF3D	7896314
EIF3D	7894876
EIF3D	7895021
EIF3D	7894080
EIF3D	7893448
EIF3D	7895894
EIF3D	7895280
EIF3D	7894401
EIF3D	7894015
EIF3D	7895807
EIF3D	7895804
EIF3D	7895268
EIF3D	7893267
EIF3D	7894443
EIF3D	7894184
EIF3D	7894861
EIF3D	7893049
EIF3D	7895663
EIF3D	7894833
EIF3D	7894842
EIF3D	7892789
EIF3D	7895682
EIF3D	7893848
EIF3D	7894052
EIF3D	7895874
SIDT1-AS1	NA
	8115847
RNU6-209P	8115675
MIR8056	NA
RNU6-168P	8115673
MIR5003	NA
RNU1-17P	8110604
MIR8089	NA
RPL21P39	7896036
RPL21P39	7999360
RPL21P39	7892680
RNU6-525P	8110587
	8110616
SLC25A22	7945539
SLC25A22	NA
MIR340	NA
IL20RB-AS1	NA
RNU6-1036P	8110629
RNU6-104P	8146322
MIR6165	NA
SLC34A1	NA
SLC34A1	8110347
NAE1	NA
NAE1	8001876
	8146324
DDX18P1	7975309
PPDPFL	8146393
	7979862
SYF2P1	NA
PAICSP1	NA
SLC25A51	NA
SLC25A51	8180415
SLC25A51	8161249
G2E3	NA
G2E3	7973756
ZIC1	NA
ZIC1	8083233
SUPT5H	NA
SUPT5H	8028674
TMX2P1	NA
SPOP	8016562
SPOP	NA
SHB	8161255
PAGE3	8173168
RNU7-124P	NA
	8155323
PFN2-AS1	NA
CLSTN2-AS1	NA
AIF1L	8158771
AIF1L	NA
SSX4B	8167261
SSX4B	8172415
KRT8P43	NA
ARHGAP29	NA
ARHGAP29	7917850
TDP2	8124262
TDP2	NA
MYH7B	NA
MYH7B	8062064
PFN3	8116031
MTATP6P7	8045161
MTATP6P7	8055271
MTATP6P7	8045159
MTATP6P7	8055273
RNF14P1	NA
SMC4P1	NA
ACOT13	8117219
GRK6	NA
GRK6	8110362
MPC1L	8166817
DMRTC1B	8168375
DMRTC1B	NA
RPS6P2	NA
RNU1-11P	8116952
TBC1D7	8123961
TBC1D7	NA
UBE2E3	NA
UBE2E3	8046685
RNU6-881P	8158823
POMK	8146278
POMK	NA
FAM78A	8164644
FAM78A	NA
ZBED1	8171139
ZBED1	8177029
ZBED1	NA
	8154386
PRDX1P1	NA
HAUS6P3	NA
MIR499A	NA
MIR499B	NA
LINC01235	NA
TRPC4AP	8065832
MIR6089	NA
LINC00102	NA
LAMC3	8158739
LAMC3	NA
CD99	8165794
CD99	8176360
CD99	NA
PPP1R9A	NA
PPP1R9A	8134351
PBX2P1	8083221
PBX2P1	8125360
HMGN1P10	NA
LINC02790	NA
SUCNR1	8083422
UBE2CP1	NA
RPL12P5	NA
NDUFB4	8081945
NDUFB4	8093314
SCFD1	7973770
SCFD1	NA
PHF20L1	8148358
PHF20L1	NA
PGM1	7901951
PGM1	NA
SNORD62A	8158862
SNORD62A	8158864
SNORD62B	8158862
SNORD62B	8158864
UCK1	8164653
UCK1	NA
CEP70	8090988
CEP70	NA
RNU6-407P	8065853
HMGB1P1	8067206
CTCFL	8067208
CTCFL	NA
IGSF21	7898521
IGSF21	NA
LINC01934	NA
LINC02530	NA
COA7	7916219
EPM2A	NA
EPM2A	8130013
RNPC3-DT	NA
PRR7	8110382
KIAA2012-AS1	NA
NEMP2-DT	NA
DPYD-IT1	NA
SNRPGP18	NA
GYG1P3	NA
RPL30P12	NA
OLFML3	7904158
OLFML3	NA
LY75	8056113
LY75	NA
RAB21	7957177
RAB21	NA
PDLIM7-AS1	NA
EMC7	7987172
EMC7	NA
DDX41	NA
DDX41	8116096
FAM74A3	8161337
FAM74A3	8155376
FAM74A3	8161467
FAM74A3	8155388
FAM74A3	8155345
FAM74A3	8161407
FAM74A3	8155354
TRABD2B	7915949
TRABD2B	NA
MIR2278	NA
	8075817
MIR6081	NA
MIR23B	8156573
MIR23B	8156571
MIR23B	8156569
MIR27B	8156573
MIR27B	8156571
MIR27B	8156569
XG	8165808
XG	NA
MIR3074	NA
MIR24-1	8156573
RNA5SP288	NA
RPL32P2	NA
PGBD4	7982504
ENG	8164269
ENG	NA
SUN2	8076137
SUN2	NA
GCLM	7917779
GCLM	NA
KATNBL1	7987180
KATNBL1	8130071
KATNBL1	NA
TTC41P	7965935
TTC41P	NA
ENPP2	8152522
ENPP2	NA
TGFBR3	7917649
TGFBR3	NA
CCDC38	NA
CCDC38	7965589
FIG4	NA
FIG4	8121429
TIMM50	8028705
TIMM50	NA
MTND5P30	8045810
MTND5P30	8045808
RPS27P10	NA
ITPRID2-DT	NA
NXPH4	7956395
NXPH4	7956399
UNC80	8047965
UNC80	8047952
UNC80	NA
MAMLD1	NA
MAMLD1	8170420
MTATP6P9	8103368
MTATP6P9	8103366
LINC02358	NA
LINC02562	NA
GLRA3	8103778
GLRA3	NA
SH2B3	7958749
SH2B3	NA
HSD17B10	8172905
EMC4	7982507
EMC4	NA
SERPINA11	7981078
HUWE1	NA
HUWE1	8172914
POC1B	NA
POC1B	7965343
KRT18P18	7969574
KRT18P18	8154725
SERPINA9	7981084
SERPINA9	NA
JADRR	NA
COQ9	NA
COQ9	7996041
POLR1F	8138454
POLR1F	NA
LINC02462	NA
	7982514
RPL9P16	NA
RPS3AP18	8103222
RPS3AP18	7894971
GUSBP6	NA
NUTM1	7982516
CNOT7P2	NA
TIGD4	8103235
RPL21P23	NA
RPL3P13	NA
TARS2P1	NA
RNA5SP296	NA
TIGD6	8115068
TIGD6	NA
AK1	8164293
AK1	NA
AP1S2P1	NA
FBXO8	8103755
RPS3AP26	8103222
RPS3AP26	8141050
RPS3AP26	8097782
RPS3AP26	8141222
RPS3AP26	7988031
RPS3AP26	7894982
DLL3	8028719
DLL3	NA
PON3	8141066
PON3	NA
SLC35B1	8016578
SLC35B1	NA
ALG14-AS1	NA
MTND3P21	NA
HMGXB3	8109201
HMGXB3	NA
ELAVL4-AS1	NA
	8124038
GMPR	8117034
GMPR	NA
SZT2	NA
SZT2	7900710
ACTG1P15	NA
MIR1233-1	NA
RPS20P4	NA
LINC02045	NA
SERPINA12	7981098
CARMAL	NA
CSF1R	8115076
CSF1R	NA
EID2B	8036744
EID2B	NA
NUDT16-DT	NA
TDGF1P7	NA
EID2	8036749
ABHD2	NA
ABHD2	7985809
RPS29P24	NA
NPIPB14P	8000636
NPIPB14P	8002322
RPS29P25	NA
PARP2	7973036
PARP2	NA
PPIAP72	NA
PNMA8A	8037767
PNMA8A	NA
VN2R1P	8083538
KCNAB1-AS1	NA
RPL21P71	NA
CPHL1P	NA
CFAP20	8001658
CFAP20	NA
ZNF740	7955721
ZNF740	NA
PNMA8B	NA
SERPINE1	8135069
	8029829
GAPDHP38	NA
SLC9A9-AS1	NA
PPM1L	8083749
CALM3	8029831
CALM3	NA
MTND1P2	8139816
MTND1P2	8139818
LINC02423	NA
VSTM2A-OT1	NA
HINT1P2	NA
PIGAP1	NA
RBM22P3	NA
LINC00615	7957503
STEAP2-AS1	NA
	8164293
	8164304
	8180339
PON1	8141052
PON1	NA
ARHGAP31	8081838
ARHGAP31	NA
GINS2	8003204
PIWIL3	8075026
NR1H4	7957835
NR1H4	NA
MIR4672	NA
ST6GALNAC4	8180413
ST6GALNAC4	8180412
ST6GALNAC4	8164314
ST6GALNAC4	NA
CTRB1	NA
CP	8091385
CP	NA
BRD1	8076836
BRD1	NA
CCDC102A	8001576
CCDC102A	NA
FAM117A	8016590
FAM117A	NA
HGF	8140556
HGF	NA
OR7E28P	8045887
OR7E28P	7945873
OR7E28P	8082248
OR7E28P	8138151
OR7E28P	7968787
OR7E28P	8082244
OR7E28P	8138145
OR7E28P	8042574
OR7E28P	7971241
OR7E28P	8156319
GLRB	8098006
GLRB	NA
RNU7-195P	NA
SNHG31	NA
HMGB1P8	NA
LETM2	NA
LETM2	8145942
RLBP1	7991246
RLBP1	NA
FAM133DP	8140942
FAM133DP	8055978
FAM133DP	8105504
C1QL2	8054834
RPL7P1	8109222
RPL7P1	7917906
RPL7P1	8151376
PECR	8058837
PECR	NA
PDGFRB	8115099
PDGFRB	NA
ARLNC1	NA
PIP5KL1	NA
PIP5KL1	8164328
PTGIR	8037775
PTGIR	NA
MIR6766	NA
POLG-DT	NA
MIR9-3	7985871
DACT3	8037788
SLC12A6	7987192
SLC12A6	NA
RN7SL364P	8037814
MIR320E	NA
RPLP2	7937476
RPLP2	7937483
PISD	8075529
PISD	NA
	8029845
DGLUCY	NA
DGLUCY	7976216
LRFN1	8036707
CRB3	8025041
ELF2P4	NA
	8054611
LINC01856	NA
SNHG27	NA
SPOPL-DT	NA
DPM2	8164336
DPM2	NA
GTF2A1L	NA
RPSAP36	NA
LINC01081	NA
LINC02174	NA
	8142468
	7995580
LINC02431	NA
FOXC2	7997733
KAT7	7896522
KAT7	7893886
KAT7	7893834
KAT7	7896546
KAT7	7893240
KAT7	7896600
KAT7	7895397
KAT7	7894226
KAT7	7892771
KAT7	7895971
KAT7	7894648
KAT7	7894635
KAT7	7895599
KAT7	7896534
KAT7	7896499
KAT7	7892967
KAT7	7896231
KAT7	8008213
KAT7	7893682
KAT7	7896009
KAT7	7895765
KAT7	7893879
KAT7	7892854
KAT7	7893601
KAT7	7894049
KAT7	7895307
KAT7	7895537
KAT7	7894244
KAT7	7895639
KAT7	7892892
KAT7	7893254
KAT7	7896588
KAT7	7894377
KAT7	7895749
KAT7	7893668
KAT7	7894462
KAT7	7894957
KAT7	7893538
KAT7	7894593
KAT7	7895377
KAT7	7893588
KAT7	7894709
KAT7	7893062
KAT7	7893169
KAT7	7895701
KAT7	7896260
KAT7	7894383
KAT7	7894851
KAT7	7895822
KAT7	7894715
KAT7	7896075
KAT7	7892566
KAT7	7893197
LINC01349	NA
SNORA52	7937476
SNORA52	7937483
DENND1C	8033207
DENND1C	NA
PNPLA2	7937485
PNPLA2	NA
FAM102A	8164343
FAM102A	NA
PHTF1	7918634
PHTF1	NA
ZSWIM5P3	NA
SH3RF1	8103630
SH3RF1	NA
ERAP1	8113250
ERAP1	NA
PCK1	8063590
PCK1	NA
DCLK2	8097753
DCLK2	NA
PRXL2C	8162624
ZBP1	8067221
ZBP1	NA
PLCXD2-AS1	NA
PARP14	8082100
PARP14	NA
RFPL2	8075564
RFPL2	8180381
RFPL2	8180380
ZNF782	8162639
ZNF782	NA
P2RX6	NA
P2RX6	8071489
ZSWIM2	8057563
ZSWIM2	NA
PTMAP11	NA
FER1L6	8148220
NUTM2G	8156620
NUTM2G	8162479
CRACR2B	7937498
CRACR2B	NA
LINC01826	NA
RPL5P8	NA
MTCO3P7	8045161
MTCO3P7	8055271
MTCO3P7	8045163
NCKAP5-AS1	NA
ZMYND8	8066786
ZMYND8	NA
CLRN1-AS1	NA
RPL21P106	NA
TCF24	8151125
TCF24	NA
ACADL	8058591
ACADL	NA
SNX5P2	NA
CHCHD6	8082305
CHCHD6	NA
COPS5	NA
COPS5	8151136
YRDCP2	NA
PAPPA-AS2	NA
PAPPA-AS1	8163672
GOLGA2P5	7965746
GOLGA2P5	NA
ASTN2-AS1	NA
SYCE1L	NA
RPL10P3	8163710
SNORA70C	8163710
RN7SKP128	8157520
RN7SKP125	8157522
MIR4478	NA
NDUFA8	8163930
TUBB4A	8033233
TUBB4A	NA
MORN5	8157632
MORN5	NA
PHKG1P1	NA
TMEM263	7958346
TMEM263	NA
SCHLAP1	NA
GSE1	NA
GSE1	7997680
	8110674
LRRC14B	8104163
FAM124B	8059387
FAM124B	NA
MTATP6P18	8139810
MTATP6P18	8139808
ZNRF2	8132062
ZNRF2	NA
CCDC127	8110678
CCDC127	8110676
MRE11P1	NA
TM4SF18	8091402
TM4SF18	NA
RBM18	8163948
	8104166
LINC01907	NA
DYNLL1P7	8140707
CD151	7937508
CD151	NA
GSTM5	7903777
GSTM5	NA
EXOC3	NA
EXOC3	8104201
DGAT2L7P	NA
MTND2P4	8139814
MTND2P4	8139816
MTND2P4	8139818
NCOR1P3	NA
FAM133B	8140942
FAM133B	8055978
FAM133B	8105504
FAM133B	NA
MRRF	8157638
MRRF	NA
LINC02392	NA
ITPRID2	NA
ITPRID2	8046726
HAUS8P1	NA
LINC01323	NA
LINC02618	NA
OSBPL8	7965064
OSBPL8	NA
OSBPL8	7894434
SMARCA5	8097600
SMARCA5	8097626
SMARCA5	NA
SYPL1P1	NA
SRP14P3	7894163
SRP14P3	7895752
SRP14P3	7893303
SRP14P3	7893230
SRP14P3	7895850
SRP14P3	7894226
SRP14P3	7892819
SRP14P3	7896326
SRP14P3	7895494
SRP14P3	7893578
SYNPR	NA
SYNPR	8080855
GSTM2	7903753
GSTM2	NA
	8025051
RNA5SP268	8146788
TNFSF9	8025053
	8110685
RNU6-1313P	8016607
ARFGEF1	8151149
ARFGEF1	NA
DLX4	8008228
DLX4	NA
SLC9A3	8110688
SLC9A3	8110685
CLIC4P2	NA
TPST1	8133155
TPST1	NA
CD70	8033241
CD70	NA
DLX3	8016609
DLX3	NA
LONRF2P1	NA
CXADRP3	NA
GRAMD4P7	NA
POTEC	8067844
POTEC	7986605
POTEC	8022428
RPL7P50	NA
MIR6791	NA
CEP131	8019108
CEP131	NA
SLC16A8	8076002
SLC16A8	NA
TRIP10	8025058
TRIP10	NA
	8083229
ASNS	8141150
ASNS	NA
LINC02917	NA
LINC00903	NA
TMEM131L	8097867
TMEM131L	NA
MPDZ	NA
MPDZ	8160088
RNU6-1021P	8022434
OR4K7P	NA
OR4K8P	8020354
SNX19P3	8067842
SNX19P3	7970390
CECR7	NA
VN1R74P	NA
GTF2IP8	NA
MRPL32P2	NA
RNU6-1210P	8020375
ZFP92	8170644
MIR3156-2	NA
LINC01906	NA
LINC00635	NA
FGF7P1	8155487
FGF7P1	8161455
FGF7P1	8161423
FGF7P1	8067839
H2BW1	8174283
LINC01443	NA
XAGE5	8167742
XAGE5	NA
LINC01444	NA
	8022436
	8068052
TMEM121B	8074223
TMEM121B	NA
LINC01227	NA
ANKRD30B	NA
ANKRD30B	8069499
ANKRD30B	8020357
CT45A10	8175344
CT45A10	8170068
CT45A10	8170060
CT45A10	8175336
CT45A10	8170052
CT45A10	8175353
IL17RA	NA
IL17RA	8071069
SLC9A3-AS1	NA
PDZD4	8175860
PDZD4	NA
MON1B	NA
MON1B	7997321
MIR4456	NA
CEP72-DT	8110706
CEP72	8104220
ARFGEF1-DT	NA
RN7SL862P	8022277
RNA5SP449	8022279
PIGPP4	NA
TXNDC2	8020123
POLR2L	7945573
RRAS2P1	NA
RPSAP19	8078905
RPSAP19	7918050
BCAS2P2	NA
TPPP	8110708
PCDH11X	8176400
PCDH11X	8168657
PCDH11X	NA
F3	7917875
F3	NA
VAPA	8020129
VAPA	NA
BRD9P2	NA
SPCS2P3	NA
RNU6-572P	8108401
CHID1	7945579
CHID1	NA
	8108403
FTH1P22	NA
WARS2-IT1	NA
LINC01739	NA
DNAJA1P5	7903401
HDHD5	8074227
HDHD5	NA
ZFP90	NA
ZFP90	7996807
VCAM1	7903358
VCAM1	NA
ZNF41	8172307
ZNF41	NA
SUMO2P1	8178322
SUMO2P1	8018315
RNA5SP450	8020139
PIEZO2	NA
PIEZO2	8022310
PIEZO2	8022283
PIEZO2	8022295
PNMA3	8170622
MOG	8179011
PEG10	8134339
PEG10	NA
ZNF674	8172274
ZNF674	NA
LINC01920	NA
PPIAP67	NA
HSP90B3P	7902930
HSD3BP2	7904414
LINC01787	NA
DNAH7	NA
DNAH7	8057821
SEC63P1	NA
CYP4A27P	NA
LINC01708	NA
AZGP1P2	NA
MTATP6P13	NA
LINC02787	NA
GPR88	7903355
RPS3AP29	7894205
RWDD3	7903171
RWDD3	NA
RINT1	8135323
RINT1	NA
CBY1	NA
CBY1	8073022
USP51	8173174
DMRTC1	8168375
SFRP2	8103254
ADAM20P2	NA
MAN1A2	7904340
MAN1A2	NA
EEF1A1P21	NA
SRP72	8095230
SRP72	NA
FAM133A	8168678
WFDC1	7997582
WFDC1	NA
F9	8170215
F9	NA
TFPI2-DT	NA
APOL3	8075695
APOL3	NA
PDE1C	8138888
PDE1C	NA
NDUFAF8	NA
MAP1LC3B	7997740
MAP1LC3B	7959023
MAP1LC3B	NA
SH2D3A	NA
SH2D3A	8033319
LPAR3	7917276
SLC38A10	8019149
SLC38A10	NA
LINC02868	7904281
LINC01753	NA
DPYD-AS1	NA
CTTNBP2NL	7904018
CTTNBP2NL	NA
	8175490
ATP11C	8175492
ATP11C	NA
	7997731
ATP2C2-AS1	NA
TNFSF14	8033248
ZCCHC14	8003263
ZCCHC14	NA
MIR4664	NA
RBMX2P3	NA
LINC01676	NA
NCKAP1	8057517
NCKAP1	NA
LINC01525	NA
MIR4745	NA
MIR3187	NA
STRIP1	7903827
STRIP1	NA
SYMPK	NA
SYMPK	8037695
TMEM105	8019177
TMEM105	NA
SHANK3	NA
SHANK3	8074131
RENO1	NA
MIR4740	NA
MIR3186	NA
LINC01971	NA
FAAP100	8019194
FAAP100	NA
	8003243
SNHG4	NA
KCNJ5	7945146
TPI1P1	7902435
TPI1P1	8180371
RNU6-876P	7952671
	7945156
SNORA74D	NA
SNORA74A	8108420
NPAT	7951497
NPAT	NA
MATR3	NA
MATR3	8108403
	8010622
TBC1D27P	8013049
TBC1D27P	NA
TNFRSF13B	7896723
TNFRSF13B	8013061
TNFRSF13B	NA
CCDC178	NA
CCDC178	8022831
UBE2N	NA
UBE2N	7965471
LINC02512	NA
WDR45P1	NA
LINC02433	NA
TSPAN5	8101828
TSPAN5	NA
PIFO	7903959
GAPDHP39	NA
TESPA1	7963851
TESPA1	NA
DPP10	NA
DPP10	8044700
LINC02010	NA
LINC02090	NA
AADAC	8083415
MPRIP-AS1	NA
RNU6-767P	8005243
RN7SL775P	8005245
PLD6	8013068
SLC25A24P1	NA
C11orf65	NA
C11orf65	7951521
PPIAP82	NA
FLCN	8013071
FLCN	NA
LINC01650	NA
C14orf132	7976556
GTF2IP5	NA
TSPAN2	7918857
TSPAN2	NA
RNU6ATAC23P	8170228
	8170230
FATE1	8170513
ESRRB	7975876
ESRRB	NA
BMPR1B-DT	NA
PPM1K	8101699
PPM1K	8101701
PPM1K	NA
B3GALNT1	8091780
B3GALNT1	NA
TECPR1	8141180
TECPR1	NA
MAGEA4	8170531
MAGEA4	NA
GAPDHP23	NA
LINC01776	NA
RPL26P9	NA
	8013089
ACTG1P24	NA
LRIG2	7904086
LRIG2	NA
BDKRB2	7976560
COPS3	8013094
COPS3	NA
OR10D4P	7952390
CRYAB	7951662
CRYAB	NA
FOXN3	NA
FOXN3	7980680
LINC01099	NA
CIBAR1P2	8098465
FNIP2	8098103
FNIP2	NA
RPSAP60	NA
TPMTP3	NA
	8167690
	8172719
SNORA11E	NA
MAGED4	8167673
MAGED4	8172722
MAGED4	NA
SNORA11D	NA
HPD	7967212
HPD	NA
GPC4	8175217
NPY1R	8103494
NPY1R	NA
FOXA3	8029754
MMP14	NA
MMP14	7973336
THAP5	NA
THAP5	8180324
THAP5	8142324
IRF2BP1	8037723
MYPOP	8037728
NANOS2	8037732
CCDC61	8029759
CCDC61	NA
RNU6-203P	8175232
RPS24P19	NA
RPSAP63	NA
GPC3-AS1	NA
TMA16	8098150
TMA16	NA
TIMM8BP2	8180392
	8175252
	8175248
	8175250
SLC35A3	7903281
SLC35A3	NA
LARP1BP3	NA
FOXP3	8172631
FOXP3	NA
LUARIS	NA
PIKFYVE	NA
PIKFYVE	8047865
MIR937	NA
GGT5	8074991
GGT5	NA
TMEM243	8140730
TMEM243	NA
TMEM243	8140737
HSPB2	7943787
HSPB2-C11orf52	7943787
HSPB2-C11orf52	7943795
C11orf52	7943795
MIR769	NA
PGLYRP1	8037742
EPS15P1	8132705
EPS15P1	NA
DIXDC1	NA
DIXDC1	7943803
LSM5	8138912
KATNAL2	NA
KATNAL2	8021131
PDP2	7996341
PDP2	NA
IGFL3	8037755
TSEN2P1	NA
TGIF1P1	8180317
TGIF1P1	8180318
TGIF1P1	8180319
TGIF1P1	8180316
PDLIM5	NA
PDLIM5	8096489
DM1-AS	NA
TRIP11	7980923
TRIP11	NA
KLHL36	7997626
KLHL36	NA
ALG10	7954789
ALG10	7954777
ALG10	NA
DMWD	8037679
DMWD	NA
BCRP1	NA
MLKL	8002778
MLKL	NA
IL17REL	8076865
MC5R	8020339
TMEM14B-DT	NA
RSPH6A	8037688
UBE2L3	7968331
UBE2L3	8071547
MBD2	8023382
MBD2	NA
KITLG	7965322
KITLG	NA
TMEM14B	8116867
TMEM14B	NA
LINC01393	NA
NT5M	8005247
NT5M	NA
RPL32P5	NA
FAM32BP	NA
CECR3	NA
CECR9	NA
RN7SL843P	8074249
LINC02188	NA
ADA2	NA
ADA2	8074237
AP1S1	8135080
AP1S1	NA
RNA5SP195	8108422
RN7SKP64	8114489
RPL13P12	8180283
RPL13P12	8180284
RPL13P12	8013109
CIAPIN1	8001552
CIAPIN1	NA
PAIP2	NA
PAIP2	8108424
TSEN15P1	NA
SNORA37	8023392
MED9	NA
MED9	8005260
POLI	8021275
POLI	NA
ZNF426	8033780
RASD1	8013112
PLPP7	8158825
TMEM268	8157463
TMEM268	NA
RPL27	8007441
RPL27	7893184
RPL27	7895656
RPL27	7892986
RPL27	7892541
RPL27	7895360
RPL27	7894139
RPL27	7896590
SCAF11	NA
SCAF11	7962499
RNA5SP351	NA
	7976239
PPIHP1	NA
RNU6-893P	7951668
NDUFB1	7980955
NDUFB1	NA
NKAPD1	7943842
NKAPD1	7943853
NKAPD1	NA
PLOD3	NA
PLOD3	8141688
ZNF561	NA
ZNF561	8033795
	8163616
TEX53	NA
TEX48	NA
TNFSF15	8163618
CPSF2	7976243
CPSF2	NA
SLC23A1	8114491
SLC23A1	NA
GPR173	8167758
VWC2L	8048112
ATP6V1G1	8157454
ATP6V1G1	NA
TSPYL2	8167763
TSPYL2	NA
PSMD5	NA
PSMD5	8163795
B4GALNT2	8008172
EPB41L5	8044882
EPB41L5	NA
TIMM8B	7951679
TIMM8B	8180392
FBLN5	7980908
FBLN5	NA
PHF19	8163807
PHF19	NA
RPS3AP25	7894205
RPS3AP25	8141050
RPS3AP25	7988031
SDHD	7943853
SDHD	7899016
SDHD	NA
TMEM132E	8006466
TMEM132E	NA
C18orf54	8021286
C18orf54	NA
LINC02445	NA
CD36	8133876
CD36	NA
KDM5C	8172827
KDM5C	NA
AEBP2	NA
AEBP2	7954279
IFI35	8007446
MZB1	8114511
PROB1	NA
ZNF562	8033801
ZNF562	NA
JPH3	7997746
JPH3	NA
NRBP2	8153550
NRBP2	NA
	8116874
HSPE1P7	8002760
RNA5SP203	8123891
CDH11	8001800
CDH11	NA
MAK	8123893
TMEM11	NA
TMEM11	8013500
STARD6	8023394
STARD6	NA
IL18	7951686
IL18	NA
AGL	7903239
AGL	NA
TOX4	NA
TOX4	7973214
RPS4XP22	NA
SPIRE1	8022356
SPIRE1	NA
UBE2L4	NA
FBXL12	8033813
FBXL12	NA
RNU6-732P	8115010
MIR584	NA
RN7SKP145	8115012
HTR1A	8112333
HTR4	NA
HTR4	8114977
TRIM32	8157516
PLXNC1	7957570
PLXNC1	NA
CDCA4P1	NA
CER1	8160163
MIR6845	NA
TEX12	7943859
RNU6-1260P	NA
	8170863
	8025498
LDHAP4	NA
EPPK1	8180267
RPL10P15	8170863
RPL10P15	8025498
PIN1-DT	NA
MIR661	NA
TMEM167AP2	8026381
PSIP1P1	8180299
OR7A8P	NA
	8162080
UBE2V1P10	NA
BICRA-AS1	NA
PARP10	8153609
PARP10	NA
CTSL3P	8156240
EHD2	8029950
EHD2	NA
SUGT1P1	8160712
PRSS3P4	NA
BCO2	7943867
BCO2	NA
ANXA2P2	8154836
TRBV21OR9-2	8154838
TRBV22OR9-2	NA
TRBV23OR9-2	8154841
TRBV24OR9-2	NA
TRBV25OR9-2	NA
METTL3	7977749
METTL3	NA
PTENP1	8160718
TMEM169	8048141
PTENP1-AS	NA
TRBV26OR9-2	NA
NOP53	7986323
NOP53	8029958
NOP53	NA
UBE2R2-AS1	NA
LINC01251	NA
GCM2	8123910
TRBV29OR9-2	NA
UBE2R2	8154856
	8154866
RNU4ATAC11P	8154868
SNORD121B	NA
SNORD121A	NA
OSTCP8	NA
RN7SKP114	8154870
DCAF12	8160756
DCAF12	NA
MEAK7	8003158
MEAK7	NA
LINC02631	NA
TUBB4BP2	NA
XIRP2-AS1	NA
RPL23AP29	NA
SOD2	8130556
SOD2	NA
CTSL	8156228
TANK-AS1	NA
E2F3P2	NA
GLULP6	NA
FTH1P20	8170360
MED15P5	NA
FAM230G	8074737
FAM230G	8074330
FAM230G	8071361
FAM230G	8071523
FAM230G	8071161
FAM230G	8074309
FAM230G	8071375
GYPC	8045009
GYPC	NA
WDR59	8002802
WDR59	NA
SALL2	7977761
SALL2	NA
USP41	8074606
C12orf75-AS1	NA
PCAT14	NA
MKRN9P	7965245
MYF6	7957373
H3P39	7896511
SLC28A2-AS1	NA
IGLL1	8074909
IGLL1	8072004
SLC28A2	NA
SLC28A2	7983447
FREM1	NA
FREM1	8160168
NCK1	8082911
NCK1	NA
MTERF2	7966046
MTERF2	NA
RN7SKP193	7974253
	8074909
VCPKMT	7978923
DRICH1	8074916
NUDCP1	NA
PRSS40B	8045205
PRSS40B	8055236
AGA-DT	NA
RPL10P6	8048116
SNORD23	NA
NOP53-AS1	NA
RPL23AP80	NA
MTND6P17	8097945
LRAT	NA
LRAT	8097920
C2orf27A	NA
C2orf27A	8045323
ZNF552	8039692
ZNF552	8039687
ZNF552	8031825
METAP2	7957633
METAP2	NA
ASLP1	NA
	8071170
	8039692
POM121L7P	8074714
POM121L7P	8071168
POM121L7P	8075024
POM121L7P	8074867
SOS2	7978932
SOS2	NA
ACSL6	8113938
ACSL6	NA
E2F6P2	8050336
FAM230B	8074737
FAM230B	8074330
FAM230B	8074734
FAM230B	8071361
FAM230B	8071523
FAM230B	8074597
FAM230B	8071161
FAM230B	8074309
FAM230B	NA
SLC44A3P1	NA
VWC2L-IT1	NA
ZNF587B	8031825
ZNF587B	8039692
PLRG1	8103289
PLRG1	NA
KCTD9P4	NA
MRPS36P4	NA
RPS12P21	NA
HNRNPH1P1	NA
FKBP1AP1	NA
RNU4ATAC18P	8130565
BCHE	8091867
BCHE	NA
PTS	7943882
PTS	NA
ZNF587	8031837
ZNF587	8031827
ZNF587	NA
WTAP	8126952
WTAP	8123129
WTAP	NA
MTHFSD	8003233
MTHFSD	NA
	8031837
ITGB6	8056184
ITGB6	NA
ZNF417	NA
ZNF417	8039695
FAM247A	NA
LRRC74B	8071504
LRRC74B	NA
RN7SL187P	8157608
HMGB1P37	NA
	7988410
RNU6-953P	7988412
PTGES2	8164362
PTGES2	NA
GATM	7988414
GATM	NA
POLDIP3	8076465
POLDIP3	NA
ZNF256	8039706
GRINA	8148694
GRINA	NA
C19orf18	8039713
RPS6P16	NA
PLET1	7951695
IL12A-AS1	NA
MIR4750	NA
	7943890
ST13P10	NA
IL4I1	8038487
IL4I1	NA
ZNF516-AS1	NA
SOD2-OT1	NA
NDUFV2-AS1	NA
ACAT2	8123137
ACAT2	NA
MTCO3P38	8091877
MTCO3P38	8091879
	8020421
RN7SL233P	8020449
	8020451
MIR133A1	8022498
MIR1-2	8022500
RNU6-1038P	NA
RNA5SP451	8022502
MIB1	8020423
MIB1	NA
SPATC1	8148703
CEP44	8098348
CEP44	NA
OPLAH	8153625
OPLAH	NA
TCP1	8130567
TCP1	8130578
TCP1	NA
TCP1	8130580
RAB5C	8015545
RAB5C	NA
L2HGDH	7978956
L2HGDH	NA
TOMM20P3	NA
