hgnc_symbol	phalanx_onearray
CCDC12	PH_hs_0030144
CCDC12	
TOPAZ1	PH_hs_0031734
TCAIM	
TCAIM	PH_hs_0022149
MIR6734	PH_hs_0002255
MED8	PH_hs_0015562
MED8	
ZNF276	PH_hs_0016998
ZNF276	
MED8-AS1	
ASNSD1	PH_hs_0005634
ASNSD1	
AMPD2	
AMPD2	PH_hs_0004744
ASDURF	
OSGEPL1	PH_hs_0031274
OSGEPL1	
MYBPC3	PH_hs_0013574
MYBPC3	
CDT1	PH_hs_0006882
CDT1	
SPAG7	PH_hs_0005048
SPAG7	
ANKS1B	
ANKS1B	PH_hs_0041139
ANKS1B	PH_hs_0018034
OSGEPL1-AS1	
ORMDL1	PH_hs_0026763
ORMDL1	PH_hs_0034339
ORMDL1	
	PH_hs_0005124
GUCA1ANB	
GUCA1A	PH_hs_0005124
GUCA1A	
APRT	PH_hs_0002524
APRT	
CAMTA2	PH_hs_0005962
CAMTA2	
C3orf86	PH_hs_0007854
MIR548AQ	
TRA2B	PH_hs_0039988
TRA2B	
ANKAR	PH_hs_0024924
ANKAR	
MIR8061	
VN1R105P	
RNU6-512P	
MIR128-1	
UBXN4	
UBXN4	PH_hs_0023931
GALNS	PH_hs_0009707
GALNS	
NMRAL2P	PH_hs_0031685
NMRAL2P	
MYO7A	PH_hs_0024140
MYO7A	
ASPM	PH_hs_0006705
ASPM	
FOXP1-AS1	
MIR1284	
FOXP1-IT1	
LCT	PH_hs_0000302
LCT	
	PH_hs_0002198
KIR2DL3	PH_hs_0029293
KIR2DL3	PH_hs_0030678
MITF	PH_hs_0029291
MITF	PH_hs_0030527
MITF	
KIR2DL1	PH_hs_0029293
KIR2DL1	PH_hs_0030678
LCT-AS1	PH_hs_0012794
R3HDM1	
R3HDM1	PH_hs_0022587
ZNF786	PH_hs_0011827
KIR3DL1	PH_hs_0029293
KIR3DL1	PH_hs_0030678
KIR3DL1	PH_hs_0032962
CBFA2T3	PH_hs_0006072
CBFA2T3	
ZNF425	PH_hs_0031141
ZNF425	
RN7SL521P	
PDIA4	PH_hs_0005142
MIR6864	
MIR6865	
CAMTA2-AS1	PH_hs_0038273
KIF1C	PH_hs_0025389
KIF1C	
	PH_hs_0033972
FCF1P7	
PTN	PH_hs_0000005
MIR4677	
FABP7P1	
AKT3-IT1	
PIK3CG	
PIK3CG	PH_hs_0002769
KIF1C-AS1	
SLC52A1	PH_hs_0006074
TRAPPC2L	PH_hs_0023314
TRAPPC2L	
TRAPPC2L	PH_hs_0038791
ZFP3-DT	
ZFP3	PH_hs_0003415
USP6	PH_hs_0033953
USP6	
AIMP2	
SNORA80D	
ANKRD61	
FANCA	
FANCA	PH_hs_0014712
CFTR	
CFTR	PH_hs_0024884
CFTR	PH_hs_0026496
OR6B3	
IRS1	PH_hs_0024522
IRS1	
RHBDD1	
RHBDD1	PH_hs_0023173
COL4A3	PH_hs_0024708
COL4A3	
RPS4XP1	
	PH_hs_0017532
	PH_hs_0000524
TCHP	
TCHP	PH_hs_0024851
HPX	PH_hs_0019843
HPX	
INCA1	
RARRES1	PH_hs_0004728
	PH_hs_0011911
ANKRD13A	
ANKRD13A	PH_hs_0022360
RNF213-AS1	
MFF-DT	PH_hs_0005375
MFF-DT	
RN7SL7P	
SAMD9	PH_hs_0028934
SAMD9	PH_hs_0030776
SAMD9	
ENDOV	
ENDOV	PH_hs_0026926
MFSD1	
MFSD1	PH_hs_0000777
HEPACAM2	
NAT10	PH_hs_0025718
NAT10	
IL21R-AS1	
MFF	
MFF	PH_hs_0022264
GTF3C1	PH_hs_0000041
GTF3C1	
C1orf174	PH_hs_0022255
C1orf174	
	PH_hs_0039024
IQGAP3	PH_hs_0008016
IQGAP3	
IFT81	
IFT81	PH_hs_0016300
SAMD9L	PH_hs_0026986
SAMD9L	PH_hs_0032645
SAMD9L	
PDCD5	
PDCD5	PH_hs_0039764
H4P1	
LINC00513	PH_hs_0006743
LINC00513	
MIR29A	
MIR29B1	
	PH_hs_0011429
RNU6-1010P	
	PH_hs_0035273
SEMA3E	PH_hs_0025805
SEMA3E	
ANKRD27	PH_hs_0003806
ANKRD27	
MIR4730	
NPTX1	PH_hs_0027722
NPTX1	PH_hs_0031371
NPTX1	
	PH_hs_0039104
RPL35AP9	
	PH_hs_0003775
RPL32P31	
GPR79	
RAD23BP2	
IQCJ	
NAXE	PH_hs_0036139
NAXE	PH_hs_0026105
RPL31P7	
	PH_hs_0007161
CCDC40	
CCDC40	PH_hs_0034342
CCDC40	PH_hs_0034825
PMS2	PH_hs_0027938
PMS2	
LINC02823	PH_hs_0018404
MIR3919	
IQCJ-SCHIP1-AS1	
RNU2-31P	
SCHIP1	PH_hs_0003907
SCHIP1	
LINC02404	
GUCY2C	PH_hs_0022834
GUCY2C	
TM4SF20	PH_hs_0009462
TM4SF20	
CNTN5	
CNTN5	PH_hs_0012804
MIR5703	
AGFG1	
AGFG1	PH_hs_0023955
AGFG1	PH_hs_0040532
KATNIP	
KATNIP	PH_hs_0031126
HAPLN2	
MIR1268B	
GAA	
GAA	PH_hs_0000195
LINC01100	
GUCY2C-AS1	
H2AJ	
H2AJ	PH_hs_0027626
H2AJ	PH_hs_0035416
WBP11	PH_hs_0022777
WBP11	PH_hs_0031947
WBP11	
FOXP1	PH_hs_0023179
FOXP1	
SNORA68B	
RPS12P31	
RN7SL789P	
RGS9BP	PH_hs_0034635
NUDT19	PH_hs_0032157
BCAN-AS1	
TDRD12	
TDRD12	PH_hs_0022445
RNU6-159P	
BCAN	
BCAN	PH_hs_0022733
RNU6-1241P	
C12orf60	PH_hs_0009049
C12orf60	PH_hs_0003601
GFER	PH_hs_0031110
GFER	
ASXL2	PH_hs_0035495
ASXL2	
SMCO3	PH_hs_0012426
ART4	PH_hs_0026751
	PH_hs_0007397
RNA5SP425	
EIF4BP5	
NDUFA5P11	
EIF4A3	PH_hs_0024508
EIF4A3	
	PH_hs_0001047
MGP	PH_hs_0032872
MIR1910	
EMC8	
EMC8	PH_hs_0010381
ERP27	PH_hs_0022759
TPM3P7	
PTGES3P2	
NDUFB4P4	
KIF3C	
CARD14	
RNU1-103P	
NAV2	PH_hs_0030076
NAV2	
SLC7A9	PH_hs_0033197
SLC7A9	
ARHGDIB	
COX4I1	
COX4I1	PH_hs_0020120
PDE6H	
IRF8	PH_hs_0001370
IRF8	
LINC01489	PH_hs_0033118
OR10P1	
UQCRHP2	
TRMT112P6	
RAB10	PH_hs_0008203
RAB10	PH_hs_0012838
RAB10	
ITGA7	PH_hs_0004244
ITGA7	
NES	PH_hs_0034601
RNU6-942P	
RPS2P15	
EMP2P1	PH_hs_0035002
SMARCE1P6	PH_hs_0035246
MIR6774	
PPIL1P1	
LINC02132	
GAREM2	PH_hs_0022894
GAREM2	
RN7SKP22	
NLRP8	PH_hs_0026139
CRABP2	PH_hs_0010826
CRABP2	PH_hs_0032047
LINC01082	
LAT	PH_hs_0026523
LAT	PH_hs_0034136
LAT	
ARMC9	
ARMC9	PH_hs_0038072
ARMC9	PH_hs_0038692
NLRP5	PH_hs_0017316
NLRP5	
ISG20L2	PH_hs_0015575
ISG20L2	
ZSCAN5B	PH_hs_0031736
ZSCAN5B	
	PH_hs_0039672
LIM2-AS1	
CEACAM18	
RNA5SP438	
METTL25B	PH_hs_0026761
METTL25B	
MIR5196	
FFAR1	PH_hs_0013155
FFAR1	PH_hs_0023308
LINC01989	
CCL7	
C3	PH_hs_0014742
C3	
CCL11	PH_hs_0003565
CCL11	PH_hs_0031238
CCL8	PH_hs_0013968
CCL13	
MRPL24	PH_hs_0025092
CCL1	PH_hs_0004189
CCL2	PH_hs_0015664
CCL2	PH_hs_0035772
TSPAN10	
TSPAN10	PH_hs_0012103
	PH_hs_0000839
RSPH10B2	PH_hs_0028467
RSPH10B2	
RSPH10B2	PH_hs_0027503
HDGF	PH_hs_0004992
HDGF	
NF1	
NF1	PH_hs_0005132
MEIOB	PH_hs_0023097
LINC01766	
PRCC	
PRCC	PH_hs_0000993
HAUS5-DT	
HAUS5	PH_hs_0000771
HAUS5	
	PH_hs_0023097
MEFV	PH_hs_0010414
MEFV	
SH2D2A	PH_hs_0005748
SH2D2A	
ZNF722	
PDGFA	PH_hs_0028268
PDGFA	
MIR4421	
MIR6500	
CFL1P2	PH_hs_0034988
LINC01562	
RSPH10B	PH_hs_0028467
RSPH10B	
RSPH10B	PH_hs_0027503
RNF11	PH_hs_0005234
RNF11	PH_hs_0007349
	PH_hs_0035140
TTC39A-AS1	
RPL30P11	
EPS15	PH_hs_0027703
EPS15	
RBM42	PH_hs_0000523
RBM42	
ATF7IP	
ATF7IP	PH_hs_0023359
OCM2	PH_hs_0012397
POLR2J2	PH_hs_0027504
POLR2J2	PH_hs_0033159
POLR2J2	
UPK3BL2	
CCDC201	
BRAF	PH_hs_0027912
BRAF	PH_hs_0038106
BRAF	
NSMCE1	PH_hs_0014738
NSMCE1	
ETV2	
ETV2	PH_hs_0011450
ETV2	PH_hs_0032100
RNU6-877P	
RNU6-1281P	
CICP3	
NUCB2	
NUCB2	PH_hs_0025163
LINC01409	
	PH_hs_0033421
FAM87B	PH_hs_0033151
FAM41C	PH_hs_0030381
FAM41C	PH_hs_0039482
COX6B1	PH_hs_0019972
COX6B1	PH_hs_0035954
COX6B1	
PLBD1	PH_hs_0010602
PLBD1	
TUBB8P11	PH_hs_0034637
	PH_hs_0039482
RNF223	
NSMCE1-DT	PH_hs_0020282
NSMCE1-DT	
NSMCE1-DT	PH_hs_0015776
C1orf159	PH_hs_0032250
C1orf159	
IL4R	
IL4R	PH_hs_0004340
UPK1A	PH_hs_0009689
UPK1A	
RN7SKP134	
CABP1-DT	PH_hs_0007268
MLEC	PH_hs_0010734
MLEC	
PANX1	PH_hs_0022092
UPK1A-AS1	
PMIS2	
ACP5	PH_hs_0000161
ACP5	
TBC1D28	PH_hs_0020180
TBC1D28	
UNC119B	
UNC119B	PH_hs_0007328
ARPC3P3	
GPR83	PH_hs_0014064
GPR83	
MIR4700	PH_hs_0007328
ACADS	
ACADS	PH_hs_0016833
POMC	PH_hs_0000252
DPP3	PH_hs_0002003
DPP3	
LINC01987	
PHB1	PH_hs_0004311
PHB1	
MIR8074	
SPPL3	PH_hs_0028796
SPPL3	
LINC01381	
KLK8	PH_hs_0005801
KLK8	
COL4A4	PH_hs_0023458
COL4A4	
MRPS22	PH_hs_0026793
MRPS22	
CT66	PH_hs_0017363
IL21R	PH_hs_0012215
IL21R	PH_hs_0035697
IL21R	
LINC01342	PH_hs_0028304
AUTS2	PH_hs_0023568
AUTS2	
ARF1P2	
TTLL10-AS1	PH_hs_0037138
CABP1	PH_hs_0030473
TTC39A	
TTC39A	PH_hs_0037881
LINC01976	PH_hs_0008598
ATXN7L3-AS1	
G6PC3	PH_hs_0015285
G6PC3	PH_hs_0035764
NPIPB3	PH_hs_0030430
NPIPB3	PH_hs_0032961
NPIPB3	PH_hs_0039463
NPIPB3	PH_hs_0040718
NPIPB3	
	PH_hs_0000393
MIR3680-1	
SLC7A5P2	
KMT2D	PH_hs_0024422
KMT2D	
MCRIP2	
MCRIP2	PH_hs_0011331
MCRIP2	PH_hs_0019657
ZNF594	PH_hs_0026374
ZNF594	
SCIMP	PH_hs_0035621
SCIMP	
LINC01214	
EIF2A	
EIF2A	PH_hs_0032996
WDR90	PH_hs_0027996
WDR90	PH_hs_0032215
WDR90	
TNRC6C	PH_hs_0004636
TNRC6C	
LINC01880	
EGFR	
EGFR	PH_hs_0004462
EGFR	PH_hs_0014421
CICP10	
SEPTIN14P2	
RPL23AP88	
MIR6811	
COL6A3	PH_hs_0023170
COL6A3	
C11orf91	
CD59	PH_hs_0014290
CD59	
ZNF232	PH_hs_0029602
ZNF232	
TEX14	PH_hs_0040566
TEX14	
RNU6-9	
MIR26A1	
VILL	PH_hs_0005751
VILL	
SIGLEC5	PH_hs_0006411
FBXO3	PH_hs_0024685
FBXO3	PH_hs_0040516
FBXO3	
KRAS	PH_hs_0028364
KRAS	PH_hs_0030345
KRAS	
SIGLEC5	
KLK15	PH_hs_0013282
KLK15	
RHBDL1	PH_hs_0008304
RHBDL1	
MRPL3	PH_hs_0023787
MRPL3	PH_hs_0040291
MRPL3	
RPL6	
STUB1-DT	PH_hs_0031581
STUB1	PH_hs_0024981
STUB1	
PROSER3	
PROSER3	PH_hs_0026567
RN7SL653P	
SAMD11	PH_hs_0033146
SAMD11	
RNU1-108P	
RNU1-52P	
RNVU1-34	
RNU6-518P	
MYO18A	PH_hs_0023964
MYO18A	PH_hs_0041163
MYO18A	PH_hs_0040168
MYO18A	
MFSD14A	PH_hs_0001810
MFSD14A	
CGB1	
FBXO3-DT	
NTF4	PH_hs_0029546
SASS6	PH_hs_0030635
LINC02722	
LINC02721	
SHD	PH_hs_0027564
SHD	
OR5B12	
SNORA58	
OR51V1	
	PH_hs_0006625
JMJD8	PH_hs_0034934
JMJD8	
AMPD3	
AMPD3	PH_hs_0004781
TMIGD2	PH_hs_0013650
LRRC39	PH_hs_0003214
BCL2L12P1	
MIR5704	
PSMC2P1	
RPL7P16	
CPNE4	
CPNE4	PH_hs_0040416
DBT	PH_hs_0013509
DBT	PH_hs_0021360
DBT	PH_hs_0027858
DBT	
PTPN11	
PTPN11	PH_hs_0027176
PTPN11	PH_hs_0010941
FSD1	PH_hs_0002468
FSD1	
IRF5	
IRF5	PH_hs_0016421
C12orf76	
CAPS2-AS1	
CCNG2P1	
WNT1	PH_hs_0013172
RPL23AP90	
BRI3P1	PH_hs_0027513
RTCA	PH_hs_0035738
RTCA	PH_hs_0023372
RTCA	
SETD1B	PH_hs_0009302
SETD1B	
TMPRSS9	PH_hs_0026429
TMPRSS9	
WDR24	PH_hs_0006119
DES	PH_hs_0032457
DES	
KMT5A	PH_hs_0032504
KMT5A	PH_hs_0034350
KMT5A	
MIR553	
BET1L	
BET1L	PH_hs_0015469
BRDT	
BRDT	PH_hs_0010594
	PH_hs_0040176
FBXL16	PH_hs_0025988
FBXL16	
CEP83	PH_hs_0023412
CEP83	
PLPPR3	PH_hs_0036433
RHOT2	PH_hs_0025948
RHOT2	
GAS2	
GAS2	PH_hs_0022542
R3HDM4	PH_hs_0018852
R3HDM4	
SCN2A	
SCN2A	PH_hs_0025442
LINC00174	PH_hs_0003498
LINC00174	
HNRNPA1P17	
VWA5B2	PH_hs_0040010
VWA5B2	
RNF32-DT	PH_hs_0007724
RNF32-DT	
RNF32-DT	PH_hs_0019375
RNF32-DT	PH_hs_0007037
METTL7B	PH_hs_0003527
KISS1R	
KISS1R	PH_hs_0029427
FBXO21	PH_hs_0010855
FBXO21	PH_hs_0032051
FBXO21	
NUDCD3	PH_hs_0000484
NUDCD3	
H2AX	PH_hs_0008797
H2AX	PH_hs_0040597
TWF1P1	PH_hs_0029392
APLNR	PH_hs_0020741
CRYBA1	PH_hs_0003278
HTR3B	PH_hs_0012934
HTR3B	
IHO1	PH_hs_0024358
IHO1	
NUFIP2	PH_hs_0023976
NUFIP2	
RPL32P18	
GMIP	PH_hs_0003442
GMIP	
RPL35AP35	
LRRC37A	PH_hs_0033432
CAMK2B	PH_hs_0032655
CAMK2B	
IFITM2	
MYH15	PH_hs_0012617
MYH15	
ADAMTS20	PH_hs_0014873
ADAMTS20	
ANAPC15	PH_hs_0002976
ANAPC15	
KCNK12	PH_hs_0029526
KCNK12	
MYL4	
MYL4	PH_hs_0017304
MSH2-OT1	
VN1R18P	
FBXO11	
FBXO11	PH_hs_0014735
NPIPB13	
NPIPB13	PH_hs_0039423
NPIPB13	PH_hs_0040718
KHDRBS1	PH_hs_0006592
KHDRBS1	
MCM2	PH_hs_0003681
MCM2	
BCLAF1P2	
ITGB3	
ITGB3	PH_hs_0004893
ITGB3	PH_hs_0012597
PALB2	
PALB2	PH_hs_0025983
	PH_hs_0008263
ATP13A1	PH_hs_0020451
ATP13A1	
TMEM39B	PH_hs_0002246
TMEM39B	
TUBA1C	
TUBA1C	PH_hs_0028341
NOS1	PH_hs_0025073
NOS1	
RNU7-186P	
EFCAB13	
EFCAB13	PH_hs_0022984
CYLD-AS1	
CYLD-AS1	PH_hs_0034382
MIR193BHG	PH_hs_0033526
PODXL2	PH_hs_0027866
LRRC51	
LRRC51	PH_hs_0007068
MIR193B	
MIR365A	
LINC02130	
ZNF101	PH_hs_0009934
ZNF101	PH_hs_0003969
ZNF101	
PARN	PH_hs_0013350
ABTB1	
ABTB1	PH_hs_0005980
MIR5585	
RNU4-48P	
KPNA6	PH_hs_0024219
KPNA6	
EIF2AK3	PH_hs_0005684
EIF2AK3	
ZNF14	PH_hs_0029411
LPAR2	PH_hs_0006860
LPAR2	PH_hs_0003442
LPAR2	
RTN2	PH_hs_0022135
RTN2	
UBC	PH_hs_0006671
UBC	PH_hs_0030809
UBC	
LRRC37A2	PH_hs_0033432
LRRC37A2	PH_hs_0039603
ZP1	PH_hs_0031991
ZP1	
KBTBD12	PH_hs_0007878
KBTBD12	
SEBOX	
RSKR	
RSKR	PH_hs_0016960
RSKR	PH_hs_0037618
RNA5SP139	
RNU2-37P	
RUVBL1-AS1	
MGLL	PH_hs_0033207
MGLL	
KDM2B	PH_hs_0024108
KDM2B	PH_hs_0033143
KDM2B	
ITM2BP1	
CCDC28B	PH_hs_0035370
CCDC28B	
CCDC28B	PH_hs_0001617
LGALS9	PH_hs_0040353
LGALS9	
HCLS1	PH_hs_0028776
HCLS1	
LINC01160	
DDX20	PH_hs_0004017
DDX20	
PPM1N	PH_hs_0012444
CERKL	PH_hs_0036191
CERKL	
VASP	
VASP	PH_hs_0033125
RN7SL172P	
RNU4-62P	
IQCB1	PH_hs_0025445
IQCB1	
OPA3	PH_hs_0035552
OPA3	PH_hs_0015002
GPR4	PH_hs_0028784
GPR4	
MIR330	
ZNF582	
ZNF582	PH_hs_0013011
RPL5	PH_hs_0030503
RPL5	
ZNF846	PH_hs_0040368
ZNF846	
EAF2	PH_hs_0018693
EAF2	PH_hs_0033057
RN7SKP176	
GIT2	PH_hs_0025084
GIT2	
SDR42E1	PH_hs_0004926
NEUROD1	
NEUROD1	PH_hs_0004195
HSD17B2	
HSD17B2	PH_hs_0009341
SLC15A2	PH_hs_0022332
SLC15A2	
GMPPA	
GMPPA	PH_hs_0002398
CFD	
MTCYBP28	
DIPK1A	
MPHOSPH6	
MPHOSPH6	PH_hs_0023895
MPHOSPH6	PH_hs_0037364
NOS2P1	
JAK3	
JAK3	PH_hs_0023062
JAK3	PH_hs_0032182
SNORD21	
SNORA66	
RNU6-970P	
RN7SL692P	
RNU6-210P	
RN7SKP123	
MPHOSPH6-DT	
RN7SKP190	
ACTR3BP3	
MTF2	PH_hs_0002646
MTF2	
PABPC1P13	
CPDP1	
ABCD1P3	
LGALS9DP	
	PH_hs_0033941
FAM153DP	
LYRM9	
LYRM9	PH_hs_0036674
ABHD17AP7	
GP5	PH_hs_0027675
HERC2P5	
HERC2P5	PH_hs_0034367
TRIM60P16	
MYLK	PH_hs_0026578
MYLK	
NOS2	PH_hs_0027962
CICP28	
	PH_hs_0033895
	PH_hs_0041160
ZNF734P	
SEPTIN7P5	
PHKG1P2	
RPL18A	PH_hs_0039346
RPL18A	
RPL18A	PH_hs_0036565
RPL18A	PH_hs_0039133
SLC29A4P2	PH_hs_0034805
IGHV2OR16-5	
TNRC18P2	PH_hs_0035048
BCAP31P2	PH_hs_0036902
MIR4283-2	
SLC6A10P	PH_hs_0040729
SLC6A10P	
CICP24	
GABPAP	
NMD3P1	
SLC25A1P3	
VN1R34P	PH_hs_0034740
ARAFP1	
IGHV3OR16-15	
IGHV3OR16-6	
VN1R35P	
VN1R36P	
SP3	
SP3	PH_hs_0004957
SP3	PH_hs_0040911
CDK13	PH_hs_0024632
CDK13	
IGHV1OR16-2	
SNORA68	PH_hs_0036565
IGHV3OR16-10	
SLC5A5	PH_hs_0005770
	PH_hs_0033940
IGHV1OR16-4	
IGHV3OR16-8	
HERC2P8	PH_hs_0034367
HERC2P8	
SH2D5	PH_hs_0031957
SH2D5	
NLRP12	PH_hs_0017538
HDLBP	PH_hs_0040161
HDLBP	
RNU7-200P	
MIR1256	
RPS15AP6	
	PH_hs_0026742
HSPE1P27	
ECE1	PH_hs_0023166
ECE1	
PLCG2	
PLCG2	PH_hs_0026742
PLCG2	PH_hs_0019237
BFSP2-AS1	PH_hs_0011547
CDV3	PH_hs_0014667
CDV3	PH_hs_0032486
CDV3	
ZNF44	
ZNF44	PH_hs_0035395
KMT2E	PH_hs_0018793
KMT2E	PH_hs_0024309
KMT2E	
KCTD13	PH_hs_0022276
KCTD13	
KCTD13	PH_hs_0039144
SUZ12	PH_hs_0023866
SUZ12	
TOPBP1	
TOPBP1	PH_hs_0005079
ANO2	
ANO2	PH_hs_0003999
MIR4491	
SLX4	PH_hs_0005371
SLX4	PH_hs_0031801
SLX4	
POU2AF1	PH_hs_0000324
POU2AF1	
RNA5SP437	
SH3GL1P1	
	PH_hs_0027404
RNU2-60P	
	PH_hs_0013023
RN7SKP142	
LINC01571	
WDR45BP1	
ECE1-AS1	PH_hs_0038583
HNRNPA1L3	
ARGFXP2	
BCAR4	PH_hs_0002163
SUSD4	PH_hs_0026550
SUSD4	PH_hs_0029161
SUSD4	
MIR34BHG	PH_hs_0017388
MIR34B	PH_hs_0017388
MIR34C	PH_hs_0017388
SPINK8	
RSL1D1	PH_hs_0028332
RSL1D1	PH_hs_0036141
RSL1D1	
LAYN	
LAYN	PH_hs_0023772
SHOX2	PH_hs_0003653
SHOX2	
ABCB9	
ABCB9	PH_hs_0026685
ATP13A5	
SIK2	PH_hs_0035717
SIK2	
ROBO1	PH_hs_0026807
ROBO1	
RN7SKP273	
BTG4	PH_hs_0007398
BTG4	PH_hs_0031672
RNU4-57P	
CCDC185	PH_hs_0011316
VOPP1-DT	
RNU1-74P	
CDC42P2	
TUBBP6	
LRRIQ3	
LRRIQ3	PH_hs_0035611
LRRIQ3	PH_hs_0002845
	PH_hs_0033653
FKBP9P1	PH_hs_0040732
FKBP9P1	
HOATZ	PH_hs_0019547
GSPT1	PH_hs_0000352
GSPT1	PH_hs_0039013
GSPT1	
RNU6-389P	
SUMO2P3	
CICP11	
PSPHP1	PH_hs_0029897
RNU6-1126P	
SEPTIN14	PH_hs_0040165
SEPTIN14	
TMEM86A	
TMEM86A	PH_hs_0024426
TNNI3K	PH_hs_0024965
TNNI3K	
CICP12	
IGSF22	PH_hs_0020193
IGSF22	
PAXIP1-DT	PH_hs_0027961
ZNF890P	
ZNF890P	PH_hs_0033873
POT1-AS1	
POT1-AS1	PH_hs_0021488
POT1-AS1	PH_hs_0033503
IGSF22-AS1	
PTPN5	PH_hs_0004569
PTPN5	
IKZF2	PH_hs_0014334
IKZF2	PH_hs_0009661
IKZF2	
LRRC37B	PH_hs_0027404
LRRC37B	PH_hs_0040546
LRRC37B	
LRRC37B	PH_hs_0035776
COX6CP1	
TNFRSF17	PH_hs_0000341
TNFRSF17	
	PH_hs_0014353
LRRC53	
UBL5P4	
ERICH3	PH_hs_0032139
ERICH3	
RPS23P6	
LINC02587	
DNAH3	PH_hs_0032973
DNAH3	
GP6-AS1	
P2RX4	PH_hs_0032657
P2RX4	
C3orf49	PH_hs_0039810
C3orf49	
ERICH3-AS1	
OR5H15	
KCNMB2	
KCNMB2	PH_hs_0013969
CRYZ	PH_hs_0004748
CRYZ	
SNX10-AS1	
LINC03007	
MRGPRX8P	
SRGAP3	PH_hs_0026908
SRGAP3	
MRGPRX7P	
MRGPRX6P	
MRGPRX5P	
	PH_hs_0034070
MRGPRX11P	
MRGPRX10P	
MRGPRX9P	
MRGPRX2	PH_hs_0016891
PMS2P3	PH_hs_0029579
PMS2P3	PH_hs_0032445
MRGPRX1	
LINC02730	
JAM3	
JAM3	PH_hs_0025107
RAP1GAP2	
RAP1GAP2	PH_hs_0026529
RAP1GAP2	PH_hs_0033949
SND1-DT	
SND1-DT	PH_hs_0021473
ZNF815P	PH_hs_0035857
ZNF815P	
PTH2R	PH_hs_0009712
PTH2R	
KIR2DL4	PH_hs_0029293
KIR2DL4	PH_hs_0030678
KIR2DL4	PH_hs_0031954
KIR2DL4	PH_hs_0035294
MMP15	PH_hs_0030825
MMP15	
	PH_hs_0012246
LINC03011	
	PH_hs_0040215
LINC02848	
LINC02848	PH_hs_0037457
TYW3	PH_hs_0016785
TYW3	PH_hs_0035811
TYW3	
UGT1A3	PH_hs_0031610
TRIB2	PH_hs_0009360
TRIB2	
KLRC2	
KLRC2	PH_hs_0028957
KLRC2	PH_hs_0031306
LINC03016	
KIFC3	PH_hs_0002033
KIFC3	
CDK6-AS1	
UGT1A8	PH_hs_0031610
ZNF767P	PH_hs_0013262
ZNF767P	
FPGT-TNNI3K	PH_hs_0024965
FPGT-TNNI3K	
FPGT-TNNI3K	PH_hs_0040873
MCCC1	PH_hs_0003377
MCCC1	
PTP4A2P2	
VPS26B	PH_hs_0016464
VPS26B	
UGT1A5	PH_hs_0031610
CSAD	PH_hs_0014405
CSAD	
DPY19L2P4	
ITGB8-AS1	PH_hs_0014782
ITGB8-AS1	
SEPTIN7-DT	PH_hs_0003721
SEPTIN7-DT	
MICALL2-DT	
ABHD11-AS1	
OR6B2	
ASTL	PH_hs_0033627
ASTL	
THYN1	PH_hs_0031007
UGT1A7	PH_hs_0031610
UGT1A7	
FAM185BP	
CASTOR3	PH_hs_0028624
CASTOR3	
MAST3	PH_hs_0010418
MAST3	
OR1G1	PH_hs_0013178
TRPV1	PH_hs_0022016
TRPV1	
RAB6D	PH_hs_0028729
BRWD1P1	
RNA5SP41	
RNA5S4	
RNA5S5	
RNA5S6	
RNA5S7	
RNA5S8	
RNA5S9	
RNA5S10	
RNA5S11	
RNA5S12	
RNA5S13	
RNA5S14	
RNA5S15	
DUSP5P1	PH_hs_0036772
	PH_hs_0036772
POU6F2-AS1	
CCT6P1	
ACAD8	
ACAD8	PH_hs_0001397
OBSCN	PH_hs_0014825
OBSCN	PH_hs_0041173
OBSCN	PH_hs_0025816
OBSCN	
OBSCN	PH_hs_0011714
	PH_hs_0034076
KMT2CP4	
IGKV2D-40	
IGKV1D-39	
IGKV2D-38	
IGKV1D-37	
IGKV2D-36	
IGKV1D-35	
IGKV3D-34	
IGKV1D-33	
IGKV1D-32	
IGKV3D-31	
LMO3	PH_hs_0015577
LMO3	
IGKV2D-30	
IGKV2D-29	
IGKV2D-28	
IGKV1D-27	
IGKV2D-26	
IGKV3D-25	
IGKV2D-24	
TRG-AS1	
TRG-AS1	PH_hs_0037442
IGKV2D-23	
IGKV1D-22	
IGKV6D-21	
IGKV3D-20	
IGKV2D-19	
IGKV2D-18	
IGKV6D-41	
IGKV1D-17	
IGKV1D-16	
IGKV3D-15	
NAA50	PH_hs_0015013
NAA50	
IGKV2D-14	
IGKV1D-13	
IGKV1D-12	
ATM	
ATM	PH_hs_0026560
SEC61G-DT	
IGKV3D-11	
IGKV2D-10	
IGKV1D-42	
IGKV1D-43	
GTF2IRD1P1	PH_hs_0040598
GTF2IRD1P1	
CNTNAP5	
CNTNAP5	PH_hs_0025609
DPY19L2P1	
IGFL1P2	
CPNE9	PH_hs_0027794
CPNE9	
HIF3A	PH_hs_0025129
HIF3A	
USB1	
USB1	PH_hs_0024762
	PH_hs_0012361
RABGEF1P1	
SNHG26	
SNHG26	PH_hs_0012311
TMBIM4	PH_hs_0022391
TMBIM4	
NBEAL1	
NBEAL1	PH_hs_0036140
NBEAL1	PH_hs_0028548
ZNF445	PH_hs_0007854
PRR15-DT	
DPY19L2P2	
NPIPB11	
NKTR	
NKTR	PH_hs_0024116
	PH_hs_0025101
	PH_hs_0030848
SULT1A1	PH_hs_0028679
SULT1A1	PH_hs_0039826
SULT1A1	
CTNS	PH_hs_0022892
CTNS	
