hgnc_symbol	phalanx_onearray
TRBJ2-6	
AGPAT1	PH_hs_0024790
AGPAT1	
TRBV7-7	
TRBV2	
KLF13	PH_hs_0028737
KLF13	PH_hs_0030942
MGAM	PH_hs_0006870
MGAM	
DDAH2	PH_hs_0013097
GSDMD	PH_hs_0006565
GSDMD	
HLA-W	
TNXA	
MTCO3P1	
HLA-DRB4	
TRBV16	
TRBVB	
TRBV6-1	
KANSL1	
KANSL1	PH_hs_0003151
CCL3	PH_hs_0028953
PRSS58	PH_hs_0005452
NCF4-AS1	
NCF4	PH_hs_0027302
NCF4	
TRBV24-1	
POLR1H	PH_hs_0003708
TRBJ2-7	
TRBJ1-3	
TRBVA	
TRBV26	
OR6W1P	PH_hs_0016598
TRBV4-1	
TRBC2	PH_hs_0037979
CUBNP2	
MARCHF8	PH_hs_0014943
MARCHF8	PH_hs_0039604
MARCHF8	
TRBV8-1	
TRBV22-1	
TRBV10-3	
TRBJ1-1	
TRBJ2-3	
CCL4	PH_hs_0028969
CCL4	PH_hs_0039822
OR6D1P	
TRBV7-5	
TRBJ2-5	
LINC01238	PH_hs_0017972
LINC01238	
ANKRD30BP3	
TRBV5-6	
OR13A1	
OR13A1	PH_hs_0034774
TRBV12-2	
	PH_hs_0008066
TRBV6-4	
ALOX5	
TRBJ1-2	
TRBD1	
SERPINF2	
SERPINF2	PH_hs_0009714
TRBJ2-4	
TRBV6-2	
PVALB	PH_hs_0015315
PVALB	
TRBV30	
RN7SL301P	
TRBV12-3	
RPL13AP	
TRBV3-1	
TRBV8-2	
WBP1LP1	
GNL1	PH_hs_0004750
GNL1	PH_hs_0038497
GNL1	
TRBV6-8	
TRBV29-1	
TRBV6-6	
TRBV15	
KEL	PH_hs_0019711
KEL	
CDC42EP5	
HLA-DQB3	
TAP1	PH_hs_0032801
CES1	PH_hs_0027499
CES1	
CES1	PH_hs_0027338
LRRC37A	
ZC3H3	
PYCR3	PH_hs_0009969
PYCR3	
RN7SL105P	
RPL15P4	
TRIM26	PH_hs_0025538
TRIM26	
VWA7	PH_hs_0014694
VWA7	
LRRC37A3	
EGFL8	PH_hs_0016280
EGFL8	PH_hs_0032693
TAMM41	
EEF1D	
RNU6-1207P	
TNXB	
OR2H1	PH_hs_0017799
OR2H1	
TRIM15	PH_hs_0023699
TRIM15	
DDT	PH_hs_0030194
DDT	
PATL2	
TRIM69	PH_hs_0029314
TRIM69	PH_hs_0033116
TRIM69	
MARK2P14	
NUP210P2	
	PH_hs_0027501
LTA	PH_hs_0000003
DDR1	
HCG4B	
HCG27	PH_hs_0003894
RPS26P8	
KIF5C	
OR12D1	
NRM	PH_hs_0003683
POMZP3	
GSTT1	PH_hs_0023317
GSTT1	
GSTT1	PH_hs_0040349
TNXB	PH_hs_0028362
SPPL2C	
LILRA1	
LILRA1	PH_hs_0034864
TC2N	PH_hs_0003705
TC2N	
HCG27	
ABR-AS1	
TRARG1	PH_hs_0008696
PPT2	
PPT2	PH_hs_0016280
PPT2	PH_hs_0032693
YWHAE	PH_hs_0029000
YWHAE	PH_hs_0031355
YWHAE	
UPK3B	PH_hs_0014721
UPK3B	
MIF-AS1	PH_hs_0016243
GSTT3P	
GSTT2	PH_hs_0027035
LINC00685	
FABP5P13	
KRT18P53	
PPP2R3B	PH_hs_0007041
PPP2R3B	
LILRA6	PH_hs_0040501
SORD2P	
SPDYE16	PH_hs_0039649
SPDYE16	PH_hs_0039841
	PH_hs_0038103
B2M	PH_hs_0028895
B2M	
B2M	PH_hs_0037623
CHCHD10	
ABHD16A	PH_hs_0024454
ABHD16A	
DTX2	
DTX2	PH_hs_0027181
GSTT4	PH_hs_0036915
GSTT4	
DDTL	
LINC00588	PH_hs_0009693
MMP11	
	PH_hs_0018746
LINC01606	
HCG9P5	
IGHA2	
MDC1	PH_hs_0020142
MDC1	
MCCD1	
FLOT1	PH_hs_0010655
	PH_hs_0006981
IGHD4-17	
ZNF251	
ZNF251	PH_hs_0031755
ZNF251	PH_hs_0022502
ZNF251	PH_hs_0035189
IGHEP1	
MAP3K14	
IGHG3	
UBQLN1P1	
UQCRHP1	
OR10C1	PH_hs_0036502
OR10C1	
IGHJ5	
HLA-DQB2	
ATP6V1G1P1	
IGHD1-26	
CATSPERB	
CATSPERB	PH_hs_0040795
CATSPERB	PH_hs_0003705
IGHD7-27	
IGHV3-11	
	PH_hs_0014721
LINC03009	PH_hs_0037619
LINC03009	
IGHD3-3	
IGHD3-22	
IGHD6-19	
DDX39B-AS1	
IGHJ1	
IGHJ2	
MRPS16P3	
RPL3P2	
IGHV3-20	
GSTT2B	PH_hs_0027035
IGHE	
APOL5	PH_hs_0016197
HLA-A	
IGHV1-24	
PPP1R18	PH_hs_0005628
PPP1R18	PH_hs_0030769
PPP1R18	PH_hs_0003683
IGHJ3P	
FAM30A	PH_hs_0033104
FAM30A	
LAIR2	
LAIR2	PH_hs_0031193
RBFOX2	PH_hs_0027390
RBFOX2	PH_hs_0039344
RBFOX2	
ELK2BP	
IGHA1	
RN7SL268P	
IGHD1-14	
IGHV1-3	
IGHVIII-38-1	
IGHV7-34-1	
RDM1P2	
IGHV4-34	
IGHGP	
LINC02829	
HLA-Z	
IGHM	
IGHV4-39	
STH	
IGHG1	
HLA-DMB	PH_hs_0000152
HLA-DMB	PH_hs_0023937
LINC02570	
	PH_hs_0034544
LINC02825	PH_hs_0018757
LENG9	PH_hs_0034672
IGHV3-33	
	PH_hs_0001213
TBX22	PH_hs_0024232
TBX22	
IGHD6-25	
POLR3GP1	
IGHD2-8	
IGHVIII-47-1	
IGHV3-21	
IGHV1-17	
IGHD6-6	
IGHD	
NANOGP7	
CXADRP2	PH_hs_0033675
LINC02203	
LINC02203	PH_hs_0033072
PPP1R2P1	
IGHV1-12	
IGHD2-21	
IGHD5-12	
SLC20A1P2	
IGHJ6	
HLA-N	
IGHV1-45	
LONRF2P4	
IGHV3-50	
IGHV4-28	
	PH_hs_0033072
IGHV3-53	
CHCHD2P2	
IGHD4-23	
IGHG4	PH_hs_0036470
	PH_hs_0034824
	PH_hs_0036928
GTF2H2C_2	PH_hs_0028393
GTF2H2C_2	
OR4M2B	
ERMARD	
ERMARD	PH_hs_0003372
DDX6P1	
GRAMD4P6	
NBEAP4	
NF1P9	
PPIAP9	
IGHJ2P	
IGHV1-68	
IGHVIII-22-2	
IGHVII-40-1	
IGHV3-54	
C2	PH_hs_0000303
C2	
IGHJ3	
IGHV3-16	
POTEB3	PH_hs_0038803
POTEB3	PH_hs_0041181
POTEB3	
MSH5-SAPCD1	
IGHJ4	
IGHJ1P	
IGHV7-56	
IGHV3-13	
ADAM2	PH_hs_0010571
ADAM2	
PFDN6	PH_hs_0021938
IGHV1-18	
IGHVIII-25-1	
IGHD3-9	
IGHVIII-2-1	
IGHVII-74-1	
IGHVII-15-1	
IGHVII-44-2	
IGHV3-19	
ADAM6	PH_hs_0037843
IGHD1-20	
IGHVIII-11-1	
IGHVIII-5-1	
IGHVIII-13-1	
IGHV1-2	PH_hs_0038720
SPACA7	PH_hs_0029048
SPACA7	
IGHVIII-67-3	
IGHV3-30-2	
HOMER2P2	
IGHD5-24	
IGHD2-15	
IGHV3-64	
IGHV3-65	
IGHV3-35	
IGHVII-22-1	
ELK2AP	
DUX4L9	
IGHV3-15	
TUBB7P	PH_hs_0032793
IGHV5-51	
FRG2	PH_hs_0038292
CEP72-DT	
CEP72	
IGHVII-46-1	
IGHV3-42	
IGHV3-6	
IGHV3-7	
TUBGCP3	PH_hs_0001023
TUBGCP3	
IGHV2-26	
IGHV4-55	
SLC9A3	
IGHD5-5	
GPI	
IGHD4-4	
IGHD3-10	
IGHVII-67-1	
IGHV7-27	
IGHV3-41	
IGHVII-62-1	
IGHVIII-5-2	
IGHV4-59	
LINC01070	PH_hs_0039387
IGHV3-33-2	
IGHV2-70	
LINC01043	PH_hs_0040148
IGHVIII-76-1	
IGHV3-43	
LINC01044	
IGHV3-66	
HLA-DMA	
HLA-DMA	PH_hs_0023937
IGHD3-16	
IGHVII-53-1	
IGHV3-22	
IGHV3-72	
	PH_hs_0027217
IGHV3-48	
FRG1	PH_hs_0011972
FRG1	
UBD	
IGHV7-40	
IGHV3-69-1	
IGHV1-69D	
IGHV3-29	
IGHV3-36	
IGHV1-58	
IGHV2-5	
IGHV3-47	
IGHVIII-44	
IGHV8-51-1	
IGHV3-57	
IGHV3-63	
IGHVIII-26-1	
IGHVII-30-1	
IGHD1-1	
IGHV6-1	
IGHV3-60	
IGHV3-38	
LILRB4	
IGHV3-73	
RDH13	
IGHV4-61	
IGHD5-18	
IGHVII-51-2	
IGHD6-13	
IGHV3-74	
IGHV3-25	
IGHVII-65-1	
IGHV3-75	
IGHV2-70D	
IGHD1-7	
IGHVII-33-1	
IGHV3-37	
IGHVII-26-2	
IGHV3-62	
ATP5MC1P1	
IGHV1-67	
IGHVII-1-1	
IGHD2-2	
HOMER2P1	
IGHVIV-44-1	
IGHD4-11	
IGHV1-69-2	
IGHV3-30	
IGHVIII-67-4	
VARS1	
VARS1	PH_hs_0027907
IGHV4-4	
CUTA	PH_hs_0005958
CUTA	PH_hs_0035523
IGHG2	
GAL3ST2	PH_hs_0034882
NEU4	PH_hs_0032576
NEU4	
IGHV3-71	
IGHV1-69	
IGHV3-52	
IGHV3-49	
COPDA1	
IGHV3-76	
IGHVII-49-1	
IGHV1-46	
SLC20A1P1	
IGHVII-60-1	
IGHV5-78	
IGHV3-23	
CLN8	
CLN8	PH_hs_0001401
CLN8	PH_hs_0007334
IGHVIII-67-2	
IGHV1-14	
MCCD1P1	
BAG6	PH_hs_0028463
BAG6	
FCAR	PH_hs_0011384
CLN8-AS1	PH_hs_0017302
LILRB4	PH_hs_0004076
GARRE1	PH_hs_0025554
LINC00242	PH_hs_0034488
LINC00574	PH_hs_0014872
DYNLT2	PH_hs_0022053
DYNLT2	PH_hs_0035396
RN7SKP117	
RPS27P14	
MARVELD2	
MARVELD2	PH_hs_0024532
SAPCD1-AS1	
HLA-DPB2	
RNF5	PH_hs_0030665
RNF5	PH_hs_0039561
LINC01237	
EHMT2	PH_hs_0004285
EHMT2	
FAM240C	PH_hs_0031382
HLA-J	
TRIM31	PH_hs_0026503
TRIM31	
RTP5	
PDCD1	PH_hs_0027896
C6orf15	
GRK1	PH_hs_0035514
TMEM255B	
TMC4	PH_hs_0017190
TMC4	
LINC00552	
ADAM9	
RPL7AP80	
	PH_hs_0040601
HLA-U	
COL11A2P1	
MTCO2P32	
LPCAT1	
LPCAT1	PH_hs_0010652
LPCAT1	PH_hs_0039651
RNU6-164P	
ADAM32	
LILRB1-AS1	
LILRB3	PH_hs_0040501
LILRB3	
GAPDHP26	
BAAT	PH_hs_0023473
TAF4	
TAF4	PH_hs_0002168
FYTTD1P1	
TRMT112P4	
PLPPR1	PH_hs_0024356
PLPPR1	
	PH_hs_0037974
	PH_hs_0024745
CDH4	PH_hs_0024269
CDH4	PH_hs_0035867
CDH4	PH_hs_0012392
CDH4	PH_hs_0038050
HLA-G	PH_hs_0034266
TUBB	PH_hs_0029875
B3GALT4	PH_hs_0034860
SNHG32	PH_hs_0006057
SNHG32	PH_hs_0035526
DHX16	PH_hs_0001215
CLPTM1L	
TRPC6P4	
HLA-DRB2	
GLIS2	
TSBP1	
OCLN	PH_hs_0027277
VASN	PH_hs_0030241
MAPK15	PH_hs_0027836
MAPK15	
CORO7-PAM16	PH_hs_0000747
CORO7-PAM16	PH_hs_0028448
LY6L	
LY6H	PH_hs_0031924
LYPLA2P1	
HLA-DPA2	
TRIM40	PH_hs_0026145
TRIM40	
NPIPA5	PH_hs_0033855
NOMO1	PH_hs_0029452
NOMO1	PH_hs_0032960
NOMO1	PH_hs_0033297
NOMO1	
LINC02536	
PTPRK-AS1	
MRPS17P5	
PTPRK	PH_hs_0023965
PTPRK	
FAM83H	PH_hs_0004075
PRB1	PH_hs_0034550
LINC02904	PH_hs_0012234
LINC02904	
	PH_hs_0037937
LINC02878	PH_hs_0010581
GLIS2-AS1	
GFUS	PH_hs_0019149
GFUS	PH_hs_0033127
GFUS	
NMRAL1	PH_hs_0015019
NMRAL1	PH_hs_0035758
NMRAL1	
PRB3	PH_hs_0035448
PRB3	
CCDC125	PH_hs_0026411
CCDC125	
CCDC125	PH_hs_0037326
MSH5	
LINC01511	PH_hs_0008706
SLC6A3	PH_hs_0028682
SLC6A3	
LY6E	PH_hs_0004480
LY6E	
TAS2R42	
PSMB8	PH_hs_0010658
PSMB8	PH_hs_0035651
ADAM18	
ADAM18	PH_hs_0007366
LY6G5B	
CCL23	
SUCLA2P1	
HLA-DRB1	
HLA-DPA1	PH_hs_0000113
HLA-DPA1	PH_hs_0035313
HLA-DPA1	
	PH_hs_0024089
	PH_hs_0011094
NAIPP4	
LAIR1	PH_hs_0021375
TBC1D3G	PH_hs_0030493
TBC1D3G	PH_hs_0033857
HMGN1P12	
CFL1P5	
AK6	
PRB4	PH_hs_0034661
PRB4	
TAS2R43	PH_hs_0032502
PUF60	PH_hs_0004250
PUF60	
HMOX2	PH_hs_0014732
HMOX2	PH_hs_0035751
HMOX2	
PRH1	
PRH1	PH_hs_0034344
C6orf47-AS1	
LY6E-DT	
AK3P2	
TSPY24P	
ZNF92P1Y	
RBMY3AP	
RFTN1P1	PH_hs_0036606
RFTN1P1	
CCL16	PH_hs_0001055
SERBP1P2	
TSPY12P	
DUX4L19	
TTTY12	PH_hs_0037218
TTTY12	
TTTY7B	PH_hs_0039060
RPL3P10	
DDX52	PH_hs_0018501
DDX52	
OFD1P3Y	
RBMY2HP	
TTTY6	PH_hs_0036721
ELOCP35	
SLC9B1P1	
USP12PY	
TTTY23	
KDM5DP1	
TTTY7	PH_hs_0039060
	PH_hs_0034137
	PH_hs_0039789
LINC00279	
DUX4L17	
PRY	PH_hs_0027266
RRN3	PH_hs_0006073
RRN3	
TSPY18P	
PCMTD1P1	
HSFY7P	
ZNF736P6Y	
TUSC2P1	
RBMY2AP	
FAM197Y5	PH_hs_0039324
FAM197Y5	PH_hs_0034924
TTTY2B	PH_hs_0037291
TTTY2B	
TTTY21	PH_hs_0037334
MRPS36	PH_hs_0024775
MRPS36	PH_hs_0035918
MRPS36	
PUDPP1	
CDRT15P10	
USP9Y	
USP9Y	PH_hs_0037804
USP9Y	PH_hs_0024176
HLA-F	PH_hs_0035927
HLA-F	
	PH_hs_0034204
	PH_hs_0000636
	PH_hs_0005706
	PH_hs_0031484
HLA-E	PH_hs_0038975
HLA-E	
CDH12P4	
TBC1D3K	PH_hs_0030493
TBC1D3K	PH_hs_0033857
TBC1D3K	PH_hs_0040700
RING1	PH_hs_0011914
RING1	PH_hs_0040270
ZDHHC20P1	
IER3	PH_hs_0004390
FKBPL	PH_hs_0005507
RPL12P1	
RPS18	
CYP21A1P	PH_hs_0029576
HLA-DPB1	PH_hs_0024067
HLA-DPB1	
AIF1	
HLA-A	PH_hs_0039408
HMGB1P24	
LHX1-DT	
LHX1-DT	PH_hs_0037923
LYZL6	PH_hs_0005305
LY6G6C	PH_hs_0012963
MRPL45	PH_hs_0001703
CDY3P	
PRY2	PH_hs_0027266
PARN	PH_hs_0003161
PARN	
TSPY25P	
OFD1P8Y	
NAPRT	PH_hs_0016327
NAPRT	
RNF19BPY	
TSPY23P	
HLA-DOA	
FAM197Y2	PH_hs_0037485
FAM197Y2	PH_hs_0039324
FAM197Y2	PH_hs_0034924
TUBB1P2	
DUX4L31	
TSPY13P	
TBC1D3L	PH_hs_0030493
TBC1D3L	PH_hs_0033857
TBC1D3L	PH_hs_0040700
ACTR3BP1	PH_hs_0038444
RPS24P1	
RBMY2FP	PH_hs_0037507
RBMY2FP	
NEK4P1	
TTTY1B	PH_hs_0036553
RCC2P2	
ZNF736P8Y	
RBMY2OP	
EIF1AY	PH_hs_0026408
EIF1AY	PH_hs_0039151
PAM16	
PAM16	PH_hs_0028448
DHFRP2	
ZNF70P1	
AGER	
	PH_hs_0037169
HLA-DRB7	
TSPY19P	
BPY2	PH_hs_0031908
ACACA	PH_hs_0026272
ACACA	
HLA-L	PH_hs_0040333
HLA-L	
CCDC166	PH_hs_0033065
ZNF707	
ZNF707	PH_hs_0002791
MTND1P12	
STSP1	
CTBP2P1	PH_hs_0039425
MTND6P1	
DLGAP5P1	
HLA-DRA	PH_hs_0030089
CDC27P2	
TTTY8B	
PABPC1P5	
TSPY22P	
RCC2P1	
SHROOM2P1	
TTTY2	PH_hs_0037291
	PH_hs_0038313
USP9YP22	
TTTY18	
DNAJA3	PH_hs_0000631
DNAJA3	
RBMY2QP	
DUX4L18	
TSPY16P	
RBMY2BP	
RBMY2GP	
ZNF736P11Y	
OFD1P9Y	
BPY2DP	
RBMY2JP	
CHEK2P1	
RBMY2UP	
FAM224B	PH_hs_0040584
ZNF886P	
HTATSF1P1	
ELOCP8	
OFD1P16Y	
TTTY25P	
FAM197Y1	
ASS1P6	
SNX18P1Y	
RBMY2NP	
TTTY1	PH_hs_0036553
USP9YP4	
MED14P1	
HSFY5P	
ZNF885P	
ARSFP1	
ZNF736P7Y	
SURF6P1	
XGY1	
ANKRD20A6P	
TTTY8	
SAR1AP1	
ABCF1	PH_hs_0000986
ABCF1	
RBMY2KP	
TSPY21P	
TTTY19	PH_hs_0036270
TSPY17P	
TTTY4	PH_hs_0039580
TSPY15P	
ELOCP4	
TTTY23B	
TTTY22	
TTTY22	PH_hs_0037928
TSPY11P	
MXRA5Y	
DUX4L16	
TSPY10	
TSPY10	PH_hs_0037730
PLA2G10	PH_hs_0008541
CFB	PH_hs_0004112
CFB	
MTCYBP1	
USP9YP17	
TTTY17A	PH_hs_0036223
AGPAT5P1	
TSPY20P	
FAM41AY1	PH_hs_0039256
CNOT3	
TTTY6B	PH_hs_0036721
ELOCP15	
FAM197Y4	PH_hs_0034924
TRIM60P3Y	
MTND1P1	
LINC00280	
PRRC2CP1	
TSPY5P	
ZNF736P10Y	
TSPY1	
	PH_hs_0036087
RPL23AP1	
GTF2H4	PH_hs_0005706
GTF2H4	PH_hs_0031484
CDIP1	PH_hs_0000801
CDIP1	
CDY12P	
MTND2P3	
TIGD5	PH_hs_0004141
CDY13P	
RBMY1KP	
TTTY11	PH_hs_0037700
TTTY11	
ZNF623	
ZNF623	PH_hs_0022117
TTTY21B	PH_hs_0037334
ARSDP1	
TTTY5	PH_hs_0031586
CDY4P	
MROH6	PH_hs_0003712
MROH6	
RBMY1D	PH_hs_0033016
PKD1P3	
PKD1P3	PH_hs_0041166
	PH_hs_0029524
	PH_hs_0033855
	PH_hs_0038579
	PH_hs_0038751
	PH_hs_0041166
CEP20	PH_hs_0016883
CEP20	
SCRIB	PH_hs_0020510
SCRIB	
RBMY2WP	
USP9YP24	
TTTY10	
UBE2V1P3	
FAM8A4P	
ARSLP1	
TRIM60P8Y	
HLA-DPA3	
FAM197Y9	PH_hs_0037485
FAM197Y9	PH_hs_0039324
FAM197Y9	PH_hs_0034924
FAM197Y3	PH_hs_0037485
FAM197Y3	PH_hs_0039324
FAM197Y3	PH_hs_0034924
PAIP1P1	
NFKBIL1	PH_hs_0000355
NFKBIL1	
MED13P1	
TSPY6P	
LENG8-AS1	
CYCSP46	PH_hs_0030561
RNU6-303P	
RNA5SP518	
RN7SL702P	
RNA5SP520	
RNA5SP521	
RNU6-109P	
RNA5-8SP6	
RNA5SP519	
RNU6-184P	
OFD1P6Y	PH_hs_0038976
CORO7	PH_hs_0000747
CORO7	
HSFY2	PH_hs_0033654
HSFY2	
MPIG6B	PH_hs_0037629
MPIG6B	PH_hs_0013122
RPL15P20	
ABCC6P2	
THEMIS	PH_hs_0018474
THEMIS	
GPM6BP2	
USP9YP2	
ELOCP14	
PRYP6	
XKRYP2	
PDXDC1	PH_hs_0025737
PDXDC1	
USP9YP10	
USP9YP28	
RNU1-41P	
OFD1P7Y	
MTCYBP2	
ZNF839P1	
CD24P4	
RNU6-255P	
GAPDHP19	
CLUHP1	
TAF9P1	
CDY5P	
ELOCP36	
PRYP1	
ACTG1P2	
XKRY	PH_hs_0035623
XKRY	
USP9YP23	
USP9YP27	
RNU1-128P	
TRAPPC2P3	
OFD1P1Y	
ELOCP6	
CDY6P	
USP9YP7	
USP9YP6	
CDY7P	
USP9YP34	
USP9YP32	
CDY8P	
ELOCP12	
HLA-F	PH_hs_0030096
TRAPPC2P8	
USP9YP15	
RNU1-95P	
USP9YP16	
XKRY2	
XKRY2	PH_hs_0035623
ACTG1P11	
PRYP2	
ELOCP26	
CDY9P	
TAF9P2	
CLUHP2	
FAM224A	
RNA5SP522	
RNA5SP523	
TUBB1P1	
	PH_hs_0039256
FAM41AY2	PH_hs_0039256
ELOCP13	
OFD1P4Y	
USP9YP14	
RNU1-48P	
USP9YP5	
XKRYP1	
PRYP5	
ELOCP7	
USP9YP1	
GPM6BP1	
TTTY9B	PH_hs_0038976
RAB9AP4	
TRAPPC2P7	
TTTY14	
TTTY14	PH_hs_0038478
TTTY14	PH_hs_0036997
	PH_hs_0015943
KDM5D	PH_hs_0004628
KDM5D	
SLC44A4	PH_hs_0023871
SLC44A4	
CEP170	PH_hs_0002210
CEP170	PH_hs_0036348
CEP170	
C6orf15	PH_hs_0014030
PBX2	PH_hs_0029042
PBX2	
LINC03003	
RPS18	PH_hs_0029574
RN7SKP175	
OSCAR	
COL11A2	PH_hs_0024520
COL11A2	
HCG25	
HSFY1	
HSFY1	PH_hs_0033654
AKT3	
AKT3	PH_hs_0023601
TGIF2LY	PH_hs_0033162
RBMY1F	PH_hs_0033016
PKD1P1	
ABCC6	PH_hs_0025847
ABCC6	
CDY2A	PH_hs_0036855
ZNF736P3Y	
TRIM60P9Y	
PRKY	PH_hs_0027949
PRKY	
RN7SKP282	
RNU6-941P	
RNU6-521P	
SRIP3	
GOT2P5	
ATP5PFP1	
TRIM60P10Y	
ZNF736P2Y	
TRIM60P11Y	
ZNF736P1Y	
ZNF736P5Y	
BPY2C	PH_hs_0031908
LINC01347	
SDCCAG8	PH_hs_0026612
SDCCAG8	PH_hs_0037398
SDCCAG8	
TTTY4C	PH_hs_0039580
DAZ4	PH_hs_0031293
DAZ4	
HLA-DQA1	
C6orf136	PH_hs_0025018
C6orf136	
PRR3	PH_hs_0006516
PRR3	
	PH_hs_0039393
RNU6-747P	
MYO19	PH_hs_0023612
MYO19	
	PH_hs_0033643
MPV17L	PH_hs_0040324
NTAN1	PH_hs_0016995
NTAN1	
GPANK1	PH_hs_0013098
GPANK1	
NOTCH4	PH_hs_0025474
TAP2	
CSNK2B	PH_hs_0022181
CSNK2B	
VPS52	PH_hs_0020146
VPS52	
NPIPA3	PH_hs_0029524
NPIPA3	PH_hs_0038751
BMERB1	PH_hs_0022644
BMERB1	
CDY2B	PH_hs_0036855
XGY2	
XGY2	PH_hs_0029348
BFAR	PH_hs_0025414
BFAR	
RNU6-1334P	
SRY	PH_hs_0000265
RNASEH2CP1	
TOMM22P2	
RPS4Y1	PH_hs_0029348
RPS4Y1	PH_hs_0035653
RPS4Y1	
HLA-S	
KIFC1	PH_hs_0001793
KIFC1	
SLC39A7	
SLC39A7	PH_hs_0033242
PKD1P6	
PKD1P6	PH_hs_0029524
PKD1P6	PH_hs_0038579
PKD1P6	PH_hs_0038751
PKD1P6	PH_hs_0041068
HSFY3P	
NAP1L1P2	
ZFY	PH_hs_0022802
ZFY	
PCGF2	PH_hs_0032931
PCGF2	
NDE1	PH_hs_0013649
NDE1	
ZFY-AS1	
EEF1A1P41	
PSMA6P1	
SFPQP1	
TAB3P1	
DPPA2P1	
DDX3Y	
RPL17P40	
	PH_hs_0040864
MARF1	PH_hs_0030165
MARF1	
MLLT6	
MLLT6	PH_hs_0028097
MLLT6	PH_hs_0035745
LILRA5	
ZNHIT3	PH_hs_0000292
ZNHIT3	
PRPF31-AS1	PH_hs_0039534
	PH_hs_0007747
CASKP1	
UTY	
UTY	PH_hs_0006317
ABCC1	PH_hs_0024545
ABCC1	
SFTA2	PH_hs_0012242
TADA2A	PH_hs_0007065
TADA2A	
RPL35AP4	
OR12D3	
ATF6B	PH_hs_0031185
ATF6B	
FLOT1	
CCHCR1	
CCHCR1	PH_hs_0006094
HLA-DQA2	
MRM1	PH_hs_0011531
GGNBP2	PH_hs_0022653
GGNBP2	PH_hs_0039886
GGNBP2	
TAP2	PH_hs_0000060
NPIPA1	PH_hs_0029524
NPIPA1	PH_hs_0033855
NPIPA1	PH_hs_0038579
NPIPA1	PH_hs_0038751
NOMO3	PH_hs_0029452
NOMO3	PH_hs_0032960
NOMO3	
CCL15	
PIP4K2B	PH_hs_0023530
PIP4K2B	
TAPBP	PH_hs_0017822
TAPBP	
POLR2LP1	
AATF	PH_hs_0023719
AATF	
TMSB4Y	PH_hs_0009671
ANOS2P	
VCY	PH_hs_0036686
TBC1D3H	PH_hs_0030493
TBC1D3H	PH_hs_0033857
DDX39B	
DDX39B	PH_hs_0037832
DAZ3	PH_hs_0031293
HCG9	PH_hs_0028597
RANP1	
ZBTB12	PH_hs_0012786
DAZ1	PH_hs_0031293
DAZ1	
C17orf98	PH_hs_0032322
SOCS7	
SOCS7	PH_hs_0039655
C6orf47	PH_hs_0013095
EPOP	
LRRC37A9P	
PPP1R12BP2	
REREP1Y	
RBMY2CP	
RDM1	PH_hs_0011479
RDM1	
AMELY	PH_hs_0030865
TBL1Y	
TBL1Y	PH_hs_0028174
HLA-C	
GPR143P	
DAZ2	PH_hs_0031293
DAZ2	
MYH11	PH_hs_0004518
MYH11	PH_hs_0040938
MYH11	
HEATR9	PH_hs_0024973
HEATR9	
HSD17B8	PH_hs_0025004
HSD17B8	PH_hs_0033242
TSPY2	
TSPY2	PH_hs_0037730
SKIV2L	PH_hs_0005025
SKIV2L	
RBMY1A3P	
TTTY20	
FAM197Y8	PH_hs_0037485
FAM197Y8	PH_hs_0039324
FAM197Y8	PH_hs_0034924
TSPY8	
TSPY8	PH_hs_0037730
LY6G6D	
FAM197Y7	PH_hs_0037485
FAM197Y7	PH_hs_0039324
FAM197Y7	PH_hs_0034924
	PH_hs_0034924
TSPY7P	
FAM197Y6	PH_hs_0037485
FAM197Y6	PH_hs_0039324
FAM197Y6	PH_hs_0034924
TSPY3	
TSPY3	PH_hs_0037730
HNF1B	
HNF1B	PH_hs_0024721
AGKP1	
NLGN4Y-AS1	
RBMY1E	
HLA-DQB1	
STK19B	
RGL2	PH_hs_0010158
RGL2	PH_hs_0017822
RGL2	
NLGN4Y	PH_hs_0040272
NLGN4Y	
MUCL3	PH_hs_0025125
VARS2	PH_hs_0000636
VARS2	PH_hs_0005706
VARS2	
PIGW	PH_hs_0018403
CCL5	PH_hs_0026492
CCL5	PH_hs_0034077
LINC00278	
CDY22P	
ELOCP17	
SRCIN1	
SRCIN1	PH_hs_0039730
OFD1P18Y	
TRAPPC2P4	
SNORD32B	
RAB9AP3	
USP9YP20	
RNU1-40P	
	PH_hs_0003708
USP9YP21	
XKRYP6	
PRYP4	PH_hs_0027266
SNORD117	
SNORD48	PH_hs_0035526
SNORD52	
ELOCP11	
CDY23P	
USP9YP26	
HSFY8P	
OFD1P15Y	
RBMY2DP	
REREP2Y	
PPP1R12BP1	
RNU6-1314P	
CYCSP48	
ANKRD36P1	
VCY1B	PH_hs_0036686
PNPLA4P1	
OFD1P2Y	
OFD1P5Y	PH_hs_0038976
TBL1YP1	
RPS4Y2	PH_hs_0029887
RPS4Y2	PH_hs_0032876
HSFY4P	
GAPDHP17	
TMEM167AP1	
TOMM22P1	
NEFLP1	
PRORY	
RBMY2TP	
TSPY14P	
RBMY1HP	
RBMY1B	
RBMY1B	PH_hs_0033016
DUSP14	PH_hs_0005080
GPR179	PH_hs_0032369
YWHAEP7	
YWHAEP7	PH_hs_0020196
CISD3	PH_hs_0025400
LHX1	
LHX1	PH_hs_0025919
